position,TerrainHeight,lon,lat
0,300.275149,77.650476,-13.697961
0.19115,296.364808,77.656499,-13.695618
0.3823,295.366294,77.662523,-13.693277
0.573451,298.131451,77.668547,-13.690934
0.764601,308.36219,77.674571,-13.688592
0.955751,318.353291,77.680594,-13.686248
1.146901,332.166513,77.686617,-13.683906
1.338052,350.639119,77.69264,-13.681564
1.529202,371.868318,77.698663,-13.67922
1.720352,394.251197,77.704686,-13.676876
1.911502,425.819209,77.710709,-13.674534
2.102653,461.432876,77.716731,-13.67219
2.293803,497.841302,77.722753,-13.669846
2.484953,532.526183,77.728776,-13.667503
2.676103,570.900492,77.734798,-13.665159
2.867254,612.900162,77.74082,-13.662815
3.058404,659.352691,77.746843,-13.660471
3.249554,705.808641,77.752864,-13.658125
3.440704,753.12869,77.758886,-13.655782
3.631855,796.438892,77.764908,-13.653437
3.823005,828.488072,77.770929,-13.651091
4.014155,846.167709,77.776951,-13.648747
4.205305,855.108282,77.782972,-13.646401
4.396456,850.827111,77.788993,-13.644057
4.587606,835.88131,77.795014,-13.641711
4.778756,816.662282,77.801035,-13.639366
4.969906,790.387245,77.807056,-13.63702
5.161057,757.144722,77.813076,-13.634674
5.352207,722.39992,77.819097,-13.632328
5.543357,691.148677,77.825118,-13.629982
5.734507,658.146993,77.831138,-13.627636
5.925658,616.496597,77.837158,-13.62529
6.116808,573.574212,77.843178,-13.622943
6.307958,535.080852,77.849198,-13.620596
6.499108,504.233724,77.855218,-13.61825
6.690259,487.957198,77.861238,-13.615903
6.881409,480.444046,77.867258,-13.613555
7.072559,473.070402,77.873277,-13.611208
7.263709,466.863063,77.879296,-13.608861
7.45486,466.732725,77.885316,-13.606513
7.64601,479.206221,77.891335,-13.604165
7.83716,499.017901,77.897354,-13.601818
8.02831,520.528795,77.903373,-13.59947
8.219461,533.23684,77.909391,-13.597121
8.410611,536.523813,77.91541,-13.594772
8.601761,549.121342,77.921429,-13.592425
8.792911,575.593828,77.927447,-13.590076
8.984062,607.16536,77.933465,-13.587727
9.175212,632.404951,77.939484,-13.585378
9.366362,648.658224,77.945501,-13.583029
9.557512,655.030866,77.95152,-13.58068
9.748663,651.545031,77.957537,-13.57833
9.939813,641.520083,77.963555,-13.575982
10.130963,632.359326,77.969573,-13.573632
10.322113,634.580113,77.97559,-13.571281
10.513264,656.34439,77.981608,-13.568932
10.704414,684.965691,77.987624,-13.566581
10.895564,715.549133,77.993642,-13.564232
11.086714,752.197062,77.999659,-13.561882
11.277865,787.308152,78.005676,-13.559531
11.469015,816.537195,78.011692,-13.55718
11.660165,837.65323,78.017709,-13.55483
11.851315,861.192293,78.023726,-13.552479
12.042465,881.177124,78.029742,-13.550127
12.233616,900.364951,78.035758,-13.547777
12.424766,924.058478,78.041774,-13.545426
12.615916,935.586036,78.04779,-13.543073
12.807066,940.383771,78.053806,-13.540722
12.998217,944.749393,78.059822,-13.53837
13.189367,947.420784,78.065838,-13.536019
13.380517,943.281123,78.071853,-13.533667
13.571667,937.749559,78.077869,-13.531315
13.762818,930.187353,78.083884,-13.528961
13.953968,927.821721,78.089899,-13.526609
14.145118,923.278046,78.095915,-13.524257
14.336268,909.698285,78.10193,-13.521904
14.527419,890.915068,78.107944,-13.519552
14.718569,875.02186,78.113959,-13.517198
