position,Clinopyroxene Abundance,lon,lat
0,6.650986,75.28747,-9.120361
0.159365,7.336933,75.290029,-9.124969
0.318729,6.671852,75.292587,-9.129578
0.478094,5.272114,75.295146,-9.134186
0.637459,5.57361,75.297704,-9.138795
0.796823,6.366505,75.300263,-9.143404
0.956188,6.341085,75.302822,-9.148012
1.115553,6.079924,75.30538,-9.152621
1.274918,7.220479,75.307939,-9.15723
1.434282,7.155465,75.310498,-9.161838
1.593647,6.466737,75.313057,-9.166447
1.753012,6.761336,75.315616,-9.171055
1.912376,5.642137,75.318175,-9.175663
2.071741,5.914732,75.320735,-9.180271
2.231106,7.705072,75.323294,-9.18488
2.39047,9.551217,75.325854,-9.189488
2.549835,11.188692,75.328412,-9.194097
2.7092,10.790465,75.330972,-9.198705
2.868564,12.414865,75.333531,-9.203314
3.027929,12.177134,75.336091,-9.207922
3.187294,12.533266,75.338651,-9.21253
3.346659,12.81592,75.34121,-9.217139
3.506023,9.677737,75.34377,-9.221747
3.665388,7.406788,75.34633,-9.226355
3.824753,6.494391,75.348891,-9.230963
3.984117,7.239715,75.35145,-9.235571
4.143482,9.367194,75.35401,-9.24018
4.302847,7.500747,75.356571,-9.244787
4.462211,7.402394,75.35913,-9.249396
4.621576,6.545036,75.361691,-9.254004
4.780941,5.677745,75.364251,-9.258612
4.940305,6.545847,75.366812,-9.26322
5.09967,8.183069,75.369372,-9.267828
5.259035,8.664489,75.371932,-9.272436
5.418399,9.449551,75.374494,-9.277044
5.577764,10.484136,75.377054,-9.281652
5.737129,9.661246,75.379615,-9.28626
5.896494,8.651492,75.382176,-9.290868
6.055858,8.888463,75.384736,-9.295476
6.215223,8.966621,75.387297,-9.300084
6.374588,10.797662,75.389858,-9.304692
6.533952,13.074709,75.392419,-9.3093
6.693317,13.88907,75.39498,-9.313908
6.852682,13.795758,75.397541,-9.318516
7.012046,13.531955,75.400103,-9.323124
7.171411,11.785367,75.402664,-9.327732
7.330776,12.248385,75.405225,-9.332339
7.49014,13.402183,75.407787,-9.336947
7.649505,12.687234,75.410349,-9.341555
7.80887,11.638969,75.41291,-9.346163
7.968235,12.556234,75.415472,-9.350771
8.127599,12.317081,75.418034,-9.355378
8.286964,11.29894,75.420596,-9.359985
8.446329,10.139869,75.423157,-9.364594
8.605693,10.014683,75.425719,-9.369201
8.765058,9.719307,75.428281,-9.373809
8.924423,7.701991,75.430843,-9.378417
9.083787,2.787017,75.433405,-9.383024
9.243152,2.052216,75.435968,-9.387632
9.402517,1.461349,75.43853,-9.392239
9.561881,1.293314,75.441092,-9.396847
9.721246,2.69172,75.443655,-9.401455
9.880611,2.942664,75.446218,-9.406062
10.039976,3.255386,75.44878,-9.41067
10.19934,13.705301,75.451343,-9.415277
10.358705,9.742003,75.453905,-9.419885
10.51807,20.825986,75.456468,-9.424492
10.677434,27.210961,75.459032,-9.429099
10.836799,12.140781,75.461594,-9.433707
10.996164,6.239778,75.464157,-9.438314
11.155528,5.630964,75.466721,-9.442921
11.314893,3.882586,75.469283,-9.447529
11.474258,3.44287,75.471846,-9.452136
11.633622,3.844448,75.474409,-9.456744
11.792987,4.699289,75.476973,-9.461351
11.952352,3.65528,75.479536,-9.465958
12.111716,2.733771,75.482099,-9.470566
12.271081,3.445606,75.484663,-9.475173
12.430446,5.042879,75.487227,-9.47978
12.589811,5.740549,75.489791,-9.484387
12.749175,6.212874,75.492354,-9.488994
12.90854,7.945851,75.494918,-9.493602
13.067905,4.825863,75.497482,-9.498209
13.227269,3.637787,75.500046,-9.502816
13.386634,3.599185,75.50261,-9.507423
13.545999,2.361993,75.505174,-9.51203
13.705363,2.767507,75.507738,-9.516637
13.864728,4.814498,75.510302,-9.521244
14.024093,4.496951,75.512866,-9.525851
14.183457,3.404019,75.515431,-9.530458
14.342822,2.946057,75.517996,-9.535065
14.502187,3.319824,75.52056,-9.539672
14.661552,4.91877,75.523124,-9.544279
14.820916,7.029531,75.525689,-9.548886
14.980281,6.425979,75.528254,-9.553493
15.139646,5.242756,75.530818,-9.5581
15.29901,3.459875,75.533383,-9.562707
15.458375,1.863165,75.535948,-9.567314
15.61774,1.083482,75.538513,-9.571921
15.777104,0.574475,75.541078,-9.576527
15.936469,0.890553,75.543643,-9.581134
16.095834,1.18249,75.546208,-9.585741
16.255198,0.532411,75.548774,-9.590348
16.414563,1.293459,75.55134,-9.594954
16.573928,2.913374,75.553904,-9.599561
16.733293,5.521647,75.55647,-9.604168
16.892657,5.062723,75.559035,-9.608775
17.052022,4.725485,75.561601,-9.613381
17.211387,5.873855,75.564168,-9.617988
17.370751,8.384399,75.566732,-9.622595
17.530116,9.605367,75.569298,-9.627201
17.689481,10.740893,75.571864,-9.631808
17.848845,9.487443,75.57443,-9.636415
18.00821,9.598694,75.576996,-9.641021
18.167575,8.440229,75.579563,-9.645627
18.326939,8.236134,75.582128,-9.650234
18.486304,7.824817,75.584695,-9.654841
18.645669,6.970888,75.587261,-9.659447
18.805033,5.830002,75.589827,-9.664054
18.964398,4.775193,75.592394,-9.66866
19.123763,2.780689,75.59496,-9.673267
19.283128,2.521823,75.597528,-9.677872
19.442492,1.643942,75.600094,-9.682479
19.601857,1.955627,75.602661,-9.687085
19.761222,1.191791,75.605228,-9.691692
19.920586,0.370338,75.607794,-9.696299
20.079951,0.170868,75.610362,-9.700904
20.239316,0,75.612928,-9.705511
20.39868,0,75.615496,-9.710117
20.558045,0,75.618062,-9.714724
