position,lon,lat,Clinopyroxene Abundance,FeO Abundance,TerrainHeight,Iron Abundance,Olivine Abundance,Orthopyroxene Abundance,Plagioclase Abundance,TerrainSlope,Titanium Abundance
0,26.929485,-9.508635,18.62143,8.78678,-1017.485724,8.344815,2.440515,8.477946,70.460111,10.576174,1.408346
0.175732,26.927524,-9.514098,17.359635,8.627529,-1002.461147,8.338131,2.44362,8.659397,71.537347,9.211305,1.406852
0.351465,26.925563,-9.519561,15.221067,8.495542,-994.534548,8.331499,3.277485,7.780758,73.72069,8.926061,1.405365
0.527197,26.923602,-9.525024,13.804508,8.222689,-992.358615,8.324918,2.905532,8.052245,75.237715,8.250785,1.403884
0.702929,26.921641,-9.530487,15.099228,8.069533,-992.02881,8.318388,2.538292,6.780843,75.581636,7.07402,1.402409
0.878662,26.91968,-9.53595,16.445855,8.037547,-996.442528,8.31191,2.463835,5.512585,75.577724,5.842073,1.400941
1.054394,26.917719,-9.541413,17.629481,8.019774,-992.310499,8.305483,2.269669,4.636201,75.464649,5.48067,1.399479
1.230126,26.915758,-9.546876,18.571168,8.143247,-985.011645,8.299108,2.059009,4.552401,74.817424,5.640739,1.398024
1.405859,26.913796,-9.552339,18.009348,8.399325,-980.048118,8.292783,2.183996,5.983916,73.822742,6.237983,1.396575
1.581591,26.911835,-9.557802,18.406719,8.610453,-981.770936,8.286511,2.646343,5.795997,73.150943,7.691518,1.395132
1.757323,26.909874,-9.563265,19.551126,8.875605,-994.822461,8.28029,2.948911,5.367599,72.132365,10.003097,1.393696
1.933056,26.907912,-9.568728,18.150888,9.227969,-1018.273055,8.27412,2.652031,8.512084,70.684994,10.860853,1.392266
2.108788,26.905951,-9.574191,16.571175,9.386699,-1043.350212,8.268002,2.450464,10.869644,70.108713,9.923738,1.390843
2.284521,26.903989,-9.579654,16.481285,9.411878,-1066.464324,8.261935,2.394362,11.1231,70.001252,8.47489,1.389426
2.460253,26.902027,-9.585117,15.841303,9.302629,-1086.070516,8.255919,3.043755,10.343919,70.771021,6.097253,1.388015
2.635985,26.900066,-9.59058,15.348039,9.329917,-1097.249477,8.249955,3.671762,9.992377,70.987822,4.149707,1.386611
2.811718,26.898104,-9.596043,14.322752,9.361433,-1106.466789,8.244043,3.954197,10.655988,71.067063,2.92492,1.385213
2.98745,26.896142,-9.601506,14.895228,9.191746,-1108.323059,8.238181,3.593936,10.026932,71.483902,2.304011,1.383822
3.163182,26.89418,-9.606969,14.189609,8.948556,-1100.949383,8.232371,3.843698,9.320033,72.646661,2.426891,1.382437
3.338915,26.892218,-9.612432,14.290979,8.521067,-1097.403004,8.226613,4.028973,7.186523,74.493526,1.595299,1.381058
3.514647,26.890256,-9.617895,14.910669,8.012585,-1105.494899,8.220906,4.04753,4.843452,76.19835,5.699814,1.379686
3.690379,26.888294,-9.623358,14.744416,7.740288,-1134.110093,8.215251,3.917855,4.535387,76.802342,7.465456,1.37832
3.866112,26.886332,-9.62882,14.669854,7.589084,-1155.625993,8.209647,3.254763,4.534379,77.541004,5.174138,1.37696
4.041844,26.884369,-9.634283,14.44463,7.429707,-1157.888456,8.204094,4.06969,2.851661,78.634018,1.234015,1.375607
4.217576,26.882407,-9.639746,13.153576,7.408995,-1149.980263,8.198593,5.412585,1.903213,79.530624,1.750367,1.374261
4.393309,26.880445,-9.645209,12.957497,7.346328,-1147.83246,8.193143,4.826858,2.527509,79.688135,4.151706,1.372921
4.569041,26.878482,-9.650672,11.352706,7.184468,-1133.484811,8.187745,5.459797,2.542323,80.645174,6.725051,1.371587
4.744773,26.87652,-9.656134,10.442919,7.259465,-1113.603546,8.182398,5.471111,3.706011,80.379961,6.712003,1.370259
4.920506,26.874557,-9.661597,9.121565,7.682357,-1096.763659,8.177103,5.142998,7.082853,78.652585,5.422889,1.368938
5.096238,26.872595,-9.66706,9.37629,8.103124,-1084.576732,8.171859,5.102394,9.056177,76.465138,4.895474,1.367624
5.27197,26.870632,-9.672523,9.217658,8.319163,-1077.435429,8.166667,5.606659,9.636195,75.53949,4.20585,1.366315
5.447703,26.868668,-9.677985,10.115426,7.724795,-1065.898544,8.161526,5.700598,5.682242,78.501734,4.070885,1.365014
5.623435,26.866706,-9.683448,8.800505,7.319399,-1056.191318,8.156436,6.202453,4.433037,80.564004,4.29201,1.363718
5.799167,26.864742,-9.688911,8.359821,7.121508,-1050.425886,8.151398,6.585102,3.474932,81.580145,5.688093,1.362429
5.9749,26.86278,-9.694374,8.643841,7.174712,-1045.394541,8.146412,6.437717,3.593932,81.32451,6.509881,1.361147
6.150632,26.860817,-9.699836,9.02224,7.220535,-1034.085516,8.141477,6.700352,3.101226,81.176181,6.627895,1.35987
6.326365,26.858854,-9.705299,9.632161,7.408076,-1014.822629,8.136593,6.583722,3.444506,80.339612,7.658501,1.358601
6.502097,26.856891,-9.710762,10.830753,7.48067,-986.87595,8.131761,6.423599,2.828195,79.917455,7.841754,1.357337
