position,Iron Abundance,lon,lat
0,10.586884,61.236744,-5.56141
0.267672,10.577958,61.236569,-5.570236
0.535344,10.569029,61.236394,-5.579061
0.803015,10.560097,61.236219,-5.587887
1.070687,10.551163,61.236044,-5.596712
1.338359,10.542227,61.235869,-5.605538
1.606031,10.533288,61.235695,-5.614363
1.873703,10.524347,61.235519,-5.623189
2.141375,10.515403,61.235344,-5.632014
2.409046,10.506457,61.235169,-5.64084
2.676718,10.497508,61.234994,-5.649665
2.94439,10.488557,61.234819,-5.658491
3.212062,10.479603,61.234644,-5.667316
3.479734,10.470647,61.23447,-5.676142
3.747406,10.461689,61.234294,-5.684967
4.015077,10.452728,61.234119,-5.693793
4.282749,10.443764,61.233945,-5.702619
4.550421,10.434798,61.233769,-5.711444
4.818093,10.425829,61.233594,-5.72027
5.085765,10.416858,61.233419,-5.729095
5.353437,10.407885,61.233244,-5.737921
5.621108,10.398275,61.233069,-5.746746
5.88878,10.384078,61.232895,-5.755572
6.156452,10.36988,61.23272,-5.764397
6.424124,10.35568,61.232545,-5.773223
6.691796,10.341479,61.23237,-5.782048
6.959468,10.327277,61.232194,-5.790874
7.227139,10.313073,61.232019,-5.799699
7.494811,10.298869,61.231843,-5.808525
7.762483,10.284663,61.231668,-5.81735
8.030155,10.270455,61.231493,-5.826176
8.297827,10.256247,61.231318,-5.835002
8.565499,10.242038,61.231143,-5.843827
8.83317,10.227826,61.230968,-5.852653
9.100842,10.213614,61.230793,-5.861478
9.368514,10.199401,61.230619,-5.870304
9.636186,10.185187,61.230443,-5.879129
9.903858,10.170971,61.230267,-5.887955
10.171529,10.156754,61.230092,-5.89678
10.439201,10.142536,61.229917,-5.905606
10.706873,10.128316,61.229742,-5.914431
10.974545,10.114095,61.229567,-5.923257
11.242217,10.099873,61.229392,-5.932082
11.509889,10.08565,61.229216,-5.940908
11.77756,10.071425,61.229041,-5.949733
12.045232,10.0572,61.228866,-5.958559
12.312904,10.042973,61.228691,-5.967384
12.580576,10.028745,61.228516,-5.97621
12.848248,10.014515,61.22834,-5.985036
13.11592,10.000284,61.228166,-5.993861
13.383591,9.986053,61.22799,-6.002687
13.651263,9.971819,61.227815,-6.011512
13.918935,9.957585,61.22764,-6.020338
14.186607,9.943349,61.227465,-6.029163
14.454279,9.929112,61.227289,-6.037989
14.721951,9.914874,61.227114,-6.046814
14.989622,9.900635,61.226939,-6.05564
15.257294,9.886395,61.226763,-6.064465
15.524966,9.872153,61.226588,-6.073291
15.792638,9.85791,61.226413,-6.082116
16.06031,9.843666,61.226238,-6.090942
16.327982,9.82942,61.226062,-6.099767
16.595653,9.815173,61.225888,-6.108593
16.863325,9.800925,61.225712,-6.117419
17.130997,9.786676,61.225536,-6.126244
17.398669,9.772425,61.225361,-6.13507
17.666341,9.758174,61.225186,-6.143895
17.934013,9.74392,61.22501,-6.152721
18.201684,9.729666,61.224835,-6.161546
18.469356,9.715411,61.22466,-6.170372
18.737028,9.701154,61.224485,-6.179197
19.0047,9.686896,61.22431,-6.188023
19.272372,9.672637,61.224134,-6.196848
19.540043,9.658376,61.223958,-6.205674
19.807715,9.644115,61.223784,-6.214499
20.075387,9.629852,61.223608,-6.223325
20.343059,9.615588,61.223432,-6.23215
20.610731,9.601323,61.223257,-6.240976
20.878403,9.584361,61.223082,-6.249801
21.146074,9.565181,61.222907,-6.258627
21.413746,9.545729,61.222731,-6.267453
21.681418,9.526278,61.222556,-6.276278
21.94909,9.506826,61.222381,-6.285104
22.216762,9.487375,61.222206,-6.293929
22.484434,9.467924,61.222029,-6.302755
22.752105,9.448473,61.221855,-6.31158
23.019777,9.429021,61.221679,-6.320406
23.287449,9.40957,61.221504,-6.329231
23.555121,9.390119,61.221328,-6.338057
23.822793,9.370668,61.221152,-6.346882
24.090465,9.351216,61.220977,-6.355708
24.358136,9.331766,61.220802,-6.364533
24.625808,9.312314,61.220627,-6.373359
24.89348,9.292863,61.220451,-6.382184
25.161152,9.273411,61.220275,-6.39101
25.428824,9.25396,61.220099,-6.399835
25.696496,9.234509,61.219924,-6.408661
25.964167,9.215057,61.219748,-6.417487
26.231839,9.195606,61.219573,-6.426312
26.499511,9.176155,61.219397,-6.435138
26.767183,9.156704,61.219222,-6.443963
27.034855,9.137252,61.219047,-6.452789
27.302527,9.117801,61.218871,-6.461614
