position,Olivine Abundance,lon,lat
0,1.667263,24.226648,-11.395676
0.187185,2.309929,24.232944,-11.395766
0.37437,2.615736,24.239241,-11.395856
0.561556,2.823099,24.245537,-11.395945
0.748741,2.55686,24.251834,-11.396035
0.935926,1.955293,24.25813,-11.396124
1.123111,1.372483,24.264427,-11.396213
1.310297,1.395176,24.270723,-11.396302
1.497482,1.869837,24.27702,-11.396391
1.684667,2.469372,24.283316,-11.39648
1.871852,3.140381,24.289613,-11.396568
2.059038,3.34801,24.295909,-11.396657
2.246223,3.084296,24.302206,-11.396745
2.433408,2.54616,24.308502,-11.396834
2.620593,1.206839,24.314799,-11.396921
2.807778,1.172706,24.321095,-11.39701
2.994964,1.538149,24.327392,-11.397097
3.182149,2.704008,24.333688,-11.397185
3.369334,3.439988,24.339985,-11.397273
3.556519,3.385399,24.346281,-11.39736
3.743705,2.919544,24.352578,-11.397447
3.93089,2.810655,24.358874,-11.397535
4.118075,3.718588,24.365171,-11.397622
4.30526,5.952908,24.371467,-11.397709
4.492446,5.612416,24.377764,-11.397795
4.679631,5.737872,24.38406,-11.397882
4.866816,5.633235,24.390357,-11.397968
5.054001,5.570595,24.396653,-11.398055
5.241186,5.68338,24.40295,-11.398141
5.428372,5.646474,24.409247,-11.398227
5.615557,5.411607,24.415543,-11.398313
5.802742,5.22514,24.42184,-11.398399
5.989927,4.614296,24.428136,-11.398484
6.177113,5.382739,24.434433,-11.39857
6.364298,5.603964,24.440729,-11.398656
6.551483,5.306658,24.447026,-11.398741
6.738668,5.223584,24.453323,-11.398826
6.925854,5.047136,24.459619,-11.398911
7.113039,4.908525,24.465916,-11.398996
7.300224,4.88298,24.472212,-11.399081
7.487409,4.973552,24.478509,-11.399165
7.674594,5.064219,24.484806,-11.399249
7.86178,5.33691,24.491102,-11.399334
8.048965,5.413143,24.497399,-11.399418
8.23615,5.178641,24.503695,-11.399502
8.423335,5.272374,24.509992,-11.399586
8.610521,5.953116,24.516289,-11.39967
8.797706,5.868557,24.522585,-11.399754
8.984891,5.84797,24.528882,-11.399837
9.172076,5.536517,24.535179,-11.399921
9.359262,5.484807,24.541475,-11.400003
9.546447,5.509427,24.547772,-11.400087
9.733632,5.276024,24.554068,-11.40017
9.920817,5.097904,24.560365,-11.400253
10.108002,4.279575,24.566662,-11.400336
10.295188,5.163013,24.572958,-11.400418
10.482373,4.717087,24.579255,-11.4005
10.669558,4.116746,24.585552,-11.400583
10.856743,3.621963,24.591848,-11.400666
11.043929,3.585883,24.598145,-11.400748
11.231114,4.17089,24.604442,-11.40083
11.418299,4.526863,24.610738,-11.400911
11.605484,5.716318,24.617035,-11.400993
11.79267,5.539023,24.623332,-11.401075
11.979855,5.493877,24.629628,-11.401156
12.16704,3.32041,24.635925,-11.401237
12.354225,2.679717,24.642222,-11.401318
12.54141,2.961017,24.648519,-11.401399
12.728596,2.889321,24.654815,-11.40148
12.915781,2.318693,24.661112,-11.40156
13.102966,2.494964,24.667409,-11.401642
13.290151,2.432027,24.673705,-11.401722
13.477337,1.598537,24.680002,-11.401802
13.664522,1.234152,24.686299,-11.401882
13.851707,1.101154,24.692596,-11.401963
14.038892,0.712002,24.698892,-11.402042
14.226078,0.491556,24.705189,-11.402121
14.413263,0.183701,24.711486,-11.402202
14.600448,0.1661,24.717782,-11.402281
14.787633,0.269152,24.724079,-11.402361
14.974818,0.480157,24.730376,-11.40244
15.162004,0.028313,24.736673,-11.402519
15.349189,0.352675,24.742969,-11.402598
15.536374,1.182476,24.749266,-11.402677
15.723559,1.784612,24.755563,-11.402756
15.910745,1.609801,24.76186,-11.402834
16.09793,1.23736,24.768156,-11.402913
16.285115,1.004107,24.774453,-11.402991
16.4723,0.99004,24.78075,-11.403069
16.659485,1.891478,24.787047,-11.403147
16.846671,1.908698,24.793344,-11.403225
17.033856,1.993596,24.79964,-11.403303
17.221041,2.627182,24.805937,-11.40338
17.408226,2.95898,24.812234,-11.403458
17.595412,3.557124,24.818531,-11.403536
17.782597,3.833232,24.824827,-11.403613
17.969782,3.472101,24.831124,-11.40369
18.156967,2.656526,24.837421,-11.403767
18.344153,2.462126,24.843718,-11.403844
18.531338,3.369428,24.850015,-11.40392
18.718523,4.610871,24.856312,-11.403997
18.905708,4.605237,24.862608,-11.404073
19.092893,3.18621,24.868905,-11.40415
19.280079,3.503324,24.875202,-11.404226
19.467264,4.308736,24.881499,-11.404302
19.654449,4.130931,24.887796,-11.404378
19.841634,3.423935,24.894092,-11.404454
20.02882,3.34045,24.900389,-11.404529
20.216005,3.448272,24.906686,-11.404604
20.40319,3.401767,24.912983,-11.40468
20.590375,3.685594,24.91928,-11.404755
20.777561,4.073598,24.925577,-11.40483
20.964746,4.057486,24.931874,-11.404905
21.151931,3.887885,24.93817,-11.40498
21.339116,3.798409,24.944467,-11.405055
21.526301,3.820862,24.950764,-11.40513
21.713487,3.394668,24.957061,-11.405204
21.900672,3.235902,24.963358,-11.405278
22.087857,3.113011,24.969655,-11.405352
22.275042,3.491492,24.975952,-11.405426
22.462228,4.656829,24.982248,-11.4055
22.649413,4.821867,24.988545,-11.405574
22.836598,4.536933,24.994842,-11.405648
23.023783,3.56096,25.001139,-11.405721
23.210969,3.165062,25.007436,-11.405795
23.398154,3.439453,25.013733,-11.405868
23.585339,3.722723,25.02003,-11.405941
23.772524,4.268743,25.026327,-11.406014
23.959709,4.295247,25.032624,-11.406087
24.146895,4.18382,25.038921,-11.406159
24.33408,4.291981,25.045217,-11.406232
24.521265,4.00433,25.051514,-11.406303
24.70845,3.487405,25.057811,-11.406377
24.895636,2.301742,25.064108,-11.406449
25.082821,2.181712,25.070405,-11.406521
25.270006,1.99385,25.076702,-11.406593
25.457191,2.991007,25.082999,-11.406664
25.644377,4.386899,25.089296,-11.406736
25.831562,3.729154,25.095593,-11.406807
26.018747,3.394081,25.10189,-11.406879
26.205932,3.915664,25.108187,-11.40695
26.393117,4.042725,25.114484,-11.407021
26.580303,3.52661,25.120781,-11.407092
26.767488,3.713725,25.127078,-11.407163
26.954673,4.241549,25.133375,-11.407233
27.141858,5.097462,25.139672,-11.407304
27.329044,5.332047,25.145968,-11.407374
27.516229,4.111493,25.152265,-11.407445
27.703414,3.933184,25.158562,-11.407515
27.890599,4.047543,25.164859,-11.407585
28.077785,4.425883,25.171156,-11.407655
28.26497,3.811522,25.177453,-11.407724
28.452155,3.708546,25.18375,-11.407794
28.63934,3.946081,25.190047,-11.407863
28.826525,4.147061,25.196344,-11.407933
29.013711,4.544771,25.202641,-11.408002
29.200896,4.899203,25.208938,-11.408071
29.388081,4.705144,25.215235,-11.40814
29.575266,3.888133,25.221532,-11.408209
29.762452,2.873463,25.227829,-11.408277
29.949637,4.167917,25.234126,-11.408346
30.136822,2.149064,25.240423,-11.408414
30.324007,1.667818,25.24672,-11.408483
30.511193,2.985474,25.253017,-11.408551
30.698378,3.169659,25.259314,-11.408619
30.885563,2.879153,25.265611,-11.408687
31.072748,2.850069,25.271908,-11.408754
31.259933,3.184801,25.278205,-11.408822
31.447119,1.893,25.284502,-11.408889
31.634304,1.054418,25.290799,-11.408957
31.821489,1.694647,25.297097,-11.409024
32.008674,1.4851,25.303394,-11.409091
32.19586,2.320299,25.309691,-11.409158
32.383045,3.837941,25.315988,-11.409225
32.57023,3.899762,25.322285,-11.409291
32.757415,3.310194,25.328582,-11.409358
32.944601,2.962841,25.334879,-11.409424
33.131786,2.607635,25.341176,-11.40949
33.318971,3.461769,25.347473,-11.409556
33.506156,4.114999,25.35377,-11.409622
33.693341,4.399893,25.360067,-11.409688
33.880527,4.522902,25.366364,-11.409754
34.067712,4.425418,25.372661,-11.409819
34.254897,4.110266,25.378958,-11.409885
34.442082,3.986953,25.385255,-11.40995
34.629268,2.463268,25.391552,-11.410015
34.816453,2.542964,25.39785,-11.41008
35.003638,2.264153,25.404147,-11.410145
35.190823,2.209021,25.410444,-11.41021
35.378009,2.069809,25.416741,-11.410275
35.565194,2.414551,25.423038,-11.410339
35.752379,3.36515,25.429335,-11.410404
35.939564,5.271158,25.435632,-11.410468
36.126749,6.123452,25.441929,-11.410532
36.313935,6.106695,25.448226,-11.410596
36.50112,6.058632,25.454523,-11.41066
36.688305,5.671058,25.46082,-11.410723
36.87549,5.481104,25.467118,-11.410787
37.062676,5.016787,25.473415,-11.41085
37.249861,5.122032,25.479712,-11.410914
37.437046,4.640393,25.486009,-11.410977
37.624231,2.894391,25.492306,-11.41104
37.811417,2.204695,25.498603,-11.411103
37.998602,2.378271,25.5049,-11.411165
38.185787,2.258503,25.511197,-11.411228
38.372972,2.243957,25.517495,-11.411291
38.560157,3.112649,25.523792,-11.411353
38.747343,4.47951,25.530089,-11.411415
38.934528,4.768787,25.536386,-11.411477
39.121713,4.77048,25.542683,-11.411539
39.308898,4.686142,25.54898,-11.411601
39.496084,4.83327,25.555278,-11.411663
39.683269,4.612564,25.561575,-11.411724
39.870454,4.34281,25.567872,-11.411786
40.057639,4.556938,25.574169,-11.411847
40.244825,4.619275,25.580466,-11.411908
40.43201,4.678031,25.586763,-11.411969
40.619195,4.797311,25.59306,-11.41203
40.80638,4.869276,25.599358,-11.412091
40.993565,5.168146,25.605655,-11.412151
41.180751,5.106557,25.611952,-11.412212
41.367936,4.861596,25.618249,-11.412272
41.555121,4.795685,25.624546,-11.412331
41.742306,4.692625,25.630844,-11.412392
41.929492,4.655484,25.637141,-11.412452
42.116677,4.593384,25.643438,-11.412512
42.303862,4.524004,25.649735,-11.412572
42.491047,4.731511,25.656032,-11.412631
42.678233,4.788195,25.66233,-11.412691
42.865418,4.919394,25.668627,-11.41275
43.052603,5.233854,25.674924,-11.412809
43.239788,5.097146,25.681221,-11.412867
43.426973,5.041871,25.687518,-11.412927
43.614159,5.160329,25.693816,-11.412986
43.801344,5.112113,25.700113,-11.413044
43.988529,5.41152,25.70641,-11.413103
44.175714,5.18042,25.712707,-11.413161
44.3629,4.973204,25.719004,-11.413219
44.550085,5.18447,25.725302,-11.413277
44.73727,5.090411,25.731599,-11.413335
44.924455,5.067505,25.737896,-11.413393
45.111641,4.778342,25.744193,-11.413451
45.298826,5.001255,25.750491,-11.413508
45.486011,5.197997,25.756788,-11.413566
45.673196,5.050185,25.763085,-11.413622
45.860381,4.617171,25.769382,-11.413679
46.047567,4.623551,25.77568,-11.413737
46.234752,5.138109,25.781977,-11.413794
46.421937,4.812394,25.788274,-11.41385
46.609122,4.68678,25.794571,-11.413907
46.796308,5.212962,25.800869,-11.413963
46.983493,5.15948,25.807166,-11.41402
47.170678,4.529485,25.813463,-11.414076
47.357863,3.576049,25.81976,-11.414132
47.545048,2.426923,25.826058,-11.414188
47.732234,1.319134,25.832355,-11.414244
47.919419,1.039462,25.838652,-11.414299
48.106604,1.643578,25.844949,-11.414355
48.293789,2.944011,25.851247,-11.41441
48.480975,3.330461,25.857544,-11.414465
48.66816,3.099375,25.863841,-11.41452
48.855345,3.404496,25.870139,-11.414575
49.04253,2.902763,25.876436,-11.41463
49.229716,2.893638,25.882733,-11.414685
49.416901,3.303304,25.88903,-11.41474
49.604086,3.467082,25.895328,-11.414794
49.791271,3.164057,25.901625,-11.414848
49.978456,2.75144,25.907922,-11.414902
50.165642,3.054316,25.91422,-11.414956
50.352827,2.935583,25.920517,-11.41501
50.540012,2.574014,25.926814,-11.415064
50.727197,2.260523,25.933111,-11.415118
50.914383,1.461425,25.939409,-11.415171
51.101568,1.894779,25.945706,-11.415225
51.288753,2.395984,25.952003,-11.415278
51.475938,1.580552,25.958301,-11.415331
51.663124,1.251999,25.964598,-11.415384
51.850309,1.055779,25.970895,-11.415437
52.037494,0.899591,25.977193,-11.415488
52.224679,1.020333,25.98349,-11.415542
52.411864,0.836815,25.989787,-11.415594
52.59905,0.748963,25.996085,-11.415647
52.786235,0.654164,26.002382,-11.415699
52.97342,0.647061,26.008679,-11.415751
53.160605,0.876669,26.014977,-11.415803
53.347791,1.058658,26.021274,-11.415854
53.534976,1.238067,26.027571,-11.415906
53.722161,0.864534,26.033869,-11.415957
53.909346,0.768486,26.040166,-11.416009
54.096532,0.926069,26.046463,-11.41606
54.283717,1.064888,26.052761,-11.416111
54.470902,0.979591,26.059058,-11.416162
54.658087,0.731106,26.065355,-11.416213
54.845272,0.932138,26.071653,-11.416263
55.032458,0.952089,26.07795,-11.416314
55.219643,0.899572,26.084248,-11.416364
55.406828,1.155389,26.090545,-11.416415
55.594013,1.094456,26.096842,-11.416465
55.781199,1.265896,26.10314,-11.416515
55.968384,0.586305,26.109437,-11.416565
56.155569,0.65056,26.115734,-11.416614
56.342754,0.892859,26.122032,-11.416664
56.52994,1.543463,26.128329,-11.416713
56.717125,2.083722,26.134627,-11.416763
56.90431,2.690021,26.140924,-11.416812
57.091495,2.793021,26.147221,-11.41686
57.27868,2.070769,26.153519,-11.41691
57.465866,1.810853,26.159816,-11.416959
57.653051,1.70765,26.166113,-11.417007
57.840236,2.16803,26.172411,-11.417056
58.027421,2.530266,26.178708,-11.417104
58.214607,2.595071,26.185006,-11.417153
58.401792,2.457423,26.191303,-11.417201
58.588977,2.877809,26.1976,-11.417249
58.776162,2.545943,26.203898,-11.417297
58.963348,2.504228,26.210195,-11.417343
59.150533,2.659831,26.216493,-11.417392
59.337718,2.802434,26.22279,-11.417439
59.524903,2.668566,26.229087,-11.417487
59.712088,3.108288,26.235385,-11.417534
59.899274,5.37356,26.241682,-11.417581
