position,FeO Abundance,lon,lat
0,6.583286,78.17567,-11.594536
0.166067,6.740685,78.170603,-11.592222
0.332133,6.917197,78.165536,-11.589907
0.4982,7.062611,78.16047,-11.587591
0.664267,6.736614,78.155403,-11.585278
0.830333,6.589173,78.150337,-11.582962
0.9964,6.794183,78.14527,-11.580648
1.162467,6.737551,78.140204,-11.578333
1.328533,6.483821,78.135138,-11.576017
1.4946,6.277512,78.130072,-11.573702
1.660667,6.518214,78.125006,-11.571387
1.826733,6.553191,78.11994,-11.569073
1.9928,6.556356,78.114874,-11.566757
2.158867,6.584759,78.109808,-11.564441
2.324933,6.492714,78.104743,-11.562125
2.491,6.561176,78.099677,-11.559809
2.657067,7.104728,78.094611,-11.557494
2.823133,7.140901,78.089545,-11.555179
2.9892,6.781113,78.08448,-11.552863
3.155267,6.860078,78.079415,-11.550546
3.321333,6.499081,78.07435,-11.54823
3.4874,6.399028,78.069284,-11.545915
3.653467,6.18699,78.064219,-11.543598
3.819533,6.182723,78.059155,-11.541281
3.9856,6.373582,78.054089,-11.538966
4.151667,6.693825,78.049025,-11.536648
4.317733,6.997024,78.04396,-11.534331
4.4838,7.042706,78.038896,-11.532015
4.649867,6.793077,78.033831,-11.529698
4.815933,6.609933,78.028767,-11.527381
4.982,7.025167,78.023702,-11.525064
5.148066,7.009421,78.018638,-11.522747
5.314133,7.085179,78.013573,-11.520431
5.4802,7.198078,78.008509,-11.518114
5.646266,7.347906,78.003445,-11.515796
5.812333,7.2002,77.998381,-11.513479
5.9784,7.09374,77.993317,-11.511162
6.144466,6.929724,77.988253,-11.508844
6.310533,6.753459,77.98319,-11.506526
6.4766,6.721902,77.978126,-11.504209
6.642666,6.948914,77.973063,-11.501891
6.808733,7.097148,77.967999,-11.499573
6.9748,7.020547,77.962936,-11.497254
7.140866,7.063018,77.957872,-11.494937
7.306933,7.115898,77.952809,-11.492618
7.473,7.285418,77.947746,-11.4903
7.639066,7.101361,77.942683,-11.487981
7.805133,6.939848,77.93762,-11.485663
7.9712,7.005624,77.932557,-11.483345
8.137266,6.966001,77.927494,-11.481026
8.303333,6.991962,77.922432,-11.478708
8.4694,7.130759,77.917369,-11.476389
8.635466,7.344998,77.912306,-11.47407
8.801533,6.900759,77.907244,-11.471751
8.9676,6.669607,77.902181,-11.469432
9.133666,7.049242,77.897119,-11.467113
9.299733,7.108796,77.892057,-11.464793
9.4658,7.278488,77.886995,-11.462474
9.631866,7.211042,77.881933,-11.460154
9.797933,6.936204,77.876871,-11.457835
9.964,6.773681,77.871809,-11.455514
10.130066,6.699416,77.866747,-11.453196
10.296133,6.888381,77.861685,-11.450876
10.4622,7.116464,77.856624,-11.448556
10.628266,6.995788,77.851562,-11.446236
