position,lon,lat,Clinopyroxene Abundance,FeO Abundance,TerrainHeight,Iron Abundance,Olivine Abundance,Orthopyroxene Abundance,Plagioclase Abundance,TerrainSlope,Titanium Abundance
0,78.17567,-11.594536,5.245354,6.583286,11.580888,7.004642,3.429516,8.416928,82.908201,13.066968,0.288803
0.166067,78.170603,-11.592222,4.792134,6.740685,-19.977256,7.006247,3.733047,9.07562,82.399198,10.267767,0.287728
0.332133,78.165536,-11.589907,3.304111,6.917197,-48.76589,7.007805,4.173351,10.549664,81.972875,7.884323,0.286651
0.4982,78.16047,-11.587591,3.412901,7.062611,-65.934707,7.009315,3.734828,11.709583,81.142689,6.494404,0.285573
0.664267,78.155403,-11.585278,3.504416,6.736614,-80.372512,7.010779,3.914861,10.091844,82.488879,5.072082,0.284494
0.830333,78.150337,-11.582962,5.281263,6.589173,-91.994554,7.012195,3.659588,8.179463,82.879685,3.45272,0.283414
0.9964,78.14527,-11.580648,4.760792,6.794183,-95.886242,7.013565,3.72025,9.360893,82.158063,2.426001,0.282333
1.162467,78.140204,-11.578333,4.366685,6.737551,-92.202935,7.014887,3.425168,9.928949,82.279198,3.23085,0.28125
1.328533,78.135138,-11.576017,4.83758,6.483821,-87.500896,7.016163,3.196032,8.765126,83.20126,2.770307,0.280166
1.4946,78.130072,-11.573702,6.106335,6.277512,-87.28587,7.017391,2.890254,7.193553,83.809857,2.223623,0.279082
1.660667,78.125006,-11.571387,7.750406,6.518214,-94.552697,7.018573,2.499591,7.231625,82.518377,2.755757,0.277995
1.826733,78.11994,-11.569073,8.37302,6.553191,-103.076657,7.019708,2.351665,6.967483,82.307832,2.332685,0.276908
1.9928,78.114874,-11.566757,8.226597,6.556356,-108.018888,7.020795,2.348068,7.118486,82.306849,0.864963,0.27582
2.158867,78.109808,-11.564441,5.498645,6.584759,-107.58943,7.021836,2.89821,9.348488,82.254657,3.011026,0.27473
2.324933,78.104743,-11.562125,4.509702,6.492714,-95.799597,7.022829,2.489902,10.751741,82.248655,6.609557,0.27364
2.491,78.099677,-11.559809,3.639428,6.561176,-74.065107,7.023776,1.610243,13.539061,81.211267,9.274067,0.272548
