position,Clinopyroxene Abundance,lon,lat
0,5.245354,78.17567,-11.594536
0.166067,4.792134,78.170603,-11.592222
0.332133,3.304111,78.165536,-11.589907
0.4982,3.412901,78.16047,-11.587591
0.664267,3.504416,78.155403,-11.585278
0.830333,5.281263,78.150337,-11.582962
0.9964,4.760792,78.14527,-11.580648
1.162467,4.366685,78.140204,-11.578333
1.328533,4.83758,78.135138,-11.576017
1.4946,6.106335,78.130072,-11.573702
1.660667,7.750406,78.125006,-11.571387
1.826733,8.37302,78.11994,-11.569073
1.9928,8.226597,78.114874,-11.566757
2.158867,5.498645,78.109808,-11.564441
2.324933,4.509702,78.104743,-11.562125
2.491,3.639428,78.099677,-11.559809
2.657067,1.309163,78.094611,-11.557494
2.823133,1.85213,78.089545,-11.555179
2.9892,2.230429,78.08448,-11.552863
3.155267,1.71851,78.079415,-11.550546
3.321333,2.978102,78.07435,-11.54823
3.4874,2.624943,78.069284,-11.545915
3.653467,2.456568,78.064219,-11.543598
3.819533,2.825463,78.059155,-11.541281
3.9856,2.909005,78.054089,-11.538966
4.151667,1.260459,78.049025,-11.536648
4.317733,1.474329,78.04396,-11.534331
4.4838,1.700335,78.038896,-11.532015
4.649867,2.723182,78.033831,-11.529698
4.815933,3.657521,78.028767,-11.527381
4.982,2.045483,78.023702,-11.525064
5.148066,3.159527,78.018638,-11.522747
5.314133,5.076962,78.013573,-11.520431
5.4802,6.024807,78.008509,-11.518114
5.646266,4.948165,78.003445,-11.515796
5.812333,3.518001,77.998381,-11.513479
5.9784,2.570024,77.993317,-11.511162
6.144466,4.191883,77.988253,-11.508844
6.310533,5.0511,77.98319,-11.506526
6.4766,4.725628,77.978126,-11.504209
6.642666,2.247563,77.973063,-11.501891
6.808733,2.877488,77.967999,-11.499573
6.9748,4.540276,77.962936,-11.497254
7.140866,4.993704,77.957872,-11.494937
7.306933,4.987216,77.952809,-11.492618
7.473,4.63683,77.947746,-11.4903
7.639066,6.522691,77.942683,-11.487981
7.805133,5.778763,77.93762,-11.485663
7.9712,3.459708,77.932557,-11.483345
8.137266,5.861562,77.927494,-11.481026
8.303333,7.146307,77.922432,-11.478708
8.4694,7.819381,77.917369,-11.476389
8.635466,7.82112,77.912306,-11.47407
8.801533,7.400154,77.907244,-11.471751
8.9676,6.62961,77.902181,-11.469432
9.133666,7.498383,77.897119,-11.467113
9.299733,9.451533,77.892057,-11.464793
9.4658,9.052169,77.886995,-11.462474
9.631866,7.757073,77.881933,-11.460154
9.797933,6.267853,77.876871,-11.457835
9.964,7.583967,77.871809,-11.455514
10.130066,8.543033,77.866747,-11.453196
10.296133,9.340375,77.861685,-11.450876
10.4622,8.074427,77.856624,-11.448556
10.628266,7.657424,77.851562,-11.446236
10.794333,6.039311,77.846501,-11.443915
10.9604,2.060876,77.841439,-11.441596
11.126466,1.541077,77.836378,-11.439275
11.292533,2.259723,77.831317,-11.436956
11.4586,3.950271,77.826256,-11.434634
11.624666,4.631981,77.821195,-11.432314
11.790733,2.658275,77.816134,-11.429994
11.9568,1.923755,77.811073,-11.427674
12.122866,5.970526,77.806012,-11.425353
12.288933,3.446461,77.800951,-11.423032
12.455,4.33976,77.79589,-11.420711
12.621066,3.627145,77.79083,-11.41839
12.787133,0.948399,77.78577,-11.416068
12.9532,0.774259,77.780709,-11.413748
13.119266,1.379321,77.775649,-11.411426
13.285333,1.2745,77.770588,-11.409106
13.4514,3.631722,77.765529,-11.406783
13.617466,5.307359,77.760469,-11.404462
13.783533,5.720978,77.755408,-11.402141
13.9496,10.262882,77.750349,-11.399818
14.115666,7.194479,77.745289,-11.397498
14.281733,2.590209,77.740229,-11.395176
14.447799,1.149153,77.73517,-11.392853
14.613866,1.03732,77.73011,-11.390531
14.779933,1.273417,77.725051,-11.388209
14.945999,3.702903,77.719991,-11.385888
15.112066,5.199393,77.714931,-11.383565
15.278133,4.548154,77.709873,-11.381242
15.444199,2.414501,77.704813,-11.37892
15.610266,2.049715,77.699754,-11.376598
15.776333,2.934012,77.694695,-11.374275
15.942399,4.170568,77.689636,-11.371952
16.108466,6.079267,77.684577,-11.36963
16.274533,7.622442,77.679518,-11.367307
16.440599,8.086447,77.67446,-11.364983
16.606666,8.779867,77.669401,-11.362661
16.772733,9.55651,77.664343,-11.360338
16.938799,5.589456,77.659285,-11.358013
17.104866,3.965248,77.654226,-11.355691
17.270933,4.141711,77.649168,-11.353368
17.436999,4.957415,77.64411,-11.351043
17.603066,5.195953,77.639051,-11.348721
17.769133,6.124851,77.633993,-11.346397
17.935199,6.467558,77.628935,-11.344073
18.101266,5.011605,77.623878,-11.341748
18.267333,3.993743,77.61882,-11.339425
18.433399,4.220717,77.613763,-11.337101
18.599466,5.334359,77.608705,-11.334776
