position,Olivine Abundance,lon,lat
0,6.753324,59.136418,-10.613374
0.2233,5.735803,59.142005,-10.608468
0.446601,6.531159,59.147592,-10.603562
0.669901,5.161874,59.153179,-10.598656
0.893202,4.199119,59.158766,-10.59375
1.116502,3.991306,59.164353,-10.588843
1.339803,4.446197,59.169939,-10.583937
1.563103,4.396414,59.175526,-10.57903
1.786404,4.35749,59.181112,-10.574124
2.009704,4.172801,59.186697,-10.569217
2.233005,4.126104,59.192283,-10.56431
2.456305,3.993328,59.197869,-10.559403
2.679606,3.691845,59.203454,-10.554496
2.902906,3.208061,59.209039,-10.549589
3.126207,2.952091,59.214624,-10.544682
3.349507,3.093448,59.220209,-10.539774
3.572808,3.261376,59.225794,-10.534867
3.796108,2.852373,59.231378,-10.529959
4.019409,2.545108,59.236963,-10.525052
4.242709,2.352127,59.242547,-10.520144
4.466009,2.172067,59.248131,-10.515236
4.68931,2.181984,59.253714,-10.510328
4.91261,2.146881,59.259298,-10.50542
5.135911,2.16819,59.264881,-10.500512
5.359211,2.144257,59.270465,-10.495604
5.582512,2.074127,59.276048,-10.490695
5.805812,2.280701,59.28163,-10.485787
6.029113,2.401451,59.287213,-10.480879
6.252413,2.170993,59.292796,-10.47597
6.475714,2.157142,59.298378,-10.471061
6.699014,2.294907,59.30396,-10.466152
6.922315,2.287009,59.309542,-10.461244
7.145615,2.309931,59.315124,-10.456335
7.368916,2.81253,59.320706,-10.451425
7.592216,2.908956,59.326287,-10.446516
7.815517,2.78484,59.331868,-10.441607
8.038817,2.513624,59.337449,-10.436698
8.262118,2.888157,59.34303,-10.431788
8.485418,2.974508,59.348611,-10.426878
8.708718,2.764646,59.354192,-10.421969
8.932019,2.811044,59.359772,-10.417059
9.155319,2.651835,59.365352,-10.412149
9.37862,2.34668,59.370932,-10.407239
9.60192,2.482114,59.376512,-10.402329
9.825221,1.954486,59.382092,-10.397419
10.048521,1.860801,59.387671,-10.392509
10.271822,1.944833,59.393251,-10.387598
10.495122,2.264379,59.39883,-10.382688
10.718423,1.813846,59.404409,-10.377777
10.941723,1.854001,59.409988,-10.372867
11.165024,2.086261,59.415566,-10.367956
11.388324,1.784112,59.421145,-10.363045
11.611625,1.842428,59.426723,-10.358134
11.834925,1.523577,59.432301,-10.353223
12.058226,1.598638,59.437879,-10.348312
12.281526,2.231352,59.443457,-10.343401
12.504827,2.119008,59.449035,-10.33849
12.728127,1.571278,59.454612,-10.333578
12.951427,2.37069,59.460189,-10.328667
13.174728,2.802469,59.465766,-10.323755
