position,lon,lat,Clinopyroxene Abundance,FeO Abundance,TerrainHeight,Iron Abundance,Olivine Abundance,Orthopyroxene Abundance,Plagioclase Abundance,TerrainSlope,Titanium Abundance
0,59.136418,-10.613374,6.271106,6.877969,-817.347051,8.780252,6.753324,5.451525,81.524046,4.417847,0.035896
0.2233,59.142005,-10.608468,7.848349,7.175763,-818.839574,8.764172,5.735803,6.754588,79.661261,5.363982,0.036243
0.446601,59.147592,-10.603562,5.416412,7.136282,-837.77566,8.748091,6.531159,7.33012,80.722311,6.031364,0.036586
0.669901,59.153179,-10.598656,6.304333,7.129139,-861.091686,8.732011,5.161874,8.072293,80.461501,7.252105,0.036927
0.893202,59.158766,-10.59375,6.626858,7.293633,-885.684592,8.715931,4.199119,9.398117,79.775905,7.822332,0.037266
1.116502,59.164353,-10.588843,6.763645,7.43467,-904.072242,8.699852,3.991306,9.905092,79.339957,7.818454,0.037601
1.339803,59.169939,-10.583937,6.206608,7.542409,-917.55058,8.683773,4.446197,10.177834,79.169362,8.382616,0.037934
1.563103,59.175526,-10.57903,5.279745,7.447783,-929.004204,8.667693,4.396414,10.723808,79.600033,8.546909,0.038265
1.786404,59.181112,-10.574124,4.824235,7.325371,-933.261743,8.651615,4.35749,10.664014,80.154261,7.908388,0.038592
2.009704,59.186697,-10.569217,5.344163,7.466231,-925.59947,8.635537,4.172801,11.042742,79.440292,7.739138,0.038917
2.233005,59.192283,-10.56431,6.038003,7.578225,-912.117574,8.619458,4.126104,10.911423,78.924471,8.025091,0.039239
2.456305,59.197869,-10.559403,7.947897,7.48746,-889.978459,8.60338,3.993328,8.992343,79.066432,9.731524,0.039558
2.679606,59.203454,-10.554496,9.474913,7.448312,-846.665813,8.587303,3.691845,7.808851,79.024392,12.95145,0.039874
2.902906,59.209039,-10.549589,9.881706,7.474236,-790.054444,8.571225,3.208061,8.208229,78.702005,14.789687,0.040188
3.126207,59.214624,-10.544682,10.202576,7.487688,-733.775736,8.555148,2.952091,8.319978,78.525354,15.428864,0.040499
3.349507,59.220209,-10.539774,9.469974,7.439936,-671.910486,8.539071,3.093448,8.72214,78.714436,16.226343,0.040808
3.572808,59.225794,-10.534867,9.369346,7.502687,-608.395021,8.522994,3.261376,8.97903,78.390248,16.078471,0.041113
3.796108,59.231378,-10.529959,10.520687,7.572911,-549.014573,8.506918,2.852373,8.749245,77.877695,14.476248,0.041416
4.019409,59.236963,-10.525052,9.970874,7.452873,-496.978964,8.490842,2.545108,9.026222,78.457793,12.292055,0.041716
4.242709,59.242547,-10.520144,9.575968,7.288182,-450.344456,8.476205,2.352127,8.982579,79.089324,10.862336,0.042014
4.466009,59.248131,-10.515236,10.440341,7.321629,-410.302099,8.465442,2.172067,8.563243,78.824344,11.007313,0.042309
4.68931,59.253714,-10.510328,9.945287,7.36528,-368.126313,8.460466,2.181984,9.150271,78.722457,12.502203,0.042601
4.91261,59.259298,-10.50542,10.645966,7.469722,-309.890855,8.455578,2.146881,9.058894,78.14826,14.855024,0.04289
5.135911,59.264881,-10.500512,11.152102,7.41463,-242.846794,8.450777,2.16819,8.310328,78.369379,16.240142,0.043176
5.359211,59.270465,-10.495604,11.829236,7.438125,-179.79256,8.446064,2.144257,7.808758,78.217752,14.31506,0.04346
5.582512,59.276048,-10.490695,11.564621,7.29717,-134.023188,8.441438,2.074127,7.64144,78.719813,9.932563,0.043741
5.805812,59.28163,-10.485787,9.163762,7.419079,-112.193506,8.436899,2.280701,10.038369,78.517168,6.280906,0.04402
6.029113,59.287213,-10.480879,8.278004,7.537711,-98.773509,8.432449,2.401451,11.10634,78.214204,5.237371,0.044295
6.252413,59.292796,-10.47597,7.801449,7.792017,-87.344046,8.428086,2.170993,12.917132,77.110423,5.518104,0.044568
6.475714,59.298378,-10.471061,6.367656,7.932512,-81.092371,8.423811,2.157142,14.924002,76.5512,5.918912,0.044838
6.699014,59.30396,-10.466152,5.768439,7.808908,-86.312219,8.419624,2.294907,15.186468,76.750187,7.396553,0.045106
6.922315,59.309542,-10.461244,3.781339,7.679725,-99.061657,8.415524,2.287009,16.346696,77.584959,9.231946,0.04537
7.145615,59.315124,-10.456335,4.6432,6.713447,-113.820516,8.411511,2.309931,11.808648,81.238221,9.915917,0.045632
7.368916,59.320706,-10.451425,4.793067,6.655335,-131.153162,8.407586,2.81253,10.474567,81.919837,9.167021,0.045892
7.592216,59.326287,-10.446516,5.215302,6.654951,-149.984072,8.403749,2.908956,9.864528,82.011216,8.055055,0.046148
7.815517,59.331868,-10.441607,5.007797,6.40712,-167.104436,8.399999,2.78484,9.558173,82.649192,8.101372,0.046402
8.038817,59.337449,-10.436698,4.282365,6.759199,-190.625998,8.396337,2.513624,13.121207,80.082803,9.54176,0.046653
8.262118,59.34303,-10.431788,3.248694,7.214483,-224.038103,8.392762,2.888157,15.003281,78.859869,9.716531,0.046901
8.485418,59.348611,-10.426878,4.804485,7.29797,-245.328864,8.389275,2.974508,12.794379,79.426627,6.425125,0.047147
8.708718,59.354192,-10.421969,6.311868,7.118028,-249.50566,8.385876,2.764646,10.659448,80.264035,1.87067,0.04739
8.932019,59.359772,-10.417059,7.199078,6.675535,-239.386184,8.382564,2.811044,8.068455,81.921421,1.029015,0.04763
9.155319,59.365352,-10.412149,7.7062,6.671014,-239.770978,8.37934,2.651835,8.300791,81.341173,3.826913,0.047867
9.37862,59.370932,-10.407239,7.911753,7.053772,-253.556087,8.376203,2.34668,9.816384,79.925182,6.7181,0.048102
9.60192,59.376512,-10.402329,6.30786,7.207629,-276.553912,8.373154,2.482114,12.1477,79.062324,7.571462,0.048334
9.825221,59.382092,-10.397419,7.739481,6.880467,-304.67865,8.370192,1.954486,10.534135,79.771897,5.863294,0.048563
10.048521,59.387671,-10.392509,9.077619,6.390639,-310.333807,8.367318,1.860801,7.35786,81.703719,3.114207,0.04879
10.271822,59.393251,-10.387598,8.707143,6.260003,-301.197381,8.364532,1.944833,6.835372,82.512651,4.563083,0.049014
10.495122,59.39883,-10.382688,7.118571,6.304799,-284.791454,8.361833,2.264379,7.734099,82.88295,7.289841,0.049235
10.718423,59.404409,-10.377777,7.20234,6.380677,-258.264643,8.359221,1.813846,9.399308,81.584507,8.954112,0.049453
10.941723,59.409988,-10.372867,6.294107,6.770217,-237.524939,8.356698,1.854001,14.28681,77.565084,7.697926,0.049669
11.165024,59.415566,-10.367956,3.232786,7.150427,-254.809169,8.354262,2.086261,22.192004,72.48895,9.335589,0.049882
11.388324,59.421145,-10.363045,2.858021,7.143184,-291.9909,8.351912,1.784112,19.75402,75.603847,10.269416,0.050092
11.611625,59.426723,-10.358134,4.468246,6.853602,-294.285992,8.349652,1.842428,14.782154,78.90717,9.484565,0.050299
11.834925,59.432301,-10.353223,5.462327,6.601433,-282.937395,8.347478,1.523577,15.148261,77.865831,8.702858,0.050504
12.058226,59.437879,-10.348312,4.393226,7.428323,-291.08864,8.345392,1.598638,22.646671,71.361465,9.168762,0.050706
12.281526,59.443457,-10.343401,2.948498,8.240047,-335.304413,8.343394,2.231352,27.755073,67.065077,13.044096,0.050905
12.504827,59.449035,-10.33849,3.647516,7.957375,-383.452222,8.341483,2.119008,24.725229,69.508245,10.57192,0.051102
12.728127,59.454612,-10.333578,5.837079,7.436759,-404.868948,8.33966,1.571278,19.003308,73.588333,6.702265,0.051296
12.951427,59.460189,-10.328667,5.508514,7.256592,-421.825524,8.337924,2.37069,17.19376,74.927035,8.282659,0.051487
13.174728,59.465766,-10.323755,6.886367,7.082558,-457.743154,8.336276,2.802469,16.940244,73.37092,15.881609,0.051675
13.398028,59.471343,-10.318843,6.205015,6.738352,-542.314052,8.334715,3.463846,17.082567,73.248572,23.345254,0.051861
13.621329,59.47692,-10.313932,6.027355,6.586432,-643.522899,8.333242,2.818143,17.766965,73.387538,27.103086,0.052044
13.844629,59.482497,-10.30902,6.71274,6.491493,-752.20254,8.331856,2.806129,17.255041,73.226089,28.558279,0.052224
14.06793,59.488073,-10.304108,8.191083,6.597856,-863.58579,8.330558,2.693503,15.999924,73.115493,28.82879,0.052401
14.29123,59.493649,-10.299196,9.048062,6.659807,-972.702143,8.329347,2.851013,14.990667,73.110258,28.42047,0.052576
14.514531,59.499225,-10.294283,8.956862,6.550114,-1079.718507,8.328224,3.124459,14.724862,73.193816,28.164219,0.052748
14.737831,59.504801,-10.289371,7.008334,6.513828,-1187.837541,8.327189,3.814043,15.930994,73.24663,28.503951,0.052917
14.961132,59.510377,-10.284459,5.899997,6.642608,-1300.020933,8.326241,4.28285,16.115004,73.702149,28.126742,0.053084
15.184432,59.515952,-10.279546,7.454113,6.688628,-1404.050795,8.325381,2.359975,13.887722,76.298188,26.111091,0.053248
15.407733,59.521528,-10.274634,6.764535,6.663071,-1506.108028,8.324608,1.868589,12.391872,78.975,22.771293,0.053409
15.631033,59.527103,-10.269721,5.843047,6.2376,-1597.831308,8.323922,2.000465,10.723313,81.433173,17.596019,0.053567
15.854334,59.532678,-10.264808,7.746242,6.147137,-1645.037147,8.323325,2.068659,7.63803,82.547068,8.609157,0.053723
16.077634,59.538253,-10.259896,10.81634,6.195842,-1643.926672,8.322815,2.212119,4.414926,82.556617,4.281922,0.053876
16.300935,59.543827,-10.254983,10.549318,6.435217,-1607.529022,8.322392,2.935775,5.762422,80.752483,9.722583,0.054026
16.524235,59.549402,-10.25007,6.594846,7.118239,-1591.093582,8.321334,4.633593,13.919013,74.852551,6.477683,0.054174
16.747536,59.554976,-10.245157,2.951364,7.444817,-1628.662252,8.318329,5.786907,20.021679,71.24005,12.637728,0.054318
16.970836,59.56055,-10.240243,5.815328,8.21602,-1686.758361,8.31447,6.00434,18.314628,69.865704,15.64216,0.05446
17.194137,59.566124,-10.23533,9.18709,10.893262,-1739.151799,8.310481,7.50548,23.83433,59.4731,16.559202,0.0546
17.417437,59.571698,-10.230417,9.743697,11.495259,-1807.897901,8.306447,8.154173,25.284623,56.817509,19.160385,0.054736
17.640737,59.577271,-10.225503,12.219885,11.023914,-1881.398575,8.30237,7.866642,22.1911,57.722373,16.176572,0.05487
17.864038,59.582845,-10.220589,14.747125,9.254032,-1905.363612,8.298248,4.579356,15.072051,65.601469,7.940968,0.055001
18.087338,59.588418,-10.215676,14.258381,8.204246,-1909.873625,8.294082,3.39287,13.816237,68.532512,6.612427,0.05513
18.310639,59.593991,-10.210762,12.411594,8.027931,-1948.472027,8.289873,2.636786,16.90143,68.050191,12.506506,0.055255
18.533939,59.599564,-10.205848,11.0162,7.745108,-2006.594209,8.28562,1.802493,16.128227,71.05308,16.397331,0.055378
