position,lon,lat,Clinopyroxene Abundance,FeO Abundance,TerrainHeight,Iron Abundance,Olivine Abundance,Orthopyroxene Abundance,Plagioclase Abundance,TerrainSlope,Titanium Abundance
0,24.891148,-10.025402,14.298375,6.196968,-1342.194641,7.432553,2.155227,1.258143,82.288253,8.270949,0.656411
0.175819,24.895186,-10.029622,13.820833,6.371964,-1349.371537,7.435488,2.072594,2.149836,81.956738,8.139641,0.656711
0.351639,24.899224,-10.033842,13.87938,6.357651,-1352.231781,7.438451,2.129606,1.922115,82.068898,7.743024,0.657032
0.527458,24.903263,-10.038061,14.331405,6.372152,-1349.446302,7.441441,2.110586,2.417164,81.140844,7.649741,0.657373
0.703277,24.907302,-10.04228,14.498761,6.358707,-1354.34774,7.444459,2.197992,2.314809,80.988439,7.629807,0.657735
0.879097,24.91134,-10.0465,13.906851,6.333834,-1364.937413,7.447504,2.321611,2.225628,81.545908,6.041978,0.658117
1.054916,24.915379,-10.050719,13.454429,6.24392,-1368.117223,7.450576,2.5586,2.514701,81.472268,3.342308,0.658519
1.230735,24.919417,-10.05494,13.410557,6.166167,-1362.930545,7.453675,2.906945,2.04087,81.641626,1.437678,0.658942
1.406554,24.923456,-10.059159,13.473417,6.104227,-1362.51277,7.456802,2.956859,2.028369,81.541354,0.943722,0.659385
1.582374,24.927495,-10.063378,13.736612,6.137627,-1369.088299,7.459956,2.807316,1.87613,81.579943,2.745795,0.659849
1.758193,24.931534,-10.067597,14.521645,6.26048,-1379.63975,7.463138,2.521866,2.200116,80.756375,3.153853,0.660333
1.934012,24.935573,-10.071817,14.350419,6.360919,-1389.727588,7.466347,2.499714,2.240714,80.90915,2.142809,0.660837
2.109832,24.939613,-10.076036,15.005843,6.372224,-1392.038293,7.469584,2.343897,3.054976,79.595285,0.809122,0.661362
2.285651,24.943652,-10.080255,14.707909,6.524991,-1388.721978,7.472848,2.545594,3.777658,78.96884,1.344608,0.661907
2.46147,24.947691,-10.084475,13.867612,6.671203,-1382.896367,7.476139,2.841138,3.764701,79.52655,2.192719,0.662472
2.63729,24.951731,-10.088694,13.751956,6.819005,-1373.233489,7.479458,3.121148,3.664421,79.462474,3.158388,0.663058
2.813109,24.95577,-10.092913,15.491687,6.81889,-1364.363782,7.482804,2.640572,3.957198,77.910542,3.648146,0.663664
2.988928,24.959811,-10.097131,16.834307,6.797643,-1354.072608,7.486177,1.725419,4.690071,76.750202,3.697682,0.664291
3.164747,24.963851,-10.10135,17.058801,6.727897,-1348.077637,7.489578,1.70834,4.650629,76.58223,2.477882,0.664938
3.340567,24.967891,-10.105569,16.000213,6.52468,-1344.670381,7.493007,2.027858,3.9218,78.050127,2.009685,0.665606
3.516386,24.97193,-10.109789,14.734257,6.323836,-1337.335744,7.496462,2.383145,4.127176,78.755423,2.829497,0.666293
3.692205,24.975971,-10.114007,14.452543,6.282944,-1332.661163,7.499945,2.19272,3.967421,79.387316,2.820627,0.667002
3.868025,24.980011,-10.118225,14.017358,6.251091,-1335.09258,7.503456,2.478569,4.098907,79.405166,2.869097,0.66773
4.043844,24.984051,-10.122445,13.970402,6.185411,-1339.67481,7.506994,2.548733,3.76601,79.714854,2.452883,0.668479
4.219663,24.988092,-10.126663,14.840328,6.038043,-1344.261061,7.510559,2.259865,3.192675,79.70713,2.682163,0.669249
4.395483,24.992132,-10.130882,15.603957,5.725627,-1349.937724,7.514152,2.546863,2.492597,79.356583,4.600633,0.670039
4.571302,24.996173,-10.135101,13.459314,5.733416,-1365.382573,7.517772,2.289106,2.606225,81.645353,5.401877,0.670902
4.747121,25.000214,-10.139319,11.722316,5.872834,-1377.98815,7.521419,2.706935,3.437717,82.133033,3.739361,0.672004
4.92294,25.004255,-10.143537,11.899787,5.952566,-1381.495251,7.525094,2.498969,3.166389,82.434851,1.439178,0.675288
5.09876,25.008296,-10.147756,12.755936,6.026511,-1378.788683,7.528797,2.113828,3.184001,81.946234,1.20268,0.678824
5.274579,25.012338,-10.151974,12.639731,6.028945,-1374.210781,7.532526,2.483195,3.229374,81.647702,0.910561,0.68235
5.450398,25.016378,-10.156193,12.026495,5.989376,-1372.532117,7.536283,2.681656,3.608294,81.683556,0.857833,0.685866
5.626218,25.02042,-10.160411,10.643239,5.919116,-1375.654426,7.540068,3.260325,2.908178,83.188259,2.481675,0.689372
5.802037,25.024462,-10.164629,11.858239,5.729409,-1369.39178,7.54388,2.774793,2.402437,82.964532,4.959126,0.692867
5.977856,25.028503,-10.168847,11.303963,5.670352,-1358.978723,7.547719,3.190595,2.539614,82.96583,5.166073,0.696353
6.153676,25.032545,-10.173065,9.603979,5.682136,-1365.093647,7.551586,3.416493,3.144608,83.834922,5.474005,0.699828
6.329495,25.036587,-10.177283,11.984156,5.584,-1378.505843,7.55548,1.801353,3.473249,82.741244,4.043974,0.703292
6.505314,25.040629,-10.181501,11.718809,5.620547,-1375.379843,7.559402,1.961299,3.720213,82.599678,2.933646,0.706747
6.681133,25.044671,-10.185719,11.969095,5.652683,-1367.249303,7.563351,2.465103,2.783463,82.782338,2.987907,0.710191
6.856953,25.048713,-10.189937,12.407875,5.702108,-1359.795001,7.567327,2.564991,2.53203,82.495101,1.867227,0.713626
7.032772,25.052755,-10.194155,12.14601,5.842441,-1360.069007,7.571331,2.53506,3.553344,81.765587,1.730372,0.71705
7.208591,25.056797,-10.198373,11.223792,5.927635,-1366.642786,7.575362,2.179592,4.280454,82.316161,0.820226,0.720463
7.384411,25.06084,-10.20259,12.609599,5.983118,-1359.441466,7.579421,1.543542,4.074594,81.772265,4.635086,0.723867
