position,FeO Abundance,lon,lat
0,9.878677,27.682888,-9.932081
0.181133,9.63852,27.678609,-9.936314
0.362265,9.746125,27.674329,-9.940546
0.543398,9.934946,27.67005,-9.944778
0.72453,9.763134,27.665771,-9.949012
0.905663,9.407971,27.661491,-9.953244
1.086795,9.263009,27.657213,-9.957477
1.267928,9.499124,27.652932,-9.961709
1.44906,9.565088,27.648652,-9.965941
1.630193,9.369428,27.644373,-9.970173
1.811325,9.226625,27.640094,-9.974407
1.992458,9.239987,27.635813,-9.978638
2.173591,9.442385,27.631533,-9.982871
2.354723,9.640058,27.627252,-9.987102
2.535856,9.691394,27.622973,-9.991335
2.716988,9.432183,27.618692,-9.995567
2.898121,9.463589,27.614411,-9.999799
3.079253,9.72672,27.610131,-10.004031
3.260386,9.944092,27.60585,-10.008263
3.441518,9.950361,27.601569,-10.012495
3.622651,9.588517,27.597288,-10.016727
3.803783,9.285046,27.593006,-10.020958
3.984916,9.050695,27.588726,-10.02519
4.166048,8.874477,27.584443,-10.029421
4.347181,8.630513,27.580163,-10.033654
4.528314,8.428185,27.575881,-10.037885
4.709446,8.430124,27.571599,-10.042117
4.890579,8.531917,27.567317,-10.046347
5.071711,8.425159,27.563036,-10.050579
5.252844,8.073568,27.558754,-10.054811
5.433976,7.896727,27.554472,-10.059042
5.615109,8.161855,27.550189,-10.063273
5.796241,8.172723,27.545906,-10.067503
5.977374,8.315297,27.541623,-10.071734
6.158506,8.363986,27.537342,-10.075966
6.339639,8.082195,27.533059,-10.080197
6.520772,7.718409,27.528775,-10.084427
6.701904,7.766419,27.524492,-10.088658
6.883037,7.880025,27.520209,-10.092889
7.064169,8.014094,27.515926,-10.09712
7.245302,7.979031,27.511644,-10.101351
7.426434,7.919918,27.50736,-10.105582
7.607567,7.909815,27.503076,-10.109812
7.788699,7.974967,27.498793,-10.114043
7.969832,8.240194,27.494509,-10.118272
8.150964,8.636532,27.490225,-10.122503
8.332097,8.671219,27.485942,-10.126734
8.513229,8.461684,27.481657,-10.130964
8.694362,8.236714,27.477373,-10.135195
8.875495,8.330217,27.473088,-10.139424
9.056627,8.605689,27.468805,-10.143655
9.23776,8.503103,27.464519,-10.147884
9.418892,8.351684,27.460235,-10.152115
9.600025,8.251614,27.455951,-10.156345
9.781157,8.42352,27.451665,-10.160574
9.96229,8.510646,27.44738,-10.164804
10.143422,8.605927,27.443095,-10.169034
10.324555,8.73993,27.43881,-10.173264
10.505687,8.851417,27.434525,-10.177494
10.68682,8.933967,27.430239,-10.181723
10.867953,8.794587,27.425954,-10.185953
11.049085,8.574862,27.421668,-10.190182
11.230218,8.480389,27.417382,-10.194411
11.41135,8.479617,27.413096,-10.198641
11.592483,8.518081,27.40881,-10.20287
11.773615,8.538098,27.404524,-10.207099
11.954748,8.593393,27.400238,-10.211329
12.13588,8.805008,27.395951,-10.215558
12.317013,8.699378,27.391666,-10.219788
12.498145,8.580054,27.387378,-10.224016
12.679278,8.827172,27.383092,-10.228246
12.86041,8.858033,27.378805,-10.232474
13.041543,9.137569,27.374518,-10.236703
13.222676,9.365075,27.370232,-10.240933
13.403808,9.084366,27.365944,-10.245161
13.584941,8.406112,27.361657,-10.24939
13.766073,8.216048,27.35737,-10.253619
13.947206,8.315917,27.353082,-10.257847
14.128338,8.694868,27.348795,-10.262076
14.309471,8.870829,27.344506,-10.266304
14.490603,8.810221,27.340218,-10.270532
14.671736,8.698122,27.335931,-10.274761
14.852868,8.741057,27.331642,-10.278989
15.034001,8.586143,27.327355,-10.283218
15.215134,8.145494,27.323067,-10.287446
15.396266,8.089727,27.318778,-10.291674
15.577399,8.064125,27.314489,-10.295902
15.758531,7.98625,27.310201,-10.300131
15.939664,8.047748,27.305912,-10.304358
