position,Orthopyroxene Abundance,lon,lat
0,9.752097,27.682888,-9.932081
0.181133,8.237149,27.678609,-9.936314
0.362265,9.041204,27.674329,-9.940546
0.543398,10.772025,27.67005,-9.944778
0.72453,9.656537,27.665771,-9.949012
0.905663,7.898161,27.661491,-9.953244
1.086795,7.323352,27.657213,-9.957477
1.267928,10.285054,27.652932,-9.961709
1.44906,9.918605,27.648652,-9.965941
1.630193,8.76056,27.644373,-9.970173
1.811325,8.735756,27.640094,-9.974407
1.992458,8.516253,27.635813,-9.978638
2.173591,10.293805,27.631533,-9.982871
2.354723,12.594039,27.627252,-9.987102
2.535856,12.620839,27.622973,-9.991335
2.716988,11.64068,27.618692,-9.995567
2.898121,11.693589,27.614411,-9.999799
3.079253,12.919227,27.610131,-10.004031
3.260386,14.1628,27.60585,-10.008263
3.441518,13.496696,27.601569,-10.012495
3.622651,10.327463,27.597288,-10.016727
3.803783,8.98802,27.593006,-10.020958
3.984916,9.193296,27.588726,-10.02519
4.166048,7.566365,27.584443,-10.029421
4.347181,5.658244,27.580163,-10.033654
4.528314,3.843564,27.575881,-10.037885
4.709446,4.509788,27.571599,-10.042117
4.890579,6.836352,27.567317,-10.046347
5.071711,6.78412,27.563036,-10.050579
5.252844,2.326779,27.558754,-10.054811
5.433976,2.79566,27.554472,-10.059042
5.615109,6.139643,27.550189,-10.063273
5.796241,7.060871,27.545906,-10.067503
5.977374,9.406794,27.541623,-10.071734
6.158506,10.678493,27.537342,-10.075966
6.339639,8.40806,27.533059,-10.080197
6.520772,5.303174,27.528775,-10.084427
6.701904,5.166158,27.524492,-10.088658
6.883037,5.436287,27.520209,-10.092889
7.064169,7.671286,27.515926,-10.09712
7.245302,9.033091,27.511644,-10.101351
7.426434,9.064166,27.50736,-10.105582
7.607567,8.844181,27.503076,-10.109812
7.788699,7.781533,27.498793,-10.114043
7.969832,8.000879,27.494509,-10.118272
8.150964,10.206812,27.490225,-10.122503
8.332097,11.509223,27.485942,-10.126734
8.513229,10.047431,27.481657,-10.130964
8.694362,7.947919,27.477373,-10.135195
