position,Olivine Abundance,lon,lat
0,11.34964,-51.229442,12.653165
0.067937,9.237184,-51.228441,12.651149
0.135875,7.887817,-51.227439,12.649133
0.203812,6.662822,-51.226438,12.647117
0.27175,7.956912,-51.225436,12.6451
0.339687,8.611841,-51.224435,12.643084
0.407624,9.209086,-51.223434,12.641068
0.475562,9.890523,-51.222433,12.639052
0.543499,8.838641,-51.221432,12.637035
0.611437,6.897826,-51.22043,12.63502
0.679374,6.950175,-51.219429,12.633003
0.747311,7.819496,-51.218427,12.630987
0.815249,10.817977,-51.217426,12.628971
0.883186,12.78041,-51.216425,12.626955
0.951124,12.433328,-51.215424,12.624939
1.019061,10.785053,-51.214423,12.622922
1.086998,7.865131,-51.213422,12.620906
1.154936,6.842038,-51.21242,12.61889
1.222873,6.375574,-51.211419,12.616874
1.290811,7.048091,-51.210418,12.614858
1.358748,7.058208,-51.209417,12.612841
1.426686,8.183944,-51.208416,12.610825
1.494623,5.667676,-51.207415,12.608809
1.56256,5.456097,-51.206414,12.606793
1.630498,6.660698,-51.205413,12.604776
1.698435,6.570916,-51.204412,12.60276
1.766373,6.753281,-51.203412,12.600744
1.83431,8.736506,-51.20241,12.598728
1.902247,11.209555,-51.201409,12.596712
1.970185,11.17033,-51.200408,12.594695
2.038122,10.407963,-51.199407,12.592679
2.10606,10.620279,-51.198407,12.590662
2.173997,10.106154,-51.197405,12.588646
2.241934,6.952534,-51.196404,12.58663
2.309872,6.526474,-51.195404,12.584614
2.377809,6.56546,-51.194402,12.582598
2.445747,7.590115,-51.193402,12.580581
2.513684,10.812062,-51.192401,12.578565
2.581621,8.409305,-51.1914,12.576549
2.649559,7.363841,-51.190399,12.574533
2.717496,6.842874,-51.189398,12.572516
2.785434,7.587634,-51.188398,12.5705
2.853371,9.106895,-51.187397,12.568484
2.921308,11.739717,-51.186396,12.566467
2.989246,8.59646,-51.185395,12.564451
3.057183,6.257687,-51.184395,12.562435
3.125121,1.584432,-51.183394,12.560418
3.193058,1.083264,-51.182393,12.558402
3.260995,1.665002,-51.181393,12.556386
3.328933,2.833867,-51.180392,12.554369
3.39687,5.654353,-51.179391,12.552353
3.464808,3.431657,-51.178392,12.550336
3.532745,6.639549,-51.17739,12.54832
3.600682,4.446042,-51.17639,12.546304
3.66862,5.897579,-51.175389,12.544288
3.736557,6.593497,-51.174388,12.542271
3.804495,7.016813,-51.173388,12.540255
3.872432,6.586829,-51.172388,12.538238
3.94037,4.901787,-51.171387,12.536222
4.008307,6.459734,-51.170386,12.534206
4.076244,4.547598,-51.169386,12.53219
4.144182,3.923412,-51.168385,12.530173
4.212119,4.01731,-51.167385,12.528157
4.280057,5.629775,-51.166385,12.526141
4.347994,7.304618,-51.165384,12.524124
4.415931,5.945998,-51.164384,12.522108
4.483869,7.383485,-51.163384,12.520091
4.551806,6.910627,-51.162383,12.518075
4.619744,5.318486,-51.161384,12.516058
4.687681,7.304774,-51.160382,12.514042
4.755618,7.414986,-51.159383,12.512025
4.823556,6.068081,-51.158382,12.510009
4.891493,7.133952,-51.157381,12.507993
4.959431,7.740989,-51.156381,12.505977
5.027368,7.714133,-51.155381,12.50396
5.095305,6.07477,-51.154381,12.501944
5.163243,8.120029,-51.153381,12.499927
5.23118,8.826304,-51.15238,12.497911
5.299118,8.14397,-51.15138,12.495894
5.367055,6.669777,-51.15038,12.493878
5.434992,2.507474,-51.14938,12.491862
5.50293,2.036414,-51.14838,12.489845
5.570867,6.529448,-51.14738,12.487829
5.638805,2.270205,-51.146379,12.485812
5.706742,0,-51.145379,12.483796
5.774679,0,-51.144379,12.481779
5.842617,0,-51.143379,12.479763
5.910554,0.17977,-51.142379,12.477746
5.978492,4.902994,-51.14138,12.47573
6.046429,4.37929,-51.140379,12.473713
6.114367,5.993929,-51.139379,12.471697
6.182304,6.308001,-51.138379,12.469681
6.250241,4.229313,-51.137379,12.467664
6.318179,4.562358,-51.13638,12.465647
6.386116,8.618825,-51.135379,12.463631
6.454054,4.734862,-51.134379,12.461615
6.521991,5.678342,-51.133379,12.459598
6.589928,8.706348,-51.132379,12.457582
6.657866,10.699104,-51.13138,12.455565
6.725803,10.722633,-51.13038,12.453549
6.793741,9.237097,-51.12938,12.451532
6.861678,8.146712,-51.128381,12.449515
6.929615,8.539164,-51.12738,12.447499
6.997553,9.140706,-51.126381,12.445482
7.06549,9.265308,-51.125381,12.443466
7.133428,12.048035,-51.124381,12.441449
7.201365,12.868318,-51.123381,12.439433
7.269302,12.636281,-51.122381,12.437416
7.33724,13.152966,-51.121382,12.4354
7.405177,7.850866,-51.120382,12.433383
7.473115,8.079102,-51.119383,12.431366
7.541052,12.068084,-51.118383,12.42935
7.608989,8.106114,-51.117383,12.427334
7.676927,6.159903,-51.116383,12.425317
7.744864,8.708507,-51.115384,12.4233
7.812802,5.388943,-51.114384,12.421284
7.880739,6.588802,-51.113384,12.419267
7.948676,6.470478,-51.112385,12.417251
8.016614,6.011857,-51.111385,12.415234
8.084551,5.196677,-51.110386,12.413218
8.152489,2.764308,-51.109386,12.411201
8.220426,0.681742,-51.108387,12.409184
8.288363,1.432411,-51.107387,12.407168
8.356301,2.008018,-51.106388,12.405151
8.424238,2.378988,-51.105388,12.403135
8.492176,0,-51.104389,12.401118
8.560113,0,-51.103389,12.399101
8.628051,0,-51.10239,12.397085
8.695988,0,-51.101391,12.395068
8.763925,0,-51.100392,12.393051
8.831863,0,-51.099392,12.391035
8.8998,0,-51.098392,12.389018
8.967738,0,-51.097393,12.387002
