position,FeO Abundance,lon,lat
0,12.480551,58.464055,-7.225824
0.255479,12.357443,58.471338,-7.230158
0.510958,11.736771,58.47862,-7.234494
0.766436,11.755463,58.485902,-7.238828
1.021915,11.992631,58.493185,-7.243163
1.277394,12.076665,58.500467,-7.247498
1.532873,12.084202,58.50775,-7.251832
1.788352,12.097478,58.515033,-7.256167
2.043831,12.091122,58.522316,-7.260501
2.299309,11.90011,58.5296,-7.264835
2.554788,11.60433,58.536883,-7.269169
2.810267,11.480481,58.544167,-7.273503
3.065746,11.481867,58.551451,-7.277836
3.321225,11.387899,58.558735,-7.282169
3.576703,11.310076,58.566018,-7.286504
3.832182,11.441363,58.573303,-7.290837
4.087661,11.787558,58.580587,-7.29517
4.34314,11.933178,58.587871,-7.299504
4.598619,11.756484,58.595156,-7.303836
4.854097,11.54103,58.602441,-7.30817
5.109576,11.497579,58.609725,-7.312502
5.365055,11.271888,58.617011,-7.316834
5.620534,10.858512,58.624296,-7.321167
5.876013,10.51065,58.631581,-7.325499
6.131492,10.144925,58.638867,-7.329832
6.38697,9.690367,58.646152,-7.334164
6.642449,9.600459,58.653438,-7.338497
6.897928,9.633215,58.660724,-7.342828
7.153407,9.616806,58.668009,-7.347161
7.408886,9.93163,58.675296,-7.351492
7.664364,10.336442,58.682582,-7.355824
7.919843,10.645618,58.689868,-7.360156
8.175322,10.812248,58.697155,-7.364486
8.430801,10.695025,58.704441,-7.368818
8.68628,10.44759,58.711728,-7.373149
8.941759,10.36826,58.719016,-7.37748
9.197237,10.488663,58.726303,-7.381811
9.452716,10.720925,58.73359,-7.386142
9.708195,10.890232,58.740877,-7.390473
9.963674,10.834822,58.748165,-7.394803
10.219153,10.869906,58.755453,-7.399133
10.474631,10.901978,58.762741,-7.403464
10.73011,10.731179,58.770028,-7.407795
10.985589,10.578612,58.777316,-7.412125
11.241068,10.091729,58.784605,-7.416454
11.496547,9.411939,58.791893,-7.420784
11.752026,8.99543,58.799182,-7.425113
12.007504,9.393011,58.806471,-7.429443
12.262983,9.566949,58.813759,-7.433773
12.518462,9.147413,58.821048,-7.438103
12.773941,8.924721,58.828337,-7.442432
13.02942,8.571756,58.835627,-7.446761
13.284898,8.296999,58.842916,-7.451089
13.540377,8.284965,58.850206,-7.455419
13.795856,8.745522,58.857495,-7.459748
14.051335,9.660292,58.864785,-7.464077
14.306814,9.867714,58.872075,-7.468405
14.562292,9.461576,58.879366,-7.472733
14.817771,9.341004,58.886656,-7.477061
15.07325,9.640608,58.893946,-7.48139
15.328729,9.993453,58.901237,-7.485717
15.584208,9.946357,58.908527,-7.490046
15.839687,10.119523,58.915818,-7.494374
16.095165,10.524879,58.923109,-7.498702
16.350644,10.690555,58.930401,-7.503029
16.606123,10.900087,58.937692,-7.507356
16.861602,10.925399,58.944984,-7.511683
17.117081,10.87686,58.952275,-7.516011
17.372559,10.913947,58.959566,-7.520338
17.628038,10.921685,58.966859,-7.524665
17.883517,10.754005,58.974151,-7.528992
18.138996,10.510594,58.981443,-7.533318
18.394475,10.485576,58.988735,-7.537645
18.649954,10.54094,58.996028,-7.541972
18.905432,10.708203,59.00332,-7.546298
19.160911,10.780011,59.010613,-7.550625
19.41639,10.855193,59.017906,-7.554951
19.671869,10.841457,59.025199,-7.559276
19.927348,10.868681,59.032492,-7.563603
20.182826,10.746105,59.039786,-7.567928
20.438305,10.685163,59.047079,-7.572254
20.693784,10.656618,59.054373,-7.576579
20.949263,10.682671,59.061666,-7.580905
21.204742,10.768201,59.06896,-7.585231
21.460221,10.651197,59.076254,-7.589555
21.715699,10.641768,59.083549,-7.59388
21.971178,10.713129,59.090843,-7.598206
22.226657,10.644913,59.098138,-7.60253
22.482136,10.657653,59.105432,-7.606855
22.737615,10.605524,59.112727,-7.61118
22.993093,10.419784,59.120022,-7.615504
23.248572,10.258026,59.127317,-7.619828
23.504051,9.904157,59.134612,-7.624152
23.75953,9.576116,59.141907,-7.628477
24.015009,9.409441,59.149203,-7.632801
24.270487,9.32993,59.156499,-7.637125
24.525966,9.197095,59.163795,-7.641448
