position,Clinopyroxene Abundance,lon,lat
0,18.819476,58.464055,-7.225824
0.255479,19.176318,58.471338,-7.230158
0.510958,18.898423,58.47862,-7.234494
0.766436,20.689075,58.485902,-7.238828
1.021915,19.354685,58.493185,-7.243163
1.277394,18.048737,58.500467,-7.247498
1.532873,18.758343,58.50775,-7.251832
1.788352,20.182027,58.515033,-7.256167
2.043831,19.071421,58.522316,-7.260501
2.299309,16.810604,58.5296,-7.264835
2.554788,15.919533,58.536883,-7.269169
2.810267,17.357978,58.544167,-7.273503
3.065746,18.406659,58.551451,-7.277836
3.321225,17.913331,58.558735,-7.282169
3.576703,17.490807,58.566018,-7.286504
3.832182,17.401119,58.573303,-7.290837
4.087661,16.360694,58.580587,-7.29517
4.34314,15.087149,58.587871,-7.299504
4.598619,15.068073,58.595156,-7.303836
4.854097,16.275391,58.602441,-7.30817
5.109576,16.231406,58.609725,-7.312502
5.365055,15.378008,58.617011,-7.316834
5.620534,14.962177,58.624296,-7.321167
5.876013,14.892138,58.631581,-7.325499
6.131492,14.369861,58.638867,-7.329832
6.38697,13.724912,58.646152,-7.334164
6.642449,13.113107,58.653438,-7.338497
6.897928,13.336482,58.660724,-7.342828
7.153407,13.544737,58.668009,-7.347161
7.408886,14.592215,58.675296,-7.351492
7.664364,15.701671,58.682582,-7.355824
7.919843,15.735899,58.689868,-7.360156
8.175322,14.3733,58.697155,-7.364486
8.430801,13.991469,58.704441,-7.368818
8.68628,15.808214,58.711728,-7.373149
8.941759,18.117691,58.719016,-7.37748
9.197237,18.363787,58.726303,-7.381811
9.452716,16.693831,58.73359,-7.386142
9.708195,16.326447,58.740877,-7.390473
9.963674,17.0166,58.748165,-7.394803
10.219153,17.275357,58.755453,-7.399133
10.474631,15.894096,58.762741,-7.403464
10.73011,15.565231,58.770028,-7.407795
10.985589,13.248886,58.777316,-7.412125
11.241068,12.377982,58.784605,-7.416454
11.496547,12.251012,58.791893,-7.420784
11.752026,13.590448,58.799182,-7.425113
12.007504,10.532972,58.806471,-7.429443
