Crater ID,position,lon,lat,Clinopyroxene Abundance,FeO Abundance,TerrainHeight,Iron Abundance,Olivine Abundance,Orthopyroxene Abundance,Plagioclase Abundance,TerrainSlope,Titanium Abundance
D_1_8_4,0,-51.6504,11.928055,28.775401,19.516218,-483.812884,20.979574,11.13669,29.531025,30.556885,10.885132,5.161505
D_1_8_4,0.067389,-51.64813,11.927965,34.914868,19.422548,-482.469651,20.980183,7.153111,29.258788,28.67323,10.375386,5.162851
D_1_8_4,0.134779,-51.645861,11.927876,27.448163,18.907871,-480.082925,20.980793,6.8559,34.254935,31.441002,9.476078,5.164198
D_1_8_4,0.202168,-51.643591,11.927787,25.44959,18.708296,-475.037801,20.981404,6.699441,35.6195,32.231469,7.910625,5.165544
D_1_8_4,0.269558,-51.641322,11.927698,27.789525,18.98944,-470.979205,20.982016,6.469778,34.887387,30.85331,5.752812,5.166891
D_1_8_4,0.336947,-51.639052,11.927609,24.635485,19.099547,-468.444627,20.982628,7.547982,36.526656,31.289878,3.926311,5.168237
D_1_8_4,0.404337,-51.636782,11.92752,18.51872,18.990926,-465.894332,20.983241,9.298761,39.115609,33.06691,2.330962,5.169583
D_1_8_4,0.471726,-51.634513,11.927431,23.66171,18.919891,-464.837055,20.983853,7.524406,36.708224,32.105661,1.08514,5.170929
D_1_8_4,0.539116,-51.632243,11.927342,25.063634,18.982893,-466.202004,20.984467,6.865579,36.726576,31.344213,1.271596,5.172276
D_1_8_4,0.606505,-51.629974,11.927253,18.912563,18.949267,-468.240962,20.985082,6.814754,42.42022,31.852463,2.373931,5.173622
D_1_8_4,0.673895,-51.627704,11.927164,18.932317,18.836411,-471.076756,20.985697,6.771216,42.008625,32.287844,3.484055,5.174968
D_1_8_4,0.741284,-51.625435,11.927075,22.926893,18.838111,-474.449018,20.986313,6.79384,38.217662,32.061605,3.50985,5.176314
D_1_8_4,0.808674,-51.623165,11.926986,21.621636,18.870459,-477.040631,20.986929,6.79544,39.537319,32.045605,2.915886,5.17766
D_1_8_4,0.876063,-51.620895,11.926897,21.724865,18.903097,-479.779868,20.987546,6.65745,39.705084,31.912602,2.185673,5.179006
D_1_8_4,0.943453,-51.618626,11.926808,21.055825,18.965428,-482.103893,20.988164,6.607858,40.682837,31.65348,1.177155,5.180352
D_1_8_4,1.010842,-51.616356,11.92672,21.701144,18.80174,-482.790132,20.988782,6.744205,39.433865,32.120788,1.268667,5.181698
D_1_8_4,1.078232,-51.614087,11.926629,25.422765,18.769443,-482.652422,20.989401,4.928316,38.347326,31.301593,1.73715,5.183043
D_1_8_4,1.145621,-51.611817,11.92654,21.476027,18.744352,-482.443979,20.990021,6.252437,40.202237,32.0693,1.600031,5.184389
D_1_8_4,1.213011,-51.609548,11.926451,20.50054,18.69284,-483.961693,20.990641,7.023042,39.48811,32.988313,3.33506,5.185735
D_1_8_4,1.2804,-51.607278,11.926362,19.392946,18.584644,-490.431176,20.991261,9.587616,36.465738,34.553704,5.921657,5.187081
D_1_8_4,1.34779,-51.605009,11.926272,22.901064,18.43301,-498.296524,20.991883,7.830831,35.138122,34.129985,6.334576,5.188427
D_1_8_4,1.415179,-51.602739,11.926183,23.348351,18.384692,-504.870766,20.992505,6.646564,36.003476,34.00161,5.900307,5.189772
D_1_8_4,1.482569,-51.600469,11.926094,22.98664,18.269748,-511.551977,20.993128,6.566506,36.111911,34.334942,5.944804,5.191118
D_1_8_4,1.549958,-51.5982,11.926006,21.816595,18.37806,-519.488386,20.993751,6.606757,37.644214,33.932434,5.755333,5.192463
D_1_8_4,1.617347,-51.59593,11.925916,25.732447,18.530809,-526.888047,20.994375,6.689484,34.472906,33.105165,2.929019,5.193809
D_1_8_4,1.684737,-51.593661,11.925827,24.137865,18.589022,-526.692042,20.994999,6.703324,36.192043,32.966769,0.266193,5.195154
D_1_8_4,1.752126,-51.591391,11.925736,17.546226,18.853894,-526.077406,20.995624,6.783699,43.0679,32.602176,1.000759,5.1965
D_1_8_4,1.819516,-51.589122,11.925647,24.371434,18.939459,-524.33301,20.99625,6.845972,37.242312,31.540284,1.462532,5.197845
D_1_8_4,1.886905,-51.586852,11.925559,20.973432,19.180301,-524.286361,20.996877,6.913285,41.24614,30.867145,2.109017,5.199191
D_1_8_4,1.954295,-51.584583,11.925469,17.281049,19.171869,-527.122605,20.997504,6.873837,44.583486,31.261629,2.950228,5.200536
D_1_8_4,2.021684,-51.582313,11.92538,15.199369,19.146527,-529.884241,20.998131,6.84168,46.375748,31.583205,2.351258,5.201881
D_1_8_4,2.089074,-51.580043,11.92529,16.934844,19.108587,-531.288952,20.998759,6.849818,44.713512,31.501827,1.858805,5.203226
D_1_8_4,2.156463,-51.577774,11.9252,18.021884,19.034347,-532.617305,20.999389,6.084288,44.603592,31.290237,2.218948,5.204571
