position,Olivine Abundance,lon,lat
0,11.13669,-51.6504,11.928055
0.067389,7.153111,-51.64813,11.927965
0.134779,6.8559,-51.645861,11.927876
0.202168,6.699441,-51.643591,11.927787
0.269558,6.469778,-51.641322,11.927698
0.336947,7.547982,-51.639052,11.927609
0.404337,9.298761,-51.636782,11.92752
0.471726,7.524406,-51.634513,11.927431
0.539116,6.865579,-51.632243,11.927342
0.606505,6.814754,-51.629974,11.927253
0.673895,6.771216,-51.627704,11.927164
0.741284,6.79384,-51.625435,11.927075
0.808674,6.79544,-51.623165,11.926986
0.876063,6.65745,-51.620895,11.926897
0.943453,6.607858,-51.618626,11.926808
1.010842,6.744205,-51.616356,11.92672
1.078232,4.928316,-51.614087,11.926629
1.145621,6.252437,-51.611817,11.92654
1.213011,7.023042,-51.609548,11.926451
1.2804,9.587616,-51.607278,11.926362
1.34779,7.830831,-51.605009,11.926272
1.415179,6.646564,-51.602739,11.926183
1.482569,6.566506,-51.600469,11.926094
1.549958,6.606757,-51.5982,11.926006
1.617347,6.689484,-51.59593,11.925916
1.684737,6.703324,-51.593661,11.925827
1.752126,6.783699,-51.591391,11.925736
1.819516,6.845972,-51.589122,11.925647
1.886905,6.913285,-51.586852,11.925559
1.954295,6.873837,-51.584583,11.925469
2.021684,6.84168,-51.582313,11.92538
2.089074,6.849818,-51.580043,11.92529
2.156463,6.084288,-51.577774,11.9252
2.223853,4.501023,-51.575504,11.92511
2.291242,5.577072,-51.573235,11.925021
2.358632,6.802671,-51.570965,11.924932
2.426021,6.801457,-51.568696,11.924843
2.493411,6.806518,-51.566426,11.924752
2.5608,6.827452,-51.564157,11.924663
2.62819,6.527939,-51.561887,11.924573
2.695579,6.60897,-51.559618,11.924485
2.762969,5.491164,-51.557348,11.924394
2.830358,5.929537,-51.555079,11.924304
2.897748,6.748805,-51.552809,11.924214
2.965137,6.883811,-51.55054,11.924125
3.032526,6.835806,-51.54827,11.924035
3.099916,5.911665,-51.546,11.923945
3.167305,2.23748,-51.543731,11.923855
3.234695,5.767104,-51.541461,11.923766
3.302084,7.011744,-51.539192,11.923676
3.369474,7.023272,-51.536922,11.923587
3.436863,7.168614,-51.534653,11.923497
3.504253,7.735,-51.532383,11.923406
3.571642,8.495273,-51.530114,11.923318
3.639032,7.885327,-51.527844,11.923227
3.706421,6.071039,-51.525575,11.923137
3.773811,5.249227,-51.523305,11.923048
3.8412,6.382793,-51.521036,11.922958
3.90859,4.0397,-51.518766,11.922867
3.975979,5.292826,-51.516497,11.922777
4.043369,5.66364,-51.514227,11.922687
4.110758,4.127295,-51.511958,11.922597
4.178148,7.066765,-51.509688,11.922507
4.245537,6.268946,-51.507419,11.922418
4.312927,7.121828,-51.505149,11.922328
4.380316,9.619213,-51.50288,11.922237
4.447706,10.777922,-51.50061,11.922147
4.515095,8.814629,-51.498341,11.922058
4.582484,4.594241,-51.496071,11.921968
4.649874,5.969758,-51.493802,11.921876
4.717263,7.701993,-51.491532,11.921786
4.784653,11.019681,-51.489263,11.921696
4.852042,10.787903,-51.486993,11.921606
4.919432,7.242284,-51.484724,11.921516
4.986821,9.956033,-51.482455,11.921425
5.054211,3.842923,-51.480185,11.921336
5.1216,6.753251,-51.477916,11.921245
5.18899,12.273833,-51.475646,11.921156
5.256379,11.426037,-51.473377,11.921064
5.323769,8.912205,-51.471107,11.920974
5.391158,10.711285,-51.468838,11.920885
5.458548,12.155296,-51.466568,11.920793
5.525937,12.393765,-51.464299,11.920703
5.593327,11.317746,-51.462029,11.920612
