position,Orthopyroxene Abundance,lon,lat
0,29.531025,-51.6504,11.928055
0.067389,29.258788,-51.64813,11.927965
0.134779,34.254935,-51.645861,11.927876
0.202168,35.6195,-51.643591,11.927787
0.269558,34.887387,-51.641322,11.927698
0.336947,36.526656,-51.639052,11.927609
0.404337,39.115609,-51.636782,11.92752
0.471726,36.708224,-51.634513,11.927431
0.539116,36.726576,-51.632243,11.927342
0.606505,42.42022,-51.629974,11.927253
0.673895,42.008625,-51.627704,11.927164
0.741284,38.217662,-51.625435,11.927075
0.808674,39.537319,-51.623165,11.926986
0.876063,39.705084,-51.620895,11.926897
0.943453,40.682837,-51.618626,11.926808
1.010842,39.433865,-51.616356,11.92672
1.078232,38.347326,-51.614087,11.926629
1.145621,40.202237,-51.611817,11.92654
1.213011,39.48811,-51.609548,11.926451
1.2804,36.465738,-51.607278,11.926362
1.34779,35.138122,-51.605009,11.926272
1.415179,36.003476,-51.602739,11.926183
1.482569,36.111911,-51.600469,11.926094
1.549958,37.644214,-51.5982,11.926006
1.617347,34.472906,-51.59593,11.925916
1.684737,36.192043,-51.593661,11.925827
1.752126,43.0679,-51.591391,11.925736
1.819516,37.242312,-51.589122,11.925647
1.886905,41.24614,-51.586852,11.925559
1.954295,44.583486,-51.584583,11.925469
2.021684,46.375748,-51.582313,11.92538
2.089074,44.713512,-51.580043,11.92529
2.156463,44.603592,-51.577774,11.9252
2.223853,41.72481,-51.575504,11.92511
2.291242,39.863759,-51.573235,11.925021
2.358632,42.713045,-51.570965,11.924932
2.426021,44.77068,-51.568696,11.924843
2.493411,41.841522,-51.566426,11.924752
2.5608,39.307496,-51.564157,11.924663
2.62819,40.510033,-51.561887,11.924573
2.695579,41.741105,-51.559618,11.924485
2.762969,36.714673,-51.557348,11.924394
2.830358,33.513139,-51.555079,11.924304
2.897748,38.976986,-51.552809,11.924214
2.965137,38.211474,-51.55054,11.924125
3.032526,42.08473,-51.54827,11.924035
3.099916,39.722278,-51.546,11.923945
3.167305,37.299413,-51.543731,11.923855
3.234695,40.414261,-51.541461,11.923766
3.302084,41.939755,-51.539192,11.923676
3.369474,39.945661,-51.536922,11.923587
3.436863,36.803985,-51.534653,11.923497
3.504253,34.784252,-51.532383,11.923406
3.571642,31.33637,-51.530114,11.923318
3.639032,31.423902,-51.527844,11.923227
3.706421,32.605087,-51.525575,11.923137
3.773811,32.107277,-51.523305,11.923048
3.8412,30.135924,-51.521036,11.922958
3.90859,29.143222,-51.518766,11.922867
3.975979,31.701273,-51.516497,11.922777
4.043369,30.663947,-51.514227,11.922687
4.110758,25.970295,-51.511958,11.922597
4.178148,24.625891,-51.509688,11.922507
4.245537,23.789783,-51.507419,11.922418
4.312927,25.117029,-51.505149,11.922328
4.380316,24.002247,-51.50288,11.922237
4.447706,27.373966,-51.50061,11.922147
4.515095,25.138527,-51.498341,11.922058
4.582484,25.113134,-51.496071,11.921968
4.649874,28.489786,-51.493802,11.921876
4.717263,28.628391,-51.491532,11.921786
4.784653,25.851305,-51.489263,11.921696
4.852042,24.291577,-51.486993,11.921606
4.919432,24.847089,-51.484724,11.921516
4.986821,24.369792,-51.482455,11.921425
5.054211,19.493082,-51.480185,11.921336
5.1216,24.046838,-51.477916,11.921245
5.18899,24.705129,-51.475646,11.921156
5.256379,22.848279,-51.473377,11.921064
5.323769,24.137982,-51.471107,11.920974
5.391158,24.571678,-51.468838,11.920885
5.458548,24.449651,-51.466568,11.920793
5.525937,24.828576,-51.464299,11.920703
5.593327,24.922632,-51.462029,11.920612
5.660716,26.553771,-51.45976,11.920522
5.728106,27.20477,-51.45749,11.920431
5.795495,27.853746,-51.455221,11.920342
5.862885,30.713742,-51.452951,11.920252
5.930274,32.629729,-51.450682,11.920161
5.997664,29.991258,-51.448413,11.92007
6.065053,32.684095,-51.446143,11.919979
6.132442,29.21594,-51.443874,11.919888
6.199832,26.1485,-51.441604,11.919799
6.267221,25.755173,-51.439335,11.919709
6.334611,25.726943,-51.437065,11.919617
6.402,27.659584,-51.434796,11.919526
6.46939,30.296916,-51.432526,11.919437
6.536779,34.432927,-51.430257,11.919345
6.604169,30.912648,-51.427987,11.919254
6.671558,36.439377,-51.425718,11.919165
6.738948,37.750835,-51.423449,11.919073
6.806337,37.362542,-51.421179,11.918982
6.873727,36.422266,-51.41891,11.918891
6.941116,35.424053,-51.41664,11.9188
7.008506,40.750017,-51.414371,11.918711
7.075895,36.860707,-51.412101,11.918619
7.143285,38.45436,-51.409832,11.918528
7.210674,37.53298,-51.407563,11.918437
7.278064,41.231525,-51.405293,11.918346
7.345453,40.131873,-51.403024,11.918255
7.412843,37.12667,-51.400754,11.918165
7.480232,35.600239,-51.398485,11.918074
7.547622,36.832678,-51.396215,11.917984
7.615011,35.567355,-51.393946,11.917893
7.6824,35.289357,-51.391677,11.917802
7.74979,34.779665,-51.389407,11.917711
7.817179,32.644047,-51.387138,11.917619
7.884569,32.570009,-51.384868,11.917528
7.951958,35.378738,-51.382599,11.917438
8.019348,34.283198,-51.38033,11.917346
8.086737,36.244913,-51.37806,11.917255
8.154127,35.727154,-51.375791,11.917164
8.221516,32.180604,-51.373521,11.917072
8.288906,27.91524,-51.371252,11.916981
8.356295,29.131607,-51.368983,11.91689
8.423685,34.168304,-51.366713,11.916799
8.491074,39.817498,-51.364444,11.916708
8.558464,37.981901,-51.362174,11.916617
8.625853,37.54196,-51.359905,11.916525
8.693243,37.505438,-51.357636,11.916434
8.760632,35.046469,-51.355366,11.916343
8.828022,30.600454,-51.353097,11.916252
8.895411,27.655693,-51.350827,11.91616
8.962801,20.878015,-51.348558,11.916069
9.03019,20.450837,-51.346289,11.915979
9.097579,26.667534,-51.344019,11.915888
9.164969,34.778293,-51.34175,11.915795
9.232358,40.745981,-51.33948,11.915705
9.299748,35.686873,-51.337211,11.915612
9.367137,37.028591,-51.334942,11.915521
9.434527,39.018156,-51.332672,11.915431
