position,Orthopyroxene Abundance,lon,lat
0,9.666296,25.994091,-9.494571
0.168748,10.060435,25.994934,-9.500073
0.337496,13.143761,25.995778,-9.505576
0.506243,14.050374,25.996621,-9.511078
0.674991,13.472218,25.997463,-9.516581
0.843739,16.009812,25.998308,-9.522083
1.012487,16.713231,25.999151,-9.527585
1.181234,13.039133,25.999994,-9.533088
1.349982,10.067847,26.000838,-9.53859
1.51873,9.507937,26.001682,-9.544093
1.687478,8.257623,26.002525,-9.549595
1.856226,8.898443,26.003369,-9.555098
2.024973,9.221662,26.004212,-9.5606
2.193721,6.81297,26.005056,-9.566102
2.362469,8.056619,26.0059,-9.571605
2.531217,7.180992,26.006742,-9.577107
2.699964,7.234904,26.007586,-9.58261
2.868712,8.36607,26.008431,-9.588112
3.03746,8.355341,26.009273,-9.593615
3.206208,7.817498,26.010118,-9.599117
3.374956,7.576071,26.010961,-9.604619
3.543703,8.259207,26.011806,-9.610122
3.712451,8.651019,26.01265,-9.615624
3.881199,8.154341,26.013494,-9.621126
4.049947,6.58007,26.014338,-9.626629
4.218694,5.79738,26.015182,-9.632131
4.387442,5.511137,26.016026,-9.637634
4.55619,6.513971,26.01687,-9.643136
4.724938,6.833136,26.017712,-9.648639
4.893686,7.099924,26.018558,-9.654141
5.062433,7.32102,26.019402,-9.659643
5.231181,7.311422,26.020246,-9.665145
5.399929,6.854124,26.02109,-9.670648
5.568677,7.221451,26.021933,-9.67615
5.737424,8.354577,26.022778,-9.681653
5.906172,8.252577,26.023623,-9.687155
6.07492,8.461548,26.024466,-9.692658
6.243668,9.23455,26.025311,-9.69816
6.412416,8.962387,26.026154,-9.703662
6.581163,10.47024,26.027,-9.709164
6.749911,10.680117,26.027844,-9.714667
6.918659,9.830921,26.028688,-9.720169
7.087407,8.768554,26.029532,-9.725672
7.256154,7.836601,26.030377,-9.731174
7.424902,7.494856,26.031222,-9.736676
7.59365,8.871571,26.032065,-9.742179
7.762398,8.113184,26.03291,-9.747681
7.931146,7.137039,26.033755,-9.753183
8.099893,6.750237,26.034599,-9.758686
8.268641,8.645461,26.035445,-9.764188
8.437389,13.138492,26.036288,-9.76969
8.606137,16.453053,26.037133,-9.775193
8.774884,15.961177,26.037977,-9.780695
8.943632,14.051571,26.038822,-9.786197
9.11238,13.954621,26.039667,-9.7917
9.281128,13.657437,26.040513,-9.797202
9.449876,13.526664,26.041358,-9.802704
9.618623,13.590211,26.042202,-9.808207
9.787371,11.613629,26.043047,-9.813709
9.956119,11.071911,26.043892,-9.819211
10.124867,10.62273,26.044736,-9.824714
10.293615,9.73475,26.045582,-9.830216
10.462362,9.446782,26.046427,-9.835718
10.63111,9.501281,26.047271,-9.841221
10.799858,10.183968,26.048116,-9.846723
10.968606,10.27618,26.048962,-9.852225
11.137353,8.638114,26.049807,-9.857727
11.306101,9.4329,26.050651,-9.86323
11.474849,11.955173,26.051496,-9.868732
11.643597,12.072771,26.052341,-9.874235
11.812345,11.210095,26.053188,-9.879737
11.981092,12.144312,26.054033,-9.885239
12.14984,11.939572,26.054877,-9.890741
12.318588,11.454414,26.055724,-9.896244
12.487336,11.129745,26.056568,-9.901746
12.656083,11.807676,26.057413,-9.907248
