position,Clinopyroxene Abundance,lon,lat
0,19.752403,25.994091,-9.494571
0.168748,19.479026,25.994934,-9.500073
0.337496,18.665512,25.995778,-9.505576
0.506243,18.671615,25.996621,-9.511078
0.674991,15.704871,25.997463,-9.516581
0.843739,17.444429,25.998308,-9.522083
1.012487,18.775521,25.999151,-9.527585
1.181234,17.630789,25.999994,-9.533088
1.349982,15.833137,26.000838,-9.53859
1.51873,17.489771,26.001682,-9.544093
1.687478,19.558918,26.002525,-9.549595
1.856226,22.776392,26.003369,-9.555098
2.024973,20.658125,26.004212,-9.5606
2.193721,16.432071,26.005056,-9.566102
2.362469,17.23109,26.0059,-9.571605
2.531217,16.133089,26.006742,-9.577107
2.699964,16.025787,26.007586,-9.58261
2.868712,14.922974,26.008431,-9.588112
3.03746,15.327761,26.009273,-9.593615
3.206208,15.315633,26.010118,-9.599117
3.374956,15.195977,26.010961,-9.604619
3.543703,14.846667,26.011806,-9.610122
3.712451,17.392619,26.01265,-9.615624
3.881199,16.607232,26.013494,-9.621126
4.049947,15.560161,26.014338,-9.626629
4.218694,15.869002,26.015182,-9.632131
4.387442,16.104498,26.016026,-9.637634
4.55619,18.849153,26.01687,-9.643136
4.724938,18.74859,26.017712,-9.648639
4.893686,17.363959,26.018558,-9.654141
5.062433,16.737665,26.019402,-9.659643
5.231181,15.864971,26.020246,-9.665145
5.399929,15.849585,26.02109,-9.670648
5.568677,16.289097,26.021933,-9.67615
5.737424,16.589362,26.022778,-9.681653
5.906172,18.150387,26.023623,-9.687155
6.07492,17.904396,26.024466,-9.692658
6.243668,18.816489,26.025311,-9.69816
6.412416,18.557206,26.026154,-9.703662
6.581163,20.596263,26.027,-9.709164
6.749911,20.526229,26.027844,-9.714667
6.918659,20.704679,26.028688,-9.720169
7.087407,21.608838,26.029532,-9.725672
7.256154,21.088666,26.030377,-9.731174
7.424902,20.52058,26.031222,-9.736676
7.59365,20.094879,26.032065,-9.742179
7.762398,18.66359,26.03291,-9.747681
7.931146,18.985253,26.033755,-9.753183
8.099893,19.352636,26.034599,-9.758686
8.268641,17.981641,26.035445,-9.764188
8.437389,17.403478,26.036288,-9.76969
8.606137,18.644294,26.037133,-9.775193
8.774884,18.817776,26.037977,-9.780695
8.943632,18.586049,26.038822,-9.786197
9.11238,18.046516,26.039667,-9.7917
9.281128,18.410891,26.040513,-9.797202
9.449876,19.822155,26.041358,-9.802704
9.618623,19.830909,26.042202,-9.808207
9.787371,21.248837,26.043047,-9.813709
9.956119,22.203931,26.043892,-9.819211
10.124867,21.172629,26.044736,-9.824714
10.293615,20.523523,26.045582,-9.830216
10.462362,20.599346,26.046427,-9.835718
10.63111,20.713027,26.047271,-9.841221
10.799858,21.606569,26.048116,-9.846723
10.968606,22.127262,26.048962,-9.852225
11.137353,20.327585,26.049807,-9.857727
11.306101,19.538763,26.050651,-9.86323
11.474849,20.479038,26.051496,-9.868732
11.643597,22.397959,26.052341,-9.874235
11.812345,22.03059,26.053188,-9.879737
11.981092,21.644842,26.054033,-9.885239
12.14984,20.106289,26.054877,-9.890741
12.318588,19.586324,26.055724,-9.896244
12.487336,19.87673,26.056568,-9.901746
12.656083,17.755584,26.057413,-9.907248
12.824831,15.662544,26.05826,-9.91275
12.993579,12.972741,26.059105,-9.918253
13.162327,12.672203,26.05995,-9.923755
13.331075,14.083615,26.060796,-9.929257
13.499822,14.7173,26.061641,-9.934759
13.66857,14.008169,26.062487,-9.940262
13.837318,14.840603,26.063332,-9.945764
14.006066,18.326729,26.064178,-9.951266
14.174813,18.449228,26.065024,-9.956769
14.343561,17.661848,26.065868,-9.962271
14.512309,16.65257,26.066715,-9.967773
14.681057,17.151636,26.067561,-9.973275
14.849805,18.226809,26.068406,-9.978778
15.018552,16.653849,26.069251,-9.98428
15.1873,14.711791,26.070097,-9.989782
15.356048,16.066943,26.070944,-9.995284
15.524796,18.591199,26.071788,-10.000787
15.693543,19.859038,26.072635,-10.006289
15.862291,20.53453,26.073481,-10.011791
16.031039,18.976935,26.074327,-10.017293
16.199787,19.717485,26.075172,-10.022796
16.368535,19.924758,26.076018,-10.028298
16.537282,17.52232,26.076864,-10.0338
16.70603,13.150773,26.07771,-10.039302
16.874778,12.168887,26.078557,-10.044805
17.043526,14.057402,26.079403,-10.050307
17.212273,15.256001,26.080249,-10.055809
17.381021,14.775472,26.081095,-10.061311
17.549769,15.572986,26.081941,-10.066813
17.718517,16.54568,26.082788,-10.072316
17.887265,19.81644,26.083633,-10.077818
18.056012,20.687121,26.084479,-10.08332
18.22476,19.714264,26.085326,-10.088822
18.393508,17.551697,26.086173,-10.094325
18.562256,17.830089,26.087019,-10.099827
18.731003,19.165767,26.087865,-10.105329
18.899751,21.88475,26.088712,-10.110831
19.068499,21.881166,26.089558,-10.116333
19.237247,20.14323,26.090405,-10.121836
19.405995,19.150065,26.09125,-10.127338
19.574742,19.058155,26.092097,-10.13284
19.74349,21.787406,26.092943,-10.138342
19.912238,22.786784,26.093791,-10.143844
20.080986,23.015686,26.094637,-10.149347
20.249733,20.677475,26.095484,-10.154849
20.418481,20.097365,26.09633,-10.160351
20.587229,19.851439,26.097177,-10.165853
20.755977,18.963071,26.098023,-10.171355
20.924725,18.613988,26.098871,-10.176858
21.093472,17.98971,26.099718,-10.18236
21.26222,20.043265,26.100563,-10.187862
21.430968,19.397248,26.10141,-10.193364
21.599716,16.936943,26.102258,-10.198866
21.768463,16.804667,26.103104,-10.204369
21.937211,17.209595,26.103952,-10.209871
22.105959,16.822962,26.104799,-10.215373
22.274707,18.374211,26.105646,-10.220875
22.443455,18.861168,26.106493,-10.226377
22.612202,19.99362,26.10734,-10.231879
22.78095,19.692164,26.108187,-10.237381
22.949698,21.2934,26.109034,-10.242884
23.118446,21.407036,26.109881,-10.248386
23.287193,18.920762,26.110727,-10.253888
23.455941,18.086314,26.111576,-10.25939
23.624689,17.639816,26.112423,-10.264892
23.793437,19.386986,26.113269,-10.270394
23.962185,21.045645,26.114117,-10.275896
24.130932,20.181724,26.114964,-10.281399
24.29968,17.644041,26.115812,-10.286901
24.468428,16.499947,26.116659,-10.292403
24.637176,19.18494,26.117507,-10.297905
24.805923,21.628774,26.118354,-10.303407
24.974671,20.531476,26.119201,-10.308909
25.143419,18.751965,26.120048,-10.314412
25.312167,19.620511,26.120897,-10.319913
25.480915,22.234872,26.121743,-10.325416
25.649662,23.213169,26.122591,-10.330918
25.81841,21.095989,26.123438,-10.33642
25.987158,20.093976,26.124286,-10.341922
26.155906,19.444697,26.125134,-10.347424
26.324653,22.033512,26.125981,-10.352926
26.493401,22.317145,26.12683,-10.358428
26.662149,17.446086,26.127678,-10.36393
26.830897,16.289043,26.128526,-10.369432
26.999645,15.123275,26.129372,-10.374935
27.168392,16.142418,26.130221,-10.380437
27.33714,15.372536,26.131069,-10.385939
27.505888,14.386951,26.131917,-10.391441
27.674636,15.476255,26.132765,-10.396943
27.843384,14.690289,26.133613,-10.402445
28.012131,12.682689,26.134461,-10.407947
28.180879,13.67625,26.135308,-10.413449
28.349627,13.305732,26.136156,-10.418951
28.518375,12.2059,26.137005,-10.424453
28.687122,10.568114,26.137853,-10.429955
28.85587,11.410639,26.138701,-10.435458
29.024618,11.665836,26.139548,-10.44096
29.193366,10.305133,26.140398,-10.446462
29.362114,13.629162,26.141245,-10.451964
29.530861,14.073073,26.142094,-10.457466
29.699609,12.10513,26.142941,-10.462968
29.868357,12.022187,26.143791,-10.46847
30.037105,12.618019,26.144639,-10.473972
30.205852,12.039788,26.145488,-10.479474
30.3746,11.406215,26.146335,-10.484976
30.543348,10.964363,26.147184,-10.490478
30.712096,12.119158,26.148032,-10.49598
30.880844,12.863363,26.14888,-10.501482
31.049591,13.538694,26.149729,-10.506985
31.218339,11.984121,26.150579,-10.512486
31.387087,10.655776,26.151426,-10.517989
31.555835,10.163298,26.152276,-10.52349
31.724582,10.779104,26.153124,-10.528993
31.89333,11.255106,26.153973,-10.534495
32.062078,12.289372,26.154822,-10.539997
32.230826,12.902846,26.155669,-10.545499
32.399574,11.328906,26.156518,-10.551001
32.568321,10.632483,26.157367,-10.556503
32.737069,11.251573,26.158216,-10.562005
32.905817,11.420676,26.159065,-10.567507
33.074565,11.802424,26.159915,-10.573009
33.243312,12.205763,26.160764,-10.578511
33.41206,11.847605,26.161611,-10.584013
33.580808,12.451353,26.162462,-10.589515
33.749556,12.767556,26.163309,-10.595017
33.918304,12.108434,26.16416,-10.600519
34.087051,11.71264,26.165009,-10.606021
34.255799,11.582817,26.165857,-10.611523
34.424547,10.937928,26.166707,-10.617025
34.593295,10.427813,26.167556,-10.622527
34.762042,10.037548,26.168405,-10.628029
34.93079,10.307081,26.169255,-10.633531
35.099538,9.765275,26.170103,-10.639033
35.268286,9.57718,26.170953,-10.644535
35.437034,10.469565,26.171801,-10.650037
35.605781,9.98776,26.172651,-10.655539
35.774529,9.53557,26.173501,-10.661041
35.943277,9.927013,26.174349,-10.666543
36.112025,9.954628,26.1752,-10.672045
36.280772,10.391487,26.17605,-10.677547
36.44952,10.326143,26.176898,-10.683049
36.618268,11.581689,26.177749,-10.688551
36.787016,14.926364,26.178598,-10.694053
36.955764,14.010133,26.179447,-10.699555
37.124511,12.650693,26.180297,-10.705057
37.293259,11.902805,26.181146,-10.710559
37.462007,9.820577,26.181997,-10.716061
37.630755,9.132785,26.182846,-10.721562
37.799502,9.205567,26.183696,-10.727064
37.96825,8.211447,26.184545,-10.732567
38.136998,7.299057,26.185396,-10.738068
38.305746,7.292214,26.186244,-10.74357
38.474494,8.601671,26.187096,-10.749072
38.643241,9.644152,26.187945,-10.754574
38.811989,10.264653,26.188795,-10.760076
38.980737,10.075845,26.189645,-10.765578
39.149485,9.137562,26.190495,-10.77108
39.318232,9.156813,26.191345,-10.776582
39.48698,9.830953,26.192195,-10.782084
39.655728,9.586774,26.193046,-10.787586
39.824476,7.770217,26.193894,-10.793088
39.993224,7.244236,26.194746,-10.79859
40.161971,8.07413,26.195596,-10.804092
40.330719,8.834358,26.196446,-10.809594
40.499467,9.818811,26.197296,-10.815095
40.668215,9.702338,26.198147,-10.820597
40.836962,9.394436,26.198997,-10.826099
41.00571,8.76985,26.199846,-10.831601
41.174458,7.790543,26.200698,-10.837103
41.343206,8.670101,26.201548,-10.842605
41.511954,9.025417,26.202397,-10.848107
41.680701,8.888094,26.203249,-10.853609
41.849449,8.391103,26.2041,-10.859111
42.018197,8.12357,26.20495,-10.864613
42.186945,9.838123,26.205799,-10.870115
42.355692,8.587394,26.206651,-10.875616
42.52444,7.514036,26.207502,-10.881118
