position,Olivine Abundance,lon,lat
0,2.115778,25.994091,-9.494571
0.168748,2.090279,25.994934,-9.500073
0.337496,1.695668,25.995778,-9.505576
0.506243,1.867604,25.996621,-9.511078
0.674991,4.181588,25.997463,-9.516581
0.843739,4.01335,25.998308,-9.522083
1.012487,4.365723,25.999151,-9.527585
1.181234,4.234105,25.999994,-9.533088
1.349982,4.218985,26.000838,-9.53859
1.51873,3.99405,26.001682,-9.544093
1.687478,3.096247,26.002525,-9.549595
1.856226,2.009949,26.003369,-9.555098
2.024973,2.402193,26.004212,-9.5606
2.193721,3.421085,26.005056,-9.566102
2.362469,2.783158,26.0059,-9.571605
2.531217,2.620402,26.006742,-9.577107
2.699964,2.394476,26.007586,-9.58261
2.868712,2.736487,26.008431,-9.588112
3.03746,2.672781,26.009273,-9.593615
3.206208,2.956738,26.010118,-9.599117
3.374956,3.431823,26.010961,-9.604619
3.543703,3.862127,26.011806,-9.610122
3.712451,2.713663,26.01265,-9.615624
3.881199,2.566461,26.013494,-9.621126
4.049947,3.486201,26.014338,-9.626629
4.218694,3.429037,26.015182,-9.632131
4.387442,3.352107,26.016026,-9.637634
4.55619,2.508178,26.01687,-9.643136
4.724938,2.590987,26.017712,-9.648639
4.893686,2.556073,26.018558,-9.654141
5.062433,2.402966,26.019402,-9.659643
5.231181,2.696553,26.020246,-9.665145
5.399929,2.727051,26.02109,-9.670648
5.568677,2.411163,26.021933,-9.67615
5.737424,2.224851,26.022778,-9.681653
5.906172,1.548002,26.023623,-9.687155
6.07492,1.584459,26.024466,-9.692658
6.243668,1.955301,26.025311,-9.69816
6.412416,2.980037,26.026154,-9.703662
6.581163,2.568582,26.027,-9.709164
6.749911,2.92517,26.027844,-9.714667
6.918659,2.469222,26.028688,-9.720169
7.087407,1.997512,26.029532,-9.725672
7.256154,2.438807,26.030377,-9.731174
7.424902,2.260314,26.031222,-9.736676
7.59365,1.801376,26.032065,-9.742179
7.762398,1.956598,26.03291,-9.747681
