position,Olivine Abundance,lon,lat
0,10,80.695408,-11.126923
0.177103,10,80.692601,-11.132073
0.354206,10,80.689793,-11.137223
0.531309,10,80.686985,-11.142373
0.708412,10,80.684177,-11.147523
0.885515,10,80.681369,-11.152672
1.062618,10,80.678561,-11.157823
1.239721,10,80.675753,-11.162973
1.416824,10,80.672944,-11.168122
1.593927,10,80.670136,-11.173272
1.77103,10,80.667327,-11.178422
1.948133,10,80.664518,-11.183571
2.125236,10,80.66171,-11.188721
2.302339,10,80.6589,-11.19387
2.479442,9.999997,80.656091,-11.19902
2.656545,9.913028,80.653282,-11.204169
2.833648,8.729356,80.650473,-11.209319
3.010751,6.809769,80.647664,-11.214469
3.187854,5.489872,80.644855,-11.219618
3.364957,3.801999,80.642045,-11.224768
3.54206,3.365959,80.639235,-11.229917
3.719163,4.015281,80.636425,-11.235066
3.896266,3.93384,80.633616,-11.240215
4.073369,3.799967,80.630806,-11.245365
4.250472,3.584371,80.627996,-11.250514
4.427575,4.149777,80.625186,-11.255664
4.604678,4.997401,80.622376,-11.260813
4.781781,5.13459,80.619566,-11.265962
4.958884,5.093296,80.616755,-11.271112
5.135987,5.546857,80.613945,-11.276261
5.31309,5.512985,80.611134,-11.28141
5.490193,5.303663,80.608324,-11.286559
5.667296,4.921626,80.605513,-11.291708
5.844399,5.060242,80.602702,-11.296857
6.021502,5.541844,80.59989,-11.302006
6.198605,6.588291,80.59708,-11.307155
6.375708,6.669963,80.594269,-11.312304
6.552811,5.757243,80.591457,-11.317453
6.729914,5.702454,80.588645,-11.322602
6.907017,5.273225,80.585834,-11.327751
7.08412,4.305323,80.583022,-11.3329
7.261222,4.467973,80.580211,-11.338049
7.438325,5.221227,80.577399,-11.343197
7.615428,5.192265,80.574587,-11.348347
7.792531,4.309683,80.571775,-11.353495
7.969634,4.618413,80.568963,-11.358644
8.146737,4.903294,80.566151,-11.363793
8.32384,4.536886,80.563339,-11.368942
8.500943,4.571594,80.560526,-11.37409
8.678046,4.658469,80.557713,-11.379239
8.855149,4.774934,80.554901,-11.384388
9.032252,5.140099,80.552088,-11.389536
9.209355,6.04004,80.549275,-11.394684
9.386458,5.639374,80.546463,-11.399833
9.563561,5.376608,80.543649,-11.404982
9.740664,4.976879,80.540836,-11.41013
9.917767,4.007152,80.538022,-11.415279
10.09487,4.245337,80.53521,-11.420427
10.271973,5.699352,80.532396,-11.425576
10.449076,5.66296,80.529582,-11.430724
10.626179,4.283214,80.526768,-11.435872
10.803282,4.266154,80.523955,-11.441021
10.980385,4.033106,80.521142,-11.446169
11.157488,2.888152,80.518327,-11.451317
11.334591,2.126249,80.515514,-11.456466
11.511694,2.346405,80.512699,-11.461614
11.688797,2.603598,80.509885,-11.466762
11.8659,3.04677,80.507071,-11.47191
12.043003,2.401598,80.504256,-11.477059
12.220106,3.005747,80.501442,-11.482207
12.397209,3.575812,80.498626,-11.487354
12.574312,3.752481,80.495812,-11.492503
12.751415,4.150973,80.492997,-11.497651
12.928518,3.522211,80.490183,-11.502799
13.105621,3.352215,80.487367,-11.507947
13.282724,1.430005,80.484552,-11.513095
13.459827,1.136843,80.481736,-11.518242
13.63693,0.797832,80.478922,-11.523391
13.814033,1.550915,80.476105,-11.528538
13.991136,1.340499,80.47329,-11.533686
14.168239,2.292072,80.470475,-11.538834
14.345342,3.837041,80.467658,-11.543982
14.522445,3.579633,80.464842,-11.549129
14.699548,3.158919,80.462026,-11.554277
14.876651,5.090495,80.459211,-11.559425
15.053754,5.287682,80.456394,-11.564573
15.230857,4.658311,80.453578,-11.569721
15.40796,4.470118,80.450761,-11.574868
15.585063,5.073519,80.447945,-11.580016
15.762166,5.646309,80.445129,-11.585164
15.939269,6.080766,80.442312,-11.590311
16.116372,6.232745,80.439494,-11.595458
16.293475,5.89028,80.436678,-11.600606
16.470578,3.737908,80.433861,-11.605754
16.647681,2.734953,80.431043,-11.610901
16.824784,2.947803,80.428226,-11.616048
17.001887,3.220201,80.425409,-11.621195
17.17899,3.259166,80.422591,-11.626343
17.356093,3.715764,80.419774,-11.631491
17.533196,3.678616,80.416956,-11.636637
17.710299,4.266145,80.414139,-11.641785
17.887402,5.444876,80.41132,-11.646932
18.064505,3.867366,80.408503,-11.65208
18.241608,2.525781,80.405685,-11.657227
18.418711,1.990504,80.402866,-11.662374
18.595814,1.618488,80.400048,-11.667521
18.772917,1.746087,80.39723,-11.672668
18.95002,2.637255,80.394411,-11.677815
19.127123,2.972207,80.391593,-11.682962
19.304226,3.027487,80.388774,-11.688109
19.481329,3.461394,80.385955,-11.693256
19.658432,3.236996,80.383136,-11.698403
19.835535,2.911485,80.380318,-11.70355
20.012638,3.138848,80.377498,-11.708697
20.189741,2.878944,80.374678,-11.713844
20.366844,3.279001,80.37186,-11.718991
20.543947,3.440712,80.36904,-11.724138
20.72105,3.674764,80.366221,-11.729285
20.898153,4.730432,80.3634,-11.734431
21.075256,4.797769,80.360581,-11.739578
21.252359,3.339909,80.357761,-11.744725
21.429462,3.3568,80.354941,-11.749871
21.606564,3.847903,80.352121,-11.755018
21.783667,3.764947,80.3493,-11.760165
21.96077,3.640804,80.34648,-11.765311
22.137873,3.324148,80.343661,-11.770458
22.314976,4.325185,80.340839,-11.775605
22.492079,4.677903,80.338019,-11.780751
22.669182,5.389514,80.335198,-11.785898
22.846285,6.421555,80.332377,-11.791044
23.023388,5.682103,80.329557,-11.796191
23.200491,5.129439,80.326735,-11.801337
23.377594,4.473629,80.323914,-11.806483
23.554697,3.495489,80.321093,-11.81163
23.7318,3.045361,80.318271,-11.816776
23.908903,3.366482,80.31545,-11.821922
24.086006,4.615985,80.312628,-11.827069
24.263109,4.857684,80.309807,-11.832215
24.440212,3.215303,80.306985,-11.837361
24.617315,2.746111,80.304163,-11.842507
24.794418,3.142771,80.301341,-11.847654
24.971521,3.444113,80.298519,-11.8528
25.148624,3.3979,80.295697,-11.857946
25.325727,3.304144,80.292874,-11.863092
25.50283,2.998144,80.290053,-11.868238
25.679933,2.84675,80.28723,-11.873384
25.857036,3.872297,80.284408,-11.87853
26.034139,2.785732,80.281584,-11.883676
26.211242,2.465857,80.278762,-11.888822
26.388345,3.002352,80.275938,-11.893968
26.565448,4.048074,80.273115,-11.899114
26.742551,4.43892,80.270292,-11.90426
26.919654,5.519552,80.26747,-11.909406
27.096757,5.129646,80.264646,-11.914552
27.27386,3.666881,80.261822,-11.919697
27.450963,2.961902,80.258998,-11.924843
27.628066,3.111288,80.256175,-11.929989
27.805169,3.494593,80.253351,-11.935134
27.982272,3.808234,80.250528,-11.94028
28.159375,3.803991,80.247703,-11.945426
28.336478,4.150045,80.24488,-11.950572
28.513581,4.40091,80.242055,-11.955717
28.690684,5.13402,80.239231,-11.960863
28.867787,6.009629,80.236407,-11.966008
29.04489,6.376946,80.233582,-11.971154
29.221993,4.861605,80.230757,-11.976299
29.399096,3.289564,80.227932,-11.981444
29.576199,3.251478,80.225107,-11.98659
29.753302,3.244589,80.222282,-11.991735
29.930405,3.702148,80.219458,-11.996881
30.107508,3.683528,80.216632,-12.002026
30.284611,3.178277,80.213807,-12.007172
30.461714,3.967084,80.210981,-12.012316
30.638817,3.859088,80.208155,-12.017462
30.81592,3.042403,80.20533,-12.022607
30.993023,4.513664,80.202505,-12.027753
31.170126,4.867499,80.199678,-12.032897
31.347229,4.529026,80.196853,-12.038043
31.524332,4.598466,80.194026,-12.043188
31.701435,4.47544,80.1912,-12.048333
31.878538,3.827287,80.188375,-12.053478
32.055641,3.476143,80.185548,-12.058623
