position,TerrainHeight,lon,lat
0,-31.895999,80.695408,-11.126923
0.177103,-6.009448,80.692601,-11.132073
0.354206,11.486136,80.689793,-11.137223
0.531309,19.028105,80.686985,-11.142373
0.708412,17.070703,80.684177,-11.147523
0.885515,16.926851,80.681369,-11.152672
1.062618,29.903737,80.678561,-11.157823
1.239721,53.458102,80.675753,-11.162973
1.416824,84.067523,80.672944,-11.168122
1.593927,114.792885,80.670136,-11.173272
1.77103,134.45584,80.667327,-11.178422
1.948133,144.163572,80.664518,-11.183571
2.125236,142.810141,80.66171,-11.188721
2.302339,128.853778,80.6589,-11.19387
2.479442,104.717172,80.656091,-11.19902
2.656545,75.392481,80.653282,-11.204169
2.833648,47.930253,80.650473,-11.209319
3.010751,21.857927,80.647664,-11.214469
3.187854,9.353483,80.644855,-11.219618
3.364957,9.501848,80.642045,-11.224768
3.54206,36.083214,80.639235,-11.229917
3.719163,76.414537,80.636425,-11.235066
3.896266,128.269719,80.633616,-11.240215
4.073369,190.170467,80.630806,-11.245365
4.250472,253.514171,80.627996,-11.250514
4.427575,313.690394,80.625186,-11.255664
4.604678,368.575582,80.622376,-11.260813
4.781781,408.797794,80.619566,-11.265962
4.958884,432.172281,80.616755,-11.271112
5.135987,440.052748,80.613945,-11.276261
5.31309,436.422872,80.611134,-11.28141
5.490193,429.582186,80.608324,-11.286559
5.667296,425.842323,80.605513,-11.291708
5.844399,432.675942,80.602702,-11.296857
6.021502,437.876233,80.59989,-11.302006
6.198605,435.424898,80.59708,-11.307155
6.375708,422.52022,80.594269,-11.312304
6.552811,403.059772,80.591457,-11.317453
6.729914,390.068103,80.588645,-11.322602
6.907017,392.317746,80.585834,-11.327751
7.08412,406.752467,80.583022,-11.3329
7.261222,422.842166,80.580211,-11.338049
7.438325,436.977036,80.577399,-11.343197
7.615428,446.488282,80.574587,-11.348347
7.792531,460.456533,80.571775,-11.353495
7.969634,482.369329,80.568963,-11.358644
8.146737,498.051437,80.566151,-11.363793
8.32384,510.325303,80.563339,-11.368942
8.500943,518.799777,80.560526,-11.37409
8.678046,533.689554,80.557713,-11.379239
8.855149,554.167106,80.554901,-11.384388
9.032252,568.823828,80.552088,-11.389536
9.209355,577.864826,80.549275,-11.394684
9.386458,586.334853,80.546463,-11.399833
9.563561,593.062459,80.543649,-11.404982
9.740664,593.645129,80.540836,-11.41013
9.917767,589.242812,80.538022,-11.415279
10.09487,582.637661,80.53521,-11.420427
10.271973,578.465389,80.532396,-11.425576
10.449076,577.58254,80.529582,-11.430724
10.626179,579.439107,80.526768,-11.435872
10.803282,583.899394,80.523955,-11.441021
10.980385,590.448206,80.521142,-11.446169
11.157488,602.487804,80.518327,-11.451317
11.334591,617.891272,80.515514,-11.456466
11.511694,640.301821,80.512699,-11.461614
11.688797,667.881137,80.509885,-11.466762
11.8659,693.820136,80.507071,-11.47191
12.043003,716.865707,80.504256,-11.477059
12.220106,742.059661,80.501442,-11.482207
12.397209,768.561795,80.498626,-11.487354
12.574312,793.198457,80.495812,-11.492503
12.751415,815.217941,80.492997,-11.497651
12.928518,820.26887,80.490183,-11.502799
13.105621,795.917726,80.487367,-11.507947
13.282724,744.900045,80.484552,-11.513095
13.459827,679.610429,80.481736,-11.518242
13.63693,599.43807,80.478922,-11.523391
13.814033,513.908151,80.476105,-11.528538
13.991136,430.451393,80.47329,-11.533686
14.168239,343.687547,80.470475,-11.538834
14.345342,258.485613,80.467658,-11.543982
14.522445,169.536401,80.464842,-11.549129
14.699548,72.252195,80.462026,-11.554277
14.876651,-17.91264,80.459211,-11.559425
15.053754,-102.1719,80.456394,-11.564573
15.230857,-185.482653,80.453578,-11.569721
15.40796,-265.958607,80.450761,-11.574868
15.585063,-346.681682,80.447945,-11.580016
15.762166,-426.724653,80.445129,-11.585164
15.939269,-499.165057,80.442312,-11.590311
16.116372,-567.892013,80.439494,-11.595458
16.293475,-631.202171,80.436678,-11.600606
16.470578,-676.977636,80.433861,-11.605754
16.647681,-703.770697,80.431043,-11.610901
16.824784,-721.230613,80.428226,-11.616048
17.001887,-738.684996,80.425409,-11.621195
17.17899,-754.644568,80.422591,-11.626343
17.356093,-775.370193,80.419774,-11.631491
17.533196,-796.103017,80.416956,-11.636637
17.710299,-817.098614,80.414139,-11.641785
17.887402,-849.335625,80.41132,-11.646932
