position,lon,lat,Clinopyroxene Abundance,FeO Abundance,TerrainHeight,Iron Abundance,Olivine Abundance,Orthopyroxene Abundance,Plagioclase Abundance,TerrainSlope,Titanium Abundance
0,77.689496,-12.450354,10.547538,6.448578,299.963998,7.260421,3.025007,3.753213,82.674243,6.247806,0.306153
0.179778,77.695417,-12.451668,9.101233,7.0676,304.948115,7.263041,2.737232,7.99632,80.165215,5.966303,0.307058
0.359555,77.701337,-12.452981,7.695006,7.492689,303.264764,7.265674,2.963908,10.640102,78.700984,5.889975,0.307962
0.539333,77.707258,-12.454295,5.05836,7.71096,298.14855,7.268319,3.721556,12.799226,78.420859,5.48641,0.308865
0.719111,77.713178,-12.455608,2.70022,7.777615,294.009767,7.270977,3.492806,15.539318,78.267656,4.158649,0.309768
0.898889,77.719099,-12.456922,1.109752,7.767778,287.081081,7.273647,3.114997,17.607372,78.16788,2.36973,0.31067
1.078666,77.72502,-12.458235,0.923288,7.626649,282.283353,7.27633,3.451676,16.685207,78.939829,0.852765,0.311571
1.258444,77.730941,-12.459548,1.137338,7.805116,279.762435,7.279025,3.470414,17.141308,78.250937,1.489058,0.312471
1.438222,77.736862,-12.460861,5.044886,7.596883,283.151366,7.281732,2.768813,13.787662,78.398638,3.038492,0.31337
1.618,77.742783,-12.462174,9.088615,7.271553,294.126584,7.284452,2.314932,9.341223,79.255231,3.209264,0.314269
1.797777,77.748704,-12.463486,6.289528,7.636197,300.117312,7.286571,2.421678,13.278006,78.010786,2.166757,0.315167
1.977555,77.754625,-12.464799,6.576441,7.780626,300.105902,7.286559,2.424262,13.631263,77.36803,1.849527,0.316064
2.157333,77.760546,-12.466111,9.702474,7.654669,307.196798,7.286424,2.378622,10.309129,77.609774,2.888911,0.31696
2.33711,77.766468,-12.467423,11.562694,7.72029,319.649925,7.286295,2.504767,8.711204,77.221332,4.656267,0.317856
2.516888,77.772389,-12.468735,12.932381,7.727239,334.842723,7.286172,2.928559,6.852831,77.286226,6.76592,0.318751
2.696666,77.77831,-12.470047,12.042697,7.521646,352.819948,7.286055,3.877609,5.497071,78.582622,8.365819,0.319645
2.876444,77.784232,-12.471359,11.671057,7.369608,374.251615,7.285944,3.590193,5.60298,79.135771,8.855153,0.320538
3.056221,77.790153,-12.472671,7.94959,7.525546,397.322104,7.285839,3.466763,9.835137,78.748511,8.54509,0.32143
3.235999,77.796075,-12.473983,10.935945,7.70367,417.672651,7.285741,2.702132,8.934598,77.427323,8.18554,0.322322
3.415777,77.801996,-12.475294,12.530062,7.625247,441.454406,7.285648,2.80659,6.906344,77.757004,8.073561,0.323213
3.595554,77.807918,-12.476606,13.379341,7.462344,465.596816,7.285562,3.271199,4.862507,78.486948,8.001868,0.324103
3.775332,77.81384,-12.477917,11.9389,7.401203,489.042661,7.285482,3.155678,6.09504,78.81038,7.726014,0.324992
3.95511,77.819762,-12.479228,12.084394,6.982495,512.599116,7.285408,3.486094,3.925142,80.504369,7.180908,0.325881
4.134888,77.825683,-12.480539,13.38973,7.062678,533.18097,7.28534,3.196696,3.430449,79.983125,6.033526,0.326768
4.314665,77.831605,-12.48185,14.56517,7.15461,549.778558,7.285279,3.200542,2.688618,79.545671,4.582081,0.327655
4.494443,77.837527,-12.48316,15.099003,7.299989,561.822874,7.285223,2.122736,4.215199,78.563062,2.571087,0.328541
4.674221,77.843449,-12.484471,14.330794,7.472628,565.167826,7.285174,1.913841,5.955437,77.799928,0.954986,0.329427
4.853999,77.849371,-12.485781,11.221242,7.75782,559.958584,7.285131,2.506537,9.150821,77.1214,2.93857,0.330311
5.033776,77.855294,-12.487092,9.60504,7.676122,551.590652,7.285094,2.800216,9.850525,77.744215,3.830394,0.331195
5.213554,77.861216,-12.488402,8.961485,7.628578,540.856018,7.285063,2.469191,10.690432,77.878891,3.388308,0.332078
5.393332,77.867138,-12.489712,7.854939,7.355647,534.232645,7.285038,2.574782,10.496814,79.073466,2.522606,0.33296
5.573109,77.87306,-12.491022,7.862224,7.169079,531.749777,7.28502,2.850927,9.311653,79.975195,1.873546,0.333842
5.752887,77.878983,-12.492332,6.958929,7.531047,528.153444,7.285007,3.157756,11.14236,78.740956,1.298252,0.334722
5.932665,77.884905,-12.493641,5.848468,7.902315,524.813569,7.285001,2.794654,14.163112,77.193765,1.747773,0.335602
6.112443,77.890828,-12.494951,5.29799,7.949439,517.390044,7.285001,2.570092,15.235388,76.896528,2.97183,0.336481
6.29222,77.89675,-12.49626,4.425037,7.945226,508.570379,7.285007,2.77127,15.793885,77.009806,3.700489,0.33736
6.471998,77.902673,-12.49757,2.713283,7.895659,498.746975,7.285019,3.424927,16.280996,77.580791,4.269423,0.338237
6.651776,77.908596,-12.498879,2.317503,7.700931,488.935918,7.285037,4.113919,14.908958,78.659618,4.334631,0.339114
6.831554,77.914518,-12.500188,4.471877,7.292539,483.994618,7.285062,3.623019,11.835592,80.069512,4.290437,0.33999
7.011331,77.920441,-12.501497,5.187868,7.425948,483.707924,7.285092,3.101751,12.488191,79.222189,4.091553,0.340865
7.191109,77.926364,-12.502805,5.719945,7.780658,484.635187,7.285129,2.954018,13.690484,77.635549,3.735007,0.34174
7.370887,77.932287,-12.504114,9.719389,7.709322,493.992808,7.285171,2.96014,9.577728,77.74274,4.348139,0.342613
7.550664,77.93821,-12.505423,12.529607,7.64551,509.40358,7.28522,2.960065,6.805145,77.705182,4.669165,0.343486
7.730442,77.944133,-12.506731,11.931617,7.562924,523.600452,7.285276,2.732162,7.337787,77.998433,4.063902,0.344358
7.91022,77.950056,-12.508039,10.668262,7.4841,534.477625,7.285337,2.255684,8.84341,78.232645,3.399508,0.34523
8.089998,77.955979,-12.509347,9.402212,7.48603,543.537602,7.285404,2.571695,9.631448,78.394646,2.896293,0.3461
8.269775,77.961903,-12.510655,8.656561,7.68745,552.48748,7.285478,3.7645,9.471606,78.107332,2.528566,0.34697
8.449553,77.967826,-12.511963,6.812631,8.084606,559.610935,7.285557,4.305054,11.967721,76.914593,2.293471,0.347839
8.629331,77.973749,-12.513271,7.746418,8.035607,566.25592,7.285643,4.386031,10.718634,77.148913,2.653547,0.348707
8.809109,77.979673,-12.514579,6.909961,8.097323,572.979854,7.285735,4.010618,12.33131,76.748107,4.33605,0.349574
8.988886,77.985596,-12.515886,10.901143,7.755888,591.873127,7.285833,2.55489,9.275872,77.268092,6.686241,0.350441
9.168664,77.99152,-12.517193,14.343732,7.27331,618.898723,7.285937,2.435678,4.398717,78.821873,8.530117,0.351307
9.348442,77.997443,-12.518501,12.659541,7.014095,644.813085,7.286047,3.809518,2.950305,80.580639,10.149633,0.352172
9.528219,78.003367,-12.519808,14.632127,7.145146,681.824117,7.286163,3.716445,1.935162,79.716264,10.163657,0.353036
9.707997,78.009291,-12.521115,15.206758,7.585591,710.654929,7.286286,3.140985,3.961576,77.69068,8.737635,0.3539
9.887775,78.015214,-12.522421,15.637132,7.569553,736.069634,7.286414,2.688349,4.06751,77.60701,8.138983,0.354762
10.067553,78.021138,-12.523728,14.644406,7.532749,759.882246,7.286549,2.788142,4.717358,77.850093,7.465721,0.355624
10.24733,78.027062,-12.525035,12.555329,7.313802,780.156021,7.28669,4.276022,3.579933,79.588718,6.436458,0.356485
10.427108,78.032986,-12.526341,11.679476,7.362566,800.538049,7.286837,3.133633,6.11183,79.075059,5.825339,0.357346
10.606886,78.03891,-12.527647,10.647934,7.607581,817.691745,7.28699,2.958051,8.437332,77.95668,5.240256,0.358205
