position,Orthopyroxene Abundance,lon,lat
0,3.753213,77.689496,-12.450354
0.179778,7.99632,77.695417,-12.451668
0.359555,10.640102,77.701337,-12.452981
0.539333,12.799226,77.707258,-12.454295
0.719111,15.539318,77.713178,-12.455608
0.898889,17.607372,77.719099,-12.456922
1.078666,16.685207,77.72502,-12.458235
1.258444,17.141308,77.730941,-12.459548
1.438222,13.787662,77.736862,-12.460861
1.618,9.341223,77.742783,-12.462174
1.797777,13.278006,77.748704,-12.463486
1.977555,13.631263,77.754625,-12.464799
2.157333,10.309129,77.760546,-12.466111
2.33711,8.711204,77.766468,-12.467423
2.516888,6.852831,77.772389,-12.468735
2.696666,5.497071,77.77831,-12.470047
2.876444,5.60298,77.784232,-12.471359
3.056221,9.835137,77.790153,-12.472671
3.235999,8.934598,77.796075,-12.473983
3.415777,6.906344,77.801996,-12.475294
3.595554,4.862507,77.807918,-12.476606
3.775332,6.09504,77.81384,-12.477917
3.95511,3.925142,77.819762,-12.479228
4.134888,3.430449,77.825683,-12.480539
4.314665,2.688618,77.831605,-12.48185
4.494443,4.215199,77.837527,-12.48316
4.674221,5.955437,77.843449,-12.484471
4.853999,9.150821,77.849371,-12.485781
5.033776,9.850525,77.855294,-12.487092
5.213554,10.690432,77.861216,-12.488402
5.393332,10.496814,77.867138,-12.489712
5.573109,9.311653,77.87306,-12.491022
5.752887,11.14236,77.878983,-12.492332
5.932665,14.163112,77.884905,-12.493641
6.112443,15.235388,77.890828,-12.494951
6.29222,15.793885,77.89675,-12.49626
6.471998,16.280996,77.902673,-12.49757
6.651776,14.908958,77.908596,-12.498879
6.831554,11.835592,77.914518,-12.500188
7.011331,12.488191,77.920441,-12.501497
7.191109,13.690484,77.926364,-12.502805
7.370887,9.577728,77.932287,-12.504114
7.550664,6.805145,77.93821,-12.505423
7.730442,7.337787,77.944133,-12.506731
7.91022,8.84341,77.950056,-12.508039
8.089998,9.631448,77.955979,-12.509347
8.269775,9.471606,77.961903,-12.510655
8.449553,11.967721,77.967826,-12.511963
8.629331,10.718634,77.973749,-12.513271
8.809109,12.33131,77.979673,-12.514579
8.988886,9.275872,77.985596,-12.515886
9.168664,4.398717,77.99152,-12.517193
9.348442,2.950305,77.997443,-12.518501
9.528219,1.935162,78.003367,-12.519808
9.707997,3.961576,78.009291,-12.521115
9.887775,4.06751,78.015214,-12.522421
10.067553,4.717358,78.021138,-12.523728
10.24733,3.579933,78.027062,-12.525035
10.427108,6.11183,78.032986,-12.526341
10.606886,8.437332,78.03891,-12.527647
10.786663,13.613439,78.044834,-12.528954
10.966441,13.264606,78.050758,-12.53026
11.146219,11.685135,78.056683,-12.531566
11.325997,9.524189,78.062607,-12.532871
11.505774,7.751528,78.068531,-12.534177
11.685552,8.223757,78.074455,-12.535483
11.86533,9.607141,78.08038,-12.536788
12.045108,8.534577,78.086304,-12.538093
12.224885,10.761934,78.092229,-12.539398
12.404663,10.019207,78.098154,-12.540703
12.584441,12.367419,78.104078,-12.542008
12.764218,14.287225,78.110003,-12.543313
12.943996,16.261285,78.115928,-12.544618
13.123774,14.788666,78.121853,-12.545921
13.303552,12.722116,78.127778,-12.547226
13.483329,9.958577,78.133702,-12.548531
13.663107,9.108656,78.139628,-12.549835
13.842885,9.544487,78.145553,-12.551139
14.022663,6.960911,78.151478,-12.552443
14.20244,7.06213,78.157403,-12.553746
14.382218,12.281722,78.163328,-12.55505
14.561996,9.797655,78.169254,-12.556353
14.741773,8.215408,78.175179,-12.557657
14.921551,8.727144,78.181104,-12.55896
15.101329,7.330654,78.18703,-12.560263
15.281107,4.435165,78.192956,-12.561566
15.460884,2.957128,78.198881,-12.562869
15.640662,3.633748,78.204807,-12.564171
15.82044,3.695884,78.210733,-12.565474
16.000217,5.453235,78.216658,-12.566776
16.179995,6.952373,78.222584,-12.568078
16.359773,6.964853,78.22851,-12.569381
16.539551,12.588325,78.234436,-12.570683
16.719328,11.823467,78.240362,-12.571985
16.899106,16.280892,78.246288,-12.573286
17.078884,19.95258,78.252215,-12.574588
17.258662,20.215968,78.258141,-12.575889
17.438439,19.344248,78.264067,-12.577191
17.618217,19.344027,78.269993,-12.578492
17.797995,10.233218,78.27592,-12.579793
17.977772,7.641411,78.281846,-12.581094
18.15755,7.531693,78.287773,-12.582395
18.337328,8.385259,78.293699,-12.583696
18.517106,7.710859,78.299626,-12.584996
18.696883,7.56757,78.305553,-12.586297
18.876661,7.869233,78.31148,-12.587597
19.056439,8.989822,78.317406,-12.588897
19.236217,8.101435,78.323333,-12.590197
19.415994,8.251008,78.32926,-12.591497
19.595772,8.315337,78.335187,-12.592797
19.77555,7.605047,78.341114,-12.594097
19.955327,7.314177,78.347042,-12.595396
20.135105,7.370457,78.352969,-12.596696
20.314883,7.545911,78.358896,-12.597995
20.494661,7.781546,78.364823,-12.599294
20.674438,8.768416,78.370751,-12.600593
20.854216,9.698771,78.376678,-12.601892
21.033994,10.347616,78.382606,-12.603191
21.213772,10.685439,78.388533,-12.604489
21.393549,10.956298,78.394461,-12.605788
21.573327,9.741005,78.400388,-12.607086
21.753105,9.645184,78.406316,-12.608384
21.932882,11.597093,78.412244,-12.609683
22.11266,13.492979,78.418172,-12.610981
22.292438,13.767483,78.4241,-12.612278
