position,TerrainHeight,lon,lat
0,-2042.488623,59.454211,-6.506945
0.242193,-2057.438106,59.458945,-6.5134
0.484386,-2065.945363,59.463678,-6.519856
0.726579,-2070.446504,59.468412,-6.526311
0.968772,-2076.820576,59.473147,-6.532766
1.210966,-2095.112257,59.477881,-6.539221
1.453159,-2121.367893,59.482614,-6.545678
1.695352,-2155.921888,59.487348,-6.552133
1.937545,-2190.043319,59.492083,-6.558587
2.179738,-2207.736226,59.496818,-6.565043
2.421931,-2204.525711,59.501551,-6.571499
2.664124,-2175.821308,59.506286,-6.577954
2.906317,-2141.177745,59.511021,-6.584409
3.148511,-2125.328345,59.515757,-6.590863
3.390704,-2125.197342,59.520491,-6.597319
3.632897,-2114.141496,59.525226,-6.603774
3.87509,-2059.994608,59.529962,-6.610228
4.117283,-1983.379767,59.534698,-6.616683
4.359476,-1900.41395,59.539433,-6.623138
4.601669,-1819.372462,59.544168,-6.629593
4.843862,-1750.392022,59.548905,-6.636047
5.086055,-1704.87852,59.553641,-6.642502
5.328249,-1691.950477,59.558377,-6.648957
5.570442,-1685.395425,59.563113,-6.655411
5.812635,-1659.450142,59.567849,-6.661866
6.054828,-1614.746075,59.572585,-6.668321
6.297021,-1573.120583,59.577323,-6.674775
6.539214,-1537.726828,59.582058,-6.68123
6.781407,-1514.969298,59.586796,-6.687684
7.0236,-1509.737555,59.591532,-6.694139
7.265794,-1522.32245,59.59627,-6.700592
7.507987,-1544.739912,59.601006,-6.707047
7.75018,-1566.571328,59.605743,-6.713501
7.992373,-1579.920278,59.610482,-6.719955
8.234566,-1581.729159,59.61522,-6.726409
8.476759,-1576.883407,59.619957,-6.732863
8.718952,-1574.688995,59.624695,-6.739317
8.961145,-1562.62622,59.629433,-6.745771
9.203338,-1542.88314,59.634171,-6.752225
9.445532,-1516.371121,59.638908,-6.758679
9.687725,-1490.638583,59.643647,-6.765133
9.929918,-1473.25094,59.648386,-6.771586
10.172111,-1461.2639,59.653124,-6.778041
10.414304,-1446.41322,59.657862,-6.784494
10.656497,-1427.782784,59.662602,-6.790947
10.89869,-1408.400783,59.667341,-6.797401
11.140883,-1392.482043,59.672079,-6.803855
11.383077,-1372.391292,59.67682,-6.810308
11.62527,-1346.979842,59.681559,-6.816762
11.867463,-1316.660022,59.686298,-6.823215
12.109656,-1278.336042,59.691037,-6.829669
12.351849,-1238.694819,59.695778,-6.836122
12.594042,-1201.702931,59.700518,-6.842575
12.836235,-1178.993091,59.705258,-6.849028
13.078428,-1173.094536,59.709998,-6.855481
13.320621,-1186.7256,59.714737,-6.861935
13.562815,-1196.13696,59.719477,-6.868388
13.805008,-1199.353377,59.724219,-6.874841
14.047201,-1202.057847,59.728958,-6.881294
14.289394,-1198.158598,59.733699,-6.887747
14.531587,-1188.838975,59.73844,-6.8942
14.77378,-1185.082363,59.743181,-6.900653
15.015973,-1168.886699,59.747923,-6.907105
15.258166,-1139.763166,59.752664,-6.913558
15.50036,-1107.424072,59.757406,-6.920011
15.742553,-1098.399729,59.762147,-6.926463
15.984746,-1112.163135,59.766889,-6.932916
16.226939,-1146.034855,59.77163,-6.939369
16.469132,-1176.029529,59.776372,-6.945822
16.711325,-1191.22453,59.781114,-6.952274
16.953518,-1167.394664,59.785857,-6.958726
17.195711,-1095.862587,59.790599,-6.965178
17.437904,-1006.69594,59.795342,-6.971631
17.680098,-927.567321,59.800084,-6.978083
17.922291,-859.500965,59.804827,-6.984535
18.164484,-799.478842,59.80957,-6.990987
18.406677,-755.155298,59.814312,-6.99744
18.64887,-712.179386,59.819055,-7.003892
18.891063,-664.266153,59.823799,-7.010344
19.133256,-620.62525,59.828543,-7.016796
19.375449,-594.282117,59.833286,-7.023248
19.617642,-578.250698,59.838029,-7.0297
19.859836,-563.484857,59.842773,-7.036152
20.102029,-547.67123,59.847516,-7.042604
20.344222,-539.051526,59.85226,-7.049056
20.586415,-551.261553,59.857004,-7.055508
20.828608,-578.229786,59.86175,-7.061959
21.070801,-614.955648,59.866494,-7.06841
21.312994,-631.492096,59.871238,-7.074862
21.555187,-617.262502,59.875983,-7.081313
21.797381,-591.846419,59.880727,-7.087766
22.039574,-558.378584,59.885473,-7.094216
22.281767,-531.976398,59.890218,-7.100668
