position,Iron Abundance,lon,lat
0,10.204218,59.454211,-6.506945
0.242193,10.191643,59.458945,-6.5134
0.484386,10.178921,59.463678,-6.519856
0.726579,10.166052,59.468412,-6.526311
0.968772,10.153037,59.473147,-6.532766
1.210966,10.139875,59.477881,-6.539221
1.453159,10.126565,59.482614,-6.545678
1.695352,10.11311,59.487348,-6.552133
1.937545,10.099507,59.492083,-6.558587
2.179738,10.085757,59.496818,-6.565043
2.421931,10.07186,59.501551,-6.571499
2.664124,10.057816,59.506286,-6.577954
2.906317,10.043626,59.511021,-6.584409
3.148511,10.029289,59.515757,-6.590863
3.390704,10.014805,59.520491,-6.597319
3.632897,10.000174,59.525226,-6.603774
3.87509,9.985396,59.529962,-6.610228
4.117283,9.970472,59.534698,-6.616683
4.359476,9.9554,59.539433,-6.623138
4.601669,9.940182,59.544168,-6.629593
4.843862,9.924817,59.548905,-6.636047
5.086055,9.909305,59.553641,-6.642502
5.328249,9.893645,59.558377,-6.648957
5.570442,9.877839,59.563113,-6.655411
5.812635,9.861886,59.567849,-6.661866
6.054828,9.845787,59.572585,-6.668321
6.297021,9.829541,59.577323,-6.674775
6.539214,9.813147,59.582058,-6.68123
6.781407,9.796606,59.586796,-6.687684
7.0236,9.779919,59.591532,-6.694139
7.265794,9.763084,59.59627,-6.700592
7.507987,9.746103,59.601006,-6.707047
7.75018,9.728974,59.605743,-6.713501
7.992373,9.711699,59.610482,-6.719955
8.234566,9.694277,59.61522,-6.726409
8.476759,9.676708,59.619957,-6.732863
8.718952,9.659061,59.624695,-6.739317
8.961145,9.64175,59.629433,-6.745771
9.203338,9.626812,59.634171,-6.752225
9.445532,9.611898,59.638908,-6.758679
9.687725,9.597008,59.643647,-6.765133
9.929918,9.582143,59.648386,-6.771586
10.172111,9.567302,59.653124,-6.778041
10.414304,9.552485,59.657862,-6.784494
10.656497,9.537692,59.662602,-6.790947
10.89869,9.522924,59.667341,-6.797401
11.140883,9.50818,59.672079,-6.803855
11.383077,9.49346,59.67682,-6.810308
11.62527,9.478764,59.681559,-6.816762
11.867463,9.464093,59.686298,-6.823215
12.109656,9.449446,59.691037,-6.829669
12.351849,9.434823,59.695778,-6.836122
12.594042,9.420225,59.700518,-6.842575
12.836235,9.40565,59.705258,-6.849028
13.078428,9.3911,59.709998,-6.855481
13.320621,9.376575,59.714737,-6.861935
13.562815,9.362073,59.719477,-6.868388
13.805008,9.347596,59.724219,-6.874841
14.047201,9.333142,59.728958,-6.881294
14.289394,9.318714,59.733699,-6.887747
14.531587,9.304309,59.73844,-6.8942
14.77378,9.289929,59.743181,-6.900653
15.015973,9.275865,59.747923,-6.907105
15.258166,9.262307,59.752664,-6.913558
15.50036,9.25078,59.757406,-6.920011
15.742553,9.239203,59.762147,-6.926463
15.984746,9.227578,59.766889,-6.932916
16.226939,9.215904,59.77163,-6.939369
16.469132,9.20418,59.776372,-6.945822
16.711325,9.192407,59.781114,-6.952274
16.953518,9.180586,59.785857,-6.958726
17.195711,9.168715,59.790599,-6.965178
17.437904,9.156795,59.795342,-6.971631
17.680098,9.144826,59.800084,-6.978083
17.922291,9.132808,59.804827,-6.984535
18.164484,9.12074,59.80957,-6.990987
18.406677,9.108624,59.814312,-6.99744
18.64887,9.096459,59.819055,-7.003892
