position,Olivine Abundance,lon,lat
0,4.903715,76.369793,-9.064983
0.145098,4.514826,76.369265,-9.06974
0.290195,3.916726,76.368736,-9.074496
0.435293,2.933137,76.368208,-9.079253
0.58039,2.473927,76.36768,-9.084009
0.725488,2.830154,76.367151,-9.088765
0.870585,3.040217,76.366623,-9.093522
1.015683,3.409531,76.366094,-9.098278
1.16078,3.789271,76.365565,-9.103035
1.305878,4.047983,76.365037,-9.107791
1.450975,4.240601,76.364508,-9.112548
1.596073,4.136061,76.36398,-9.117304
1.74117,3.61874,76.363452,-9.122061
1.886268,3.926463,76.362923,-9.126817
2.031365,4.230699,76.362394,-9.131574
2.176463,3.457431,76.361866,-9.13633
2.32156,3.576367,76.361338,-9.141087
2.466658,4.299274,76.360809,-9.145843
2.611755,4.350607,76.36028,-9.1506
2.756853,4.551697,76.359752,-9.155356
2.90195,4.453144,76.359223,-9.160112
3.047048,3.973521,76.358694,-9.164869
3.192145,3.903209,76.358165,-9.169625
3.337243,3.732313,76.357637,-9.174382
3.48234,4.303157,76.357108,-9.179138
3.627438,4.591729,76.356579,-9.183895
3.772535,4.893972,76.35605,-9.188651
3.917633,4.54878,76.355522,-9.193408
4.062731,5.251624,76.354993,-9.198164
4.207828,6.988811,76.354464,-9.202921
4.352926,8.642376,76.353935,-9.207677
4.498023,9.57801,76.353407,-9.212434
4.643121,11.289228,76.352878,-9.21719
4.788218,10.330086,76.352349,-9.221946
4.933316,5.768936,76.35182,-9.226703
5.078413,2.364185,76.351291,-9.231459
5.223511,3.094189,76.350762,-9.236216
5.368608,1.986897,76.350234,-9.240972
5.513706,1.900506,76.349704,-9.245729
5.658803,4.254105,76.349175,-9.250485
5.803901,10.17434,76.348646,-9.255241
5.948998,13.291126,76.348118,-9.259998
6.094096,14.333309,76.347589,-9.264754
6.239193,18.244247,76.34706,-9.269511
6.384291,19.841093,76.346531,-9.274267
6.529388,14.95175,76.346002,-9.279024
6.674486,4.290457,76.345473,-9.28378
6.819583,3.429476,76.344944,-9.288537
6.964681,2.850984,76.344414,-9.293293
7.109778,2.571857,76.343885,-9.298049
7.254876,6.783044,76.343356,-9.302806
7.399973,11.130403,76.342827,-9.307562
7.545071,12.630726,76.342298,-9.312319
7.690168,21.13697,76.341769,-9.317075
7.835266,26.006841,76.34124,-9.321832
7.980364,25.074182,76.340711,-9.326588
8.125461,22.2608,76.340181,-9.331344
8.270559,11.784385,76.339652,-9.336101
8.415656,2.815142,76.339123,-9.340857
8.560754,1.195168,76.338594,-9.345614
8.705851,3.376259,76.338065,-9.35037
