position,lon,lat,Clinopyroxene Abundance,FeO Abundance,TerrainHeight,Iron Abundance,Olivine Abundance,Orthopyroxene Abundance,Plagioclase Abundance,TerrainSlope,Titanium Abundance
0,76.369793,-9.064983,13.457361,7.704035,715.965546,7.191977,4.903715,3.413099,78.225825,9.120376,1.200118
0.145098,76.369265,-9.06974,12.254656,7.815453,732.397761,7.195839,4.514826,5.604034,77.626484,8.452562,1.197037
0.290195,76.368736,-9.074496,12.027227,7.907581,744.496429,7.199702,3.916726,7.022101,77.033944,6.951556,1.193957
0.435293,76.368208,-9.079253,13.024308,7.972121,755.740193,7.203568,2.933137,7.717044,76.325509,6.417586,1.190878
0.58039,76.36768,-9.084009,14.638085,7.981434,767.421567,7.207436,2.473927,6.885619,76.002368,6.159325,1.187799
0.725488,76.367151,-9.088765,11.854719,8.023681,779.955742,7.211306,2.830154,9.186154,76.128973,6.234795,1.184721
0.870585,76.366623,-9.093522,11.951373,7.906532,794.476831,7.215177,3.040217,8.266392,76.742014,6.073381,1.181644
1.015683,76.366094,-9.098278,10.937144,7.811227,806.680873,7.219051,3.409531,8.321009,77.332314,4.90318,1.178567
1.16078,76.365565,-9.103035,10.180014,7.811693,816.798814,7.222927,3.789271,8.516423,77.514288,3.578883,1.175491
1.305878,76.365037,-9.107791,9.816193,7.803805,829.691271,7.226805,4.047983,8.381958,77.753864,4.870739,1.172415
1.450975,76.364508,-9.112548,9.538848,7.793502,848.03303,7.230685,4.240601,8.311862,77.908689,7.584927,1.16934
1.596073,76.36398,-9.117304,9.765488,7.894461,867.092876,7.234567,4.136061,8.701042,77.397408,8.383801,1.166266
1.74117,76.363452,-9.122061,11.514097,7.894027,885.932778,7.238451,3.61874,7.846107,77.021053,8.162992,1.163192
1.886268,76.362923,-9.126817,10.708695,7.807722,902.860826,7.242337,3.926463,7.722885,77.641956,7.334915,1.160119
2.031365,76.362394,-9.131574,10.024201,7.841514,913.389467,7.246225,4.230699,8.130242,77.614858,5.799071,1.157046
2.176463,76.361866,-9.13633,10.476589,7.914539,920.868061,7.250115,3.457431,9.100013,76.965966,5.124451,1.153975
2.32156,76.361338,-9.141087,11.431138,7.739862,930.082421,7.254007,3.576367,7.261326,77.731166,5.352214,1.150903
2.466658,76.360809,-9.145843,11.433261,7.631981,941.227472,7.257901,4.299274,5.908714,78.358749,5.31741,1.147833
2.611755,76.36028,-9.1506,11.042347,7.624354,946.685613,7.261797,4.350607,6.155442,78.451603,4.155506,1.144763
2.756853,76.359752,-9.155356,10.598924,7.613729,948.660948,7.265695,4.551697,6.23247,78.616908,3.165058,1.141694
2.90195,76.359223,-9.160112,10.835139,7.577773,952.351947,7.269595,4.453144,6.001915,78.709805,3.135311,1.138625
3.047048,76.358694,-9.164869,11.408889,7.542261,958.403943,7.273497,3.973521,5.979446,78.638147,3.29166,1.135557
3.192145,76.358165,-9.169625,12.599799,7.471893,963.863462,7.277401,3.903209,5.170649,78.326345,3.016537,1.132489
3.337243,76.357637,-9.174382,12.099148,7.448766,970.580349,7.281307,3.732313,5.56041,78.608129,3.479677,1.129422
3.48234,76.357108,-9.179138,11.152151,7.426822,981.851598,7.285216,4.303157,5.513322,79.03137,4.487296,1.126356
3.627438,76.356579,-9.183895,10.474687,7.329299,992.196324,7.289126,4.591729,5.469601,79.463985,4.410982,1.123291
3.772535,76.35605,-9.188651,10.453072,7.14434,1001.599619,7.293038,4.893972,4.423427,80.229532,3.344326,1.120226
3.917633,76.355522,-9.193408,9.871076,7.34562,1004.175934,7.296952,4.54878,6.417237,79.162906,1.517557,1.117161
4.062731,76.354993,-9.198164,8.634864,7.446671,997.730941,7.300869,5.251624,7.119771,78.993743,2.949519,1.114098
4.207828,76.354464,-9.202921,9.676158,7.080441,999.113467,7.304787,6.988811,2.343289,80.991741,4.558594,1.111034
4.352926,76.353935,-9.207677,8.414102,6.944696,1017.224133,7.308707,8.642376,1.901161,81.042362,6.959693,1.107972
4.498023,76.353407,-9.212434,8.5661,7.365257,1036.329417,7.31263,9.57801,3.709579,78.146309,7.519529,1.10491
4.643121,76.352878,-9.21719,7.02323,7.60799,1054.793179,7.316554,11.289228,5.026668,76.660874,7.454389,1.101849
4.788218,76.352349,-9.221946,6.45409,7.582605,1075.060869,7.32048,10.330086,6.987156,76.228668,7.92089,1.098788
4.933316,76.35182,-9.226703,6.076399,7.549555,1093.169681,7.324409,5.768936,13.860366,74.294298,8.126415,1.095728
5.078413,76.351291,-9.231459,7.174227,7.609016,1112.997969,7.328339,2.364185,18.706649,71.754939,8.424821,1.092669
5.223511,76.350762,-9.236216,5.299204,7.544057,1130.052264,7.332271,3.094189,20.132639,71.473966,8.281628,1.08961
5.368608,76.350234,-9.240972,6.54873,7.432426,1141.712184,7.336206,1.986897,21.235921,70.228452,8.156379,1.086552
5.513706,76.349704,-9.245729,5.794889,7.498712,1157.879673,7.340142,1.900506,22.924401,69.380206,8.846237,1.083495
5.658803,76.349175,-9.250485,8.108998,7.510764,1174.727979,7.343661,4.254105,15.733975,71.902925,9.73585,1.080438
5.803901,76.348646,-9.255241,7.829989,7.432563,1195.026009,7.346832,10.17434,6.214817,75.780855,9.785879,1.077382
5.948998,76.348118,-9.259998,7.168204,7.325133,1209.777288,7.350003,13.291126,3.903883,75.636786,7.984912,1.074326
6.094096,76.347589,-9.264754,7.567563,7.224132,1215.317695,7.353175,14.333309,3.351867,74.747259,6.189021,1.071271
6.239193,76.34706,-9.269511,5.71602,7.387449,1218.765694,7.356346,18.244247,2.284975,73.75476,5.175556,1.068217
6.384291,76.346531,-9.274267,5.529383,7.683673,1222.737787,7.359517,19.841093,2.35774,72.271785,4.331719,1.065163
6.529388,76.346002,-9.279024,11.228648,7.909075,1231.389184,7.362688,14.95175,4.307663,69.51194,4.731889,1.06211
6.674486,76.345473,-9.28378,21.727236,7.887288,1249.957715,7.36586,4.290457,10.077384,63.904922,6.244054,1.059058
6.819583,76.344944,-9.288537,20.013334,7.724551,1268.070065,7.369031,3.429476,8.495555,68.061632,7.167185,1.056006
6.964681,76.344414,-9.293293,18.996086,7.567201,1290.581214,7.372203,2.850984,7.207956,70.944973,8.251261,1.052955
7.109778,76.343885,-9.298049,20.12304,7.380504,1315.72836,7.375374,2.571857,5.901302,71.403801,9.517636,1.049904
7.254876,76.343356,-9.302806,18.333759,7.289254,1340.230634,7.378545,6.783044,4.994657,69.88854,9.903161,1.046854
7.399973,76.342827,-9.307562,13.276886,7.423574,1363.888038,7.381716,11.130403,5.358178,70.234535,9.675475,1.043805
7.545071,76.342298,-9.312319,12.402892,7.422059,1389.449624,7.384888,12.630726,6.071572,68.89481,9.422815,1.040756
7.690168,76.341769,-9.317075,4.682971,7.437231,1415.82475,7.388059,21.13697,2.40352,71.776539,9.329086,1.037708
7.835266,76.34124,-9.321832,0.195131,7.488071,1440.826101,7.39123,26.006841,0.123754,73.674275,9.712562,1.034661
7.980364,76.340711,-9.326588,0.761821,7.36948,1463.90296,7.394402,25.074182,0.489712,73.674286,9.07967,1.031614
8.125461,76.340181,-9.331344,3.29361,7.415646,1480.809046,7.397573,22.2608,2.295796,72.149795,6.61375,1.028568
8.270559,76.339652,-9.336101,13.341162,7.539985,1491.919048,7.400745,11.784385,6.011162,68.86329,6.419822,1.025522
8.415656,76.339123,-9.340857,22.874754,7.468682,1510.326572,7.403916,2.815142,6.677642,67.632464,8.771668,1.022478
8.560754,76.338594,-9.345614,25.014074,7.179661,1534.756157,7.407087,1.195168,6.044065,67.746695,9.818167,1.019433
8.705851,76.338065,-9.35037,23.002014,6.984424,1555.104053,7.410259,3.376259,5.98921,67.63252,8.052125,1.01639
8.850949,76.337535,-9.355127,17.667937,6.931278,1571.123591,7.41343,9.643976,4.328125,68.359964,6.240686,1.013346
8.996046,76.337006,-9.359883,13.060897,6.968625,1585.070366,7.416602,13.470462,3.43654,70.032104,5.201137,1.010304
9.141144,76.336476,-9.364639,16.606886,6.879418,1592.991089,7.419773,7.609556,6.012292,69.771264,2.907481,1.007262
9.286241,76.335948,-9.369396,16.963576,7.015102,1589.532851,7.422944,6.302003,7.56376,69.170658,2.334226,1.004221
9.431339,76.335418,-9.374152,10.59871,7.272394,1575.058698,7.426116,10.386599,5.831407,73.183281,6.02425,1.001181
9.576436,76.334889,-9.378909,2.337221,7.263674,1549.183683,7.429288,17.396344,1.574211,78.692223,10.627814,0.998141
9.721534,76.33436,-9.383665,7.470427,6.681032,1520.297389,7.432459,12.740258,1.661401,78.127913,13.77134,0.995101
9.866631,76.33383,-9.388422,13.21672,6.582522,1477.379303,7.435631,9.807745,4.955052,72.020481,17.382503,0.992063
10.011729,76.333301,-9.393178,18.474883,6.407961,1415.608637,7.438802,5.433207,5.197076,70.894834,21.138901,0.989025
10.156826,76.332771,-9.397934,20.965151,5.777151,1361.121542,7.441973,0.939214,2.54058,75.555053,21.697352,0.985987
10.301924,76.332242,-9.402691,21.266033,5.73055,1307.892774,7.445145,2.042187,2.544524,74.147258,21.753146,0.982951
10.447021,76.331712,-9.407447,17.325784,5.856557,1247.573048,7.448317,7.29241,2.356414,73.02539,23.766337,0.979914
10.592119,76.331183,-9.412204,11.03279,5.816289,1180.195621,7.451488,12.511896,1.25918,75.196132,26.210346,0.976879
10.737216,76.330654,-9.41696,14.428664,5.698818,1108.288007,7.454659,8.742081,1.091706,75.737547,28.706533,0.973844
10.882314,76.330124,-9.421717,20.155833,5.579092,1029.195881,7.457831,2.919248,2.416502,74.508417,31.159921,0.97081
11.027411,76.329595,-9.426473,21.151087,5.438496,944.490603,7.461003,0.845439,3.1351,74.868375,31.110924,0.967776
