position,Titanium Abundance,lon,lat
0,1.200118,76.369793,-9.064983
0.145098,1.197037,76.369265,-9.06974
0.290195,1.193957,76.368736,-9.074496
0.435293,1.190878,76.368208,-9.079253
0.58039,1.187799,76.36768,-9.084009
0.725488,1.184721,76.367151,-9.088765
0.870585,1.181644,76.366623,-9.093522
1.015683,1.178567,76.366094,-9.098278
1.16078,1.175491,76.365565,-9.103035
1.305878,1.172415,76.365037,-9.107791
1.450975,1.16934,76.364508,-9.112548
1.596073,1.166266,76.36398,-9.117304
1.74117,1.163192,76.363452,-9.122061
1.886268,1.160119,76.362923,-9.126817
2.031365,1.157046,76.362394,-9.131574
2.176463,1.153975,76.361866,-9.13633
2.32156,1.150903,76.361338,-9.141087
2.466658,1.147833,76.360809,-9.145843
2.611755,1.144763,76.36028,-9.1506
2.756853,1.141694,76.359752,-9.155356
2.90195,1.138625,76.359223,-9.160112
3.047048,1.135557,76.358694,-9.164869
3.192145,1.132489,76.358165,-9.169625
3.337243,1.129422,76.357637,-9.174382
3.48234,1.126356,76.357108,-9.179138
3.627438,1.123291,76.356579,-9.183895
3.772535,1.120226,76.35605,-9.188651
3.917633,1.117161,76.355522,-9.193408
4.062731,1.114098,76.354993,-9.198164
4.207828,1.111034,76.354464,-9.202921
4.352926,1.107972,76.353935,-9.207677
4.498023,1.10491,76.353407,-9.212434
4.643121,1.101849,76.352878,-9.21719
4.788218,1.098788,76.352349,-9.221946
4.933316,1.095728,76.35182,-9.226703
5.078413,1.092669,76.351291,-9.231459
5.223511,1.08961,76.350762,-9.236216
5.368608,1.086552,76.350234,-9.240972
5.513706,1.083495,76.349704,-9.245729
5.658803,1.080438,76.349175,-9.250485
5.803901,1.077382,76.348646,-9.255241
5.948998,1.074326,76.348118,-9.259998
6.094096,1.071271,76.347589,-9.264754
6.239193,1.068217,76.34706,-9.269511
6.384291,1.065163,76.346531,-9.274267
6.529388,1.06211,76.346002,-9.279024
6.674486,1.059058,76.345473,-9.28378
6.819583,1.056006,76.344944,-9.288537
6.964681,1.052955,76.344414,-9.293293
7.109778,1.049904,76.343885,-9.298049
7.254876,1.046854,76.343356,-9.302806
7.399973,1.043805,76.342827,-9.307562
7.545071,1.040756,76.342298,-9.312319
7.690168,1.037708,76.341769,-9.317075
7.835266,1.034661,76.34124,-9.321832
7.980364,1.031614,76.340711,-9.326588
8.125461,1.028568,76.340181,-9.331344
8.270559,1.025522,76.339652,-9.336101
8.415656,1.022478,76.339123,-9.340857
8.560754,1.019433,76.338594,-9.345614
8.705851,1.01639,76.338065,-9.35037
8.850949,1.013346,76.337535,-9.355127
8.996046,1.010304,76.337006,-9.359883
9.141144,1.007262,76.336476,-9.364639
9.286241,1.004221,76.335948,-9.369396
9.431339,1.001181,76.335418,-9.374152
9.576436,0.998141,76.334889,-9.378909
9.721534,0.995101,76.33436,-9.383665
9.866631,0.992063,76.33383,-9.388422
10.011729,0.989025,76.333301,-9.393178
10.156826,0.985987,76.332771,-9.397934
10.301924,0.982951,76.332242,-9.402691
10.447021,0.979914,76.331712,-9.407447
10.592119,0.976879,76.331183,-9.412204
10.737216,0.973844,76.330654,-9.41696
10.882314,0.97081,76.330124,-9.421717
11.027411,0.967776,76.329595,-9.426473
11.172509,0.964743,76.329065,-9.431229
11.317606,0.961711,76.328536,-9.435986
11.462704,0.958679,76.328006,-9.440742
11.607801,0.955648,76.327477,-9.445499
11.752899,0.952617,76.326947,-9.450255
11.897996,0.949588,76.326417,-9.455011
12.043094,0.946558,76.325888,-9.459768
12.188192,0.94353,76.325358,-9.464524
12.333289,0.940502,76.324829,-9.469281
12.478387,0.937474,76.324299,-9.474037
12.623484,0.934448,76.32377,-9.478794
12.768582,0.931422,76.32324,-9.48355
12.913679,0.928396,76.322711,-9.488306
13.058777,0.925371,76.322181,-9.493063
13.203874,0.922347,76.321651,-9.497819
13.348972,0.919323,76.321121,-9.502576
13.494069,0.9163,76.320591,-9.507332
13.639167,0.913278,76.320062,-9.512088
13.784264,0.910256,76.319533,-9.516845
13.929362,0.907235,76.319003,-9.521601
14.074459,0.904215,76.318473,-9.526358
14.219557,0.901195,76.317943,-9.531114
14.364654,0.898176,76.317413,-9.53587
14.509752,0.895157,76.316883,-9.540627
14.654849,0.892139,76.316354,-9.545383
14.799947,0.889122,76.315823,-9.55014
14.945044,0.886105,76.315293,-9.554896
15.090142,0.883089,76.314764,-9.559652
15.235239,0.880074,76.314234,-9.564409
15.380337,0.877059,76.313704,-9.569165
15.525434,0.874045,76.313174,-9.573922
15.670532,0.871031,76.312644,-9.578678
15.815629,0.868018,76.312114,-9.583434
15.960727,0.865006,76.311584,-9.588191
16.105825,0.861994,76.311054,-9.592947
16.250922,0.858983,76.310524,-9.597703
16.39602,0.855973,76.309994,-9.60246
16.541117,0.852963,76.309465,-9.607216
16.686215,0.849954,76.308934,-9.611973
16.831312,0.846946,76.308404,-9.616729
16.97641,0.843938,76.307874,-9.621485
17.121507,0.84093,76.307344,-9.626242
17.266605,0.837924,76.306814,-9.630998
17.411702,0.834918,76.306284,-9.635755
17.5568,0.831912,76.305754,-9.640511
17.701897,0.828908,76.305224,-9.645267
17.846995,0.825904,76.304693,-9.650024
17.992092,0.8229,76.304163,-9.65478
18.13719,0.819897,76.303633,-9.659536
18.282287,0.816895,76.303103,-9.664293
18.427385,0.813893,76.302572,-9.669049
18.572482,0.810892,76.302042,-9.673806
18.71758,0.807892,76.301512,-9.678562
18.862677,0.804892,76.300982,-9.683318
19.007775,0.801893,76.300451,-9.688075
19.152872,0.798895,76.299921,-9.692831
19.29797,0.795897,76.299391,-9.697587
19.443067,0.7929,76.298861,-9.702344
19.588165,0.789903,76.29833,-9.7071
19.733262,0.786907,76.2978,-9.711857
19.87836,0.783912,76.29727,-9.716613
20.023458,0.780917,76.296739,-9.721369
20.168555,0.777923,76.296208,-9.726126
20.313653,0.77493,76.295678,-9.730882
20.45875,0.771937,76.295148,-9.735638
20.603848,0.768945,76.294618,-9.740395
20.748945,0.765953,76.294087,-9.745151
20.894043,0.762962,76.293556,-9.749907
21.03914,0.759972,76.293026,-9.754664
21.184238,0.756982,76.292496,-9.75942
21.329335,0.753993,76.291965,-9.764177
21.474433,0.751005,76.291435,-9.768933
21.61953,0.748017,76.290904,-9.773689
21.764628,0.74503,76.290373,-9.778446
21.909725,0.742043,76.289843,-9.783202
22.054823,0.739057,76.289312,-9.787958
22.19992,0.736072,76.288781,-9.792715
22.345018,0.733088,76.288251,-9.797471
22.490115,0.730104,76.28772,-9.802227
22.635213,0.72712,76.28719,-9.806984
22.78031,0.724137,76.286659,-9.81174
22.925408,0.721155,76.286128,-9.816496
23.070505,0.718174,76.285598,-9.821253
23.215603,0.715193,76.285067,-9.826009
23.3607,0.712213,76.284536,-9.830765
23.505798,0.709233,76.284005,-9.835522
23.650895,0.706254,76.283474,-9.840278
23.795993,0.703276,76.282944,-9.845035
23.941091,0.700298,76.282413,-9.849791
24.086188,0.697321,76.281882,-9.854547
24.231286,0.694345,76.281351,-9.859304
24.376383,0.691369,76.28082,-9.86406
24.521481,0.688394,76.28029,-9.868816
24.666578,0.685419,76.279759,-9.873573
24.811676,0.682445,76.279228,-9.878329
24.956773,0.679472,76.278697,-9.883085
25.101871,0.676499,76.278166,-9.887842
25.246968,0.673527,76.277636,-9.892598
25.392066,0.670556,76.277104,-9.897354
25.537163,0.667585,76.276573,-9.902111
25.682261,0.664615,76.276042,-9.906867
25.827358,0.661645,76.275511,-9.911623
25.972456,0.658676,76.27498,-9.91638
26.117553,0.655708,76.274449,-9.921136
26.262651,0.65274,76.273918,-9.925892
26.407748,0.649773,76.273387,-9.930649
26.552846,0.646807,76.272856,-9.935405
26.697943,0.643841,76.272325,-9.940161
26.843041,0.640876,76.271794,-9.944918
26.988138,0.637912,76.271263,-9.949674
27.133236,0.634948,76.270731,-9.95443
27.278333,0.631985,76.2702,-9.959187
27.423431,0.629022,76.269669,-9.963943
27.568528,0.62606,76.269138,-9.968699
27.713626,0.623099,76.268607,-9.973456
27.858723,0.620138,76.268075,-9.978212
28.003821,0.617178,76.267545,-9.982968
28.148919,0.614219,76.267013,-9.987724
28.294016,0.61126,76.266482,-9.992481
28.439114,0.608302,76.26595,-9.997237
28.584211,0.605344,76.26542,-10.001993
28.729309,0.602387,76.264888,-10.00675
28.874406,0.599431,76.264357,-10.011506
29.019504,0.596475,76.263825,-10.016262
29.164601,0.59352,76.263294,-10.021019
29.309699,0.590566,76.262763,-10.025775
29.454796,0.587612,76.262231,-10.030531
29.599894,0.584659,76.2617,-10.035288
29.744991,0.581706,76.261168,-10.040044
29.890089,0.578755,76.260637,-10.0448
30.035186,0.575803,76.260105,-10.049557
30.180284,0.572853,76.259574,-10.054313
30.325381,0.569903,76.259043,-10.059069
30.470479,0.566953,76.258511,-10.063826
30.615576,0.564005,76.25798,-10.068582
30.760674,0.561057,76.257448,-10.073338
30.905771,0.558109,76.256917,-10.078094
31.050869,0.555162,76.256385,-10.082851
31.195966,0.552216,76.255854,-10.087607
