position,Clinopyroxene Abundance,lon,lat
0,8.845676,30.348816,-21.268857
0.212372,8.802962,30.356331,-21.268919
0.424743,9.175353,30.363846,-21.268981
0.637115,9.771941,30.371361,-21.269043
0.849487,8.621415,30.378877,-21.269105
1.061859,9.044535,30.386392,-21.269166
1.27423,10.065274,30.393907,-21.269226
1.486602,10.106065,30.401422,-21.269287
1.698974,9.552048,30.408937,-21.269346
1.911345,9.109123,30.416453,-21.269407
2.123717,9.017457,30.423968,-21.269465
2.336089,8.695731,30.431483,-21.269525
2.54846,8.600562,30.438998,-21.269584
2.760832,8.833077,30.446514,-21.269642
2.973204,8.886087,30.454029,-21.269701
3.185576,10.283345,30.461544,-21.269758
3.397947,11.349693,30.469059,-21.269816
3.610319,11.803962,30.476575,-21.269873
3.822691,12.180791,30.48409,-21.26993
4.035062,12.687575,30.491605,-21.269986
4.247434,12.688989,30.49912,-21.270041
4.459806,12.299412,30.506636,-21.270097
4.672177,13.258132,30.514151,-21.270153
4.884549,12.912121,30.521666,-21.270208
5.096921,11.831301,30.529182,-21.270263
5.309293,11.856138,30.536697,-21.270318
5.521664,11.678105,30.544212,-21.270372
5.734036,12.160898,30.551727,-21.270426
5.946408,12.271127,30.559243,-21.270479
6.158779,12.179663,30.566758,-21.270531
6.371151,11.990003,30.574273,-21.270584
6.583523,9.595743,30.581789,-21.270637
6.795895,10.042219,30.589304,-21.270689
7.008266,10.417242,30.59682,-21.270741
7.220638,10.099452,30.604335,-21.270793
7.43301,9.842351,30.61185,-21.270844
7.645381,9.686281,30.619366,-21.270894
7.857753,8.293199,30.626881,-21.270945
8.070125,6.976304,30.634396,-21.270995
8.282496,7.162872,30.641912,-21.271045
8.494868,6.882863,30.649427,-21.271093
8.70724,6.085201,30.656942,-21.271142
8.919612,6.037624,30.664458,-21.271191
9.131983,6.399225,30.671973,-21.27124
9.344355,8.442973,30.679489,-21.271289
9.556727,8.188953,30.687004,-21.271335
9.769098,6.578932,30.694519,-21.271384
9.98147,7.672372,30.702035,-21.271431
10.193842,9.504846,30.70955,-21.271478
10.406214,7.094294,30.717066,-21.271524
10.618585,6.736042,30.724581,-21.271569
10.830957,7.689233,30.732097,-21.271615
11.043329,8.655911,30.739612,-21.271661
11.2557,2.765927,30.747128,-21.271706
11.468072,0.799484,30.754643,-21.271751
11.680444,1.748937,30.762158,-21.271796
11.892815,2.621214,30.769674,-21.271839
12.105187,3.636715,30.777189,-21.271884
12.317559,5.250055,30.784705,-21.271927
12.529931,5.407935,30.79222,-21.271969
12.742302,5.428807,30.799736,-21.272013
12.954674,6.023785,30.807251,-21.272055
13.167046,4.762982,30.814767,-21.272097
13.379417,5.304657,30.822282,-21.272139
13.591789,5.13875,30.829798,-21.27218
13.804161,4.292965,30.837313,-21.272222
14.016532,4.064975,30.844829,-21.272262
14.228904,3.943995,30.852344,-21.272303
14.441276,3.558619,30.85986,-21.272343
14.653648,3.877321,30.867375,-21.272383
14.866019,4.654129,30.874891,-21.272422
15.078391,4.260439,30.882406,-21.272461
15.290763,4.097003,30.889922,-21.272499
15.503134,4.731883,30.897437,-21.272539
15.715506,3.665379,30.904953,-21.272577
15.927878,2.498863,30.912468,-21.272614
16.14025,2.581994,30.919984,-21.272651
16.352621,2.56421,30.9275,-21.272689
16.564993,1.592683,30.935015,-21.272726
16.777365,1.370857,30.942531,-21.272762
16.989736,3.381559,30.950046,-21.272798
17.202108,6.394152,30.957562,-21.272833
17.41448,6.548786,30.965077,-21.272869
17.626851,7.113439,30.972593,-21.272905
17.839223,7.426647,30.980109,-21.272939
18.051595,7.608087,30.987624,-21.272974
18.263967,5.827034,30.99514,-21.273008
18.476338,7.017022,31.002655,-21.273042
18.68871,6.802447,31.010171,-21.273075
18.901082,6.056923,31.017686,-21.273108
19.113453,5.574039,31.025202,-21.273141
19.325825,6.21281,31.032718,-21.273173
19.538197,6.105312,31.040233,-21.273205
19.750568,6.500378,31.047749,-21.273237
19.96294,6.792812,31.055264,-21.273269
20.175312,8.556909,31.06278,-21.2733
20.387684,7.888724,31.070296,-21.273331
20.600055,8.057224,31.077811,-21.27336
20.812427,8.205988,31.085327,-21.27339
21.024799,8.777942,31.092843,-21.273421
21.23717,9.424123,31.100358,-21.273449
21.449542,8.610548,31.107874,-21.273479
21.661914,7.843176,31.115389,-21.273508
21.874286,6.491072,31.122905,-21.273536
22.086657,5.574844,31.130421,-21.273564
22.299029,5.768748,31.137936,-21.273592
22.511401,5.388905,31.145452,-21.27362
22.723772,5.411948,31.152968,-21.273647
22.936144,6.817177,31.160483,-21.273674
23.148516,5.742985,31.167999,-21.273699
23.360887,5.094448,31.175515,-21.273726
23.573259,4.496022,31.18303,-21.273752
23.785631,4.443714,31.190546,-21.273778
23.998003,4.701653,31.198062,-21.273803
24.210374,7.091544,31.205577,-21.273827
24.422746,5.818933,31.213093,-21.273852
