position,Iron Abundance,lon,lat
0,6.823966,30.348816,-21.268857
0.212372,6.833055,30.356331,-21.268919
0.424743,6.842144,30.363846,-21.268981
0.637115,6.851233,30.371361,-21.269043
0.849487,6.860322,30.378877,-21.269105
1.061859,6.869412,30.386392,-21.269166
1.27423,6.878503,30.393907,-21.269226
1.486602,6.887593,30.401422,-21.269287
1.698974,6.896684,30.408937,-21.269346
1.911345,6.905775,30.416453,-21.269407
2.123717,6.914867,30.423968,-21.269465
2.336089,6.923959,30.431483,-21.269525
2.54846,6.933051,30.438998,-21.269584
2.760832,6.942144,30.446514,-21.269642
2.973204,6.951237,30.454029,-21.269701
3.185576,6.96033,30.461544,-21.269758
3.397947,6.969424,30.469059,-21.269816
3.610319,6.978518,30.476575,-21.269873
3.822691,6.987612,30.48409,-21.26993
4.035062,6.996707,30.491605,-21.269986
4.247434,7.005802,30.49912,-21.270041
4.459806,7.014897,30.506636,-21.270097
4.672177,7.023993,30.514151,-21.270153
4.884549,7.033088,30.521666,-21.270208
5.096921,7.042184,30.529182,-21.270263
5.309293,7.051281,30.536697,-21.270318
5.521664,7.060378,30.544212,-21.270372
5.734036,7.069474,30.551727,-21.270426
5.946408,7.078572,30.559243,-21.270479
6.158779,7.087669,30.566758,-21.270531
6.371151,7.096767,30.574273,-21.270584
6.583523,7.105865,30.581789,-21.270637
6.795895,7.114964,30.589304,-21.270689
7.008266,7.124063,30.59682,-21.270741
7.220638,7.133161,30.604335,-21.270793
7.43301,7.14226,30.61185,-21.270844
7.645381,7.15136,30.619366,-21.270894
7.857753,7.16046,30.626881,-21.270945
8.070125,7.16956,30.634396,-21.270995
8.282496,7.17866,30.641912,-21.271045
8.494868,7.18776,30.649427,-21.271093
8.70724,7.196861,30.656942,-21.271142
8.919612,7.205962,30.664458,-21.271191
9.131983,7.215063,30.671973,-21.27124
9.344355,7.224165,30.679489,-21.271289
9.556727,7.233267,30.687004,-21.271335
9.769098,7.242369,30.694519,-21.271384
9.98147,7.251471,30.702035,-21.271431
10.193842,7.260573,30.70955,-21.271478
10.406214,7.269676,30.717066,-21.271524
10.618585,7.278779,30.724581,-21.271569
10.830957,7.287882,30.732097,-21.271615
11.043329,7.296985,30.739612,-21.271661
11.2557,7.306459,30.747128,-21.271706
11.468072,7.316783,30.754643,-21.271751
11.680444,7.327313,30.762158,-21.271796
11.892815,7.337844,30.769674,-21.271839
12.105187,7.348375,30.777189,-21.271884
12.317559,7.358905,30.784705,-21.271927
12.529931,7.369436,30.79222,-21.271969
12.742302,7.379966,30.799736,-21.272013
12.954674,7.390497,30.807251,-21.272055
13.167046,7.401027,30.814767,-21.272097
13.379417,7.411557,30.822282,-21.272139
13.591789,7.422087,30.829798,-21.27218
13.804161,7.432618,30.837313,-21.272222
14.016532,7.443148,30.844829,-21.272262
14.228904,7.453678,30.852344,-21.272303
14.441276,7.464208,30.85986,-21.272343
14.653648,7.474738,30.867375,-21.272383
14.866019,7.485267,30.874891,-21.272422
15.078391,7.495797,30.882406,-21.272461
15.290763,7.506327,30.889922,-21.272499
15.503134,7.516857,30.897437,-21.272539
15.715506,7.527386,30.904953,-21.272577
15.927878,7.537916,30.912468,-21.272614
16.14025,7.548445,30.919984,-21.272651
16.352621,7.558975,30.9275,-21.272689
16.564993,7.569504,30.935015,-21.272726
16.777365,7.580033,30.942531,-21.272762
16.989736,7.590562,30.950046,-21.272798
17.202108,7.601091,30.957562,-21.272833
17.41448,7.611621,30.965077,-21.272869
17.626851,7.62215,30.972593,-21.272905
17.839223,7.632679,30.980109,-21.272939
18.051595,7.643208,30.987624,-21.272974
18.263967,7.653736,30.99514,-21.273008
18.476338,7.664265,31.002655,-21.273042
18.68871,7.674794,31.010171,-21.273075
18.901082,7.685322,31.017686,-21.273108
19.113453,7.695851,31.025202,-21.273141
19.325825,7.70638,31.032718,-21.273173
19.538197,7.716908,31.040233,-21.273205
19.750568,7.727437,31.047749,-21.273237
19.96294,7.737965,31.055264,-21.273269
20.175312,7.748493,31.06278,-21.2733
20.387684,7.759021,31.070296,-21.273331
20.600055,7.76955,31.077811,-21.27336
20.812427,7.780078,31.085327,-21.27339
21.024799,7.790606,31.092843,-21.273421
21.23717,7.801134,31.100358,-21.273449
21.449542,7.811662,31.107874,-21.273479
21.661914,7.82219,31.115389,-21.273508
21.874286,7.832717,31.122905,-21.273536
22.086657,7.843245,31.130421,-21.273564
22.299029,7.853773,31.137936,-21.273592
22.511401,7.864301,31.145452,-21.27362
22.723772,7.874828,31.152968,-21.273647
22.936144,7.885355,31.160483,-21.273674
23.148516,7.895883,31.167999,-21.273699
23.360887,7.90641,31.175515,-21.273726
23.573259,7.916937,31.18303,-21.273752
23.785631,7.927465,31.190546,-21.273778
23.998003,7.937992,31.198062,-21.273803
24.210374,7.948519,31.205577,-21.273827
24.422746,7.959046,31.213093,-21.273852
24.635118,7.969573,31.220609,-21.273876
24.847489,7.9801,31.228124,-21.2739
25.059861,7.990627,31.23564,-21.273922
25.272233,8.000414,31.243156,-21.273946
25.484605,8.0024,31.250671,-21.273969
25.696976,7.997136,31.258187,-21.273991
25.909348,7.991874,31.265703,-21.274014
26.12172,7.986612,31.273218,-21.274035
26.334091,7.981351,31.280734,-21.274057
26.546463,7.976092,31.28825,-21.274078
26.758835,7.970834,31.295765,-21.274099
26.971206,7.965576,31.303281,-21.274119
27.183578,7.96032,31.310797,-21.274139
27.39595,7.955064,31.318312,-21.274158
27.608322,7.94981,31.325828,-21.274178
27.820693,7.944556,31.333344,-21.274198
28.033065,7.939303,31.34086,-21.274215
28.245437,7.934051,31.348375,-21.274235
28.457808,7.9288,31.355891,-21.274252
28.67018,7.923549,31.363407,-21.27427
28.882552,7.918299,31.370922,-21.274288
29.094923,7.91305,31.378438,-21.274305
29.307295,7.907802,31.385954,-21.274322
29.519667,7.902554,31.39347,-21.274338
29.732039,7.897306,31.400985,-21.274355
29.94441,7.89206,31.408501,-21.27437
30.156782,7.886814,31.416017,-21.274386
30.369154,7.881569,31.423532,-21.274401
30.581525,7.876324,31.431048,-21.274416
30.793897,7.871079,31.438564,-21.27443
31.006269,7.865835,31.44608,-21.274444
31.218641,7.860592,31.453595,-21.274457
31.431012,7.855348,31.461111,-21.274471
31.643384,7.850106,31.468627,-21.274484
31.855756,7.844864,31.476143,-21.274498
32.068127,7.839621,31.483658,-21.274509
32.280499,7.83438,31.491174,-21.274521
32.492871,7.829138,31.49869,-21.274533
32.705242,7.823897,31.506206,-21.274545
32.917614,7.818656,31.513721,-21.274556
33.129986,7.813415,31.521237,-21.274567
33.342358,7.808175,31.528753,-21.274577
33.554729,7.802934,31.536268,-21.274587
33.767101,7.797694,31.543784,-21.274596
33.979473,7.792454,31.5513,-21.274607
34.191844,7.787213,31.558816,-21.274616
34.404216,7.781973,31.566331,-21.274624
34.616588,7.776733,31.573847,-21.274633
34.828959,7.771493,31.581363,-21.27464
35.041331,7.766252,31.588879,-21.274649
35.253703,7.761012,31.596394,-21.274656
35.466075,7.755771,31.60391,-21.274663
35.678446,7.750531,31.611426,-21.27467
35.890818,7.74529,31.618942,-21.274676
36.10319,7.740049,31.626457,-21.274683
36.315561,7.734808,31.633973,-21.274688
36.527933,7.729567,31.641489,-21.274693
36.740305,7.724325,31.649005,-21.274699
36.952677,7.719083,31.65652,-21.274704
37.165048,7.713841,31.664036,-21.274708
37.37742,7.708599,31.671552,-21.274712
37.589792,7.703356,31.679068,-21.274716
37.802163,7.698112,31.686584,-21.274719
38.014535,7.692868,31.694099,-21.274722
38.226907,7.687624,31.701615,-21.274724
38.439278,7.682379,31.709131,-21.274728
38.65165,7.677134,31.716647,-21.274729
38.864022,7.671888,31.724162,-21.274732
39.076394,7.666642,31.731678,-21.274733
39.288765,7.661395,31.739194,-21.274734
39.501137,7.660489,31.74671,-21.274735
39.713509,7.670213,31.754225,-21.274735
39.92588,7.683147,31.761741,-21.274735
40.138252,7.696081,31.769257,-21.274735
40.350624,7.709014,31.776773,-21.274735
40.562996,7.721946,31.784288,-21.274734
40.775367,7.734879,31.791804,-21.274732
40.987739,7.74781,31.79932,-21.274731
41.200111,7.760741,31.806836,-21.274728
41.412482,7.773671,31.814351,-21.274727
41.624854,7.786601,31.821867,-21.274724
41.837226,7.79953,31.829383,-21.274721
42.049597,7.812459,31.836899,-21.274718
42.261969,7.825387,31.844414,-21.274715
42.474341,7.838315,31.85193,-21.274711
42.686713,7.851243,31.859446,-21.274706
42.899084,7.86417,31.866962,-21.274702
43.111456,7.877097,31.874477,-21.274697
43.323828,7.890023,31.881993,-21.274692
43.536199,7.90295,31.889509,-21.274686
43.748571,7.915876,31.897025,-21.27468
43.960943,7.928801,31.90454,-21.274674
44.173314,7.941727,31.912056,-21.274667
44.385686,7.954652,31.919572,-21.274661
44.598058,7.967577,31.927088,-21.274653
44.81043,7.980502,31.934603,-21.274646
45.022801,7.993427,31.942119,-21.274638
45.235173,8.006351,31.949635,-21.27463
45.447545,8.019276,31.957151,-21.274621
45.659916,8.0322,31.964666,-21.274611
45.872288,8.045124,31.972182,-21.274603
46.08466,8.058048,31.979698,-21.274593
46.297032,8.070973,31.987214,-21.274584
46.509403,8.083897,31.994729,-21.274573
46.721775,8.096821,32.002245,-21.274563
46.934147,8.109745,32.009761,-21.274552
47.146518,8.122669,32.017277,-21.274541
47.35889,8.135594,32.024792,-21.274529
47.571262,8.148518,32.032308,-21.274517
47.783633,8.161442,32.039824,-21.274505
47.996005,8.174367,32.04734,-21.274492
48.208377,8.187292,32.054855,-21.27448
48.420749,8.200217,32.062371,-21.274466
48.63312,8.213142,32.069887,-21.274452
48.845492,8.226068,32.077403,-21.274439
49.057864,8.238993,32.084918,-21.274425
49.270235,8.25192,32.092434,-21.27441
49.482607,8.264845,32.09995,-21.274395
49.694979,8.277772,32.107465,-21.27438
49.90735,8.290699,32.114981,-21.274365
50.119722,8.303626,32.122497,-21.274348
50.332094,8.316553,32.130013,-21.274332
50.544466,8.329481,32.137528,-21.274316
50.756837,8.34241,32.145044,-21.274299
50.969209,8.355339,32.15256,-21.274281
51.181581,8.368268,32.160075,-21.274264
51.393952,8.381197,32.167591,-21.274246
51.606324,8.394127,32.175107,-21.274228
51.818696,8.407058,32.182623,-21.274209
52.031068,8.419989,32.190138,-21.274191
52.243439,8.432921,32.197654,-21.274171
52.455811,8.445853,32.20517,-21.274151
52.668183,8.458786,32.212685,-21.274132
52.880554,8.471719,32.220201,-21.274112
53.092926,8.484654,32.227717,-21.274091
53.305298,8.497589,32.235232,-21.274069
53.517669,8.510385,32.242748,-21.274049
53.730041,8.520412,32.250264,-21.274027
53.942413,8.527666,32.25778,-21.274005
54.154785,8.534921,32.265295,-21.273983
54.367156,8.542176,32.272811,-21.273961
54.579528,8.549432,32.280327,-21.273938
54.7919,8.556687,32.287842,-21.273914
55.004271,8.563943,32.295358,-21.273891
55.216643,8.571199,32.302874,-21.273867
55.429015,8.578455,32.310389,-21.273843
55.641387,8.585712,32.317905,-21.273818
55.853758,8.592969,32.325421,-21.273792
56.06613,8.600226,32.332936,-21.273768
56.278502,8.607483,32.340452,-21.273742
56.490873,8.614741,32.347968,-21.273717
56.703245,8.621999,32.355483,-21.27369
56.915617,8.629257,32.362999,-21.273664
57.127988,8.636516,32.370515,-21.273636
57.34036,8.643775,32.37803,-21.27361
57.552732,8.651035,32.385546,-21.273582
57.765104,8.658295,32.393061,-21.273554
57.977475,8.665555,32.400577,-21.273526
58.189847,8.672816,32.408093,-21.273497
58.402219,8.680077,32.415608,-21.273469
58.61459,8.687338,32.423124,-21.273438
58.826962,8.6946,32.43064,-21.27341
59.039334,8.701862,32.438155,-21.27338
59.251705,8.709124,32.445671,-21.27335
59.464077,8.716387,32.453186,-21.273319
59.676449,8.72365,32.460702,-21.273288
59.888821,8.730914,32.468218,-21.273257
60.101192,8.738178,32.475733,-21.273225
60.313564,8.745443,32.483249,-21.273193
60.525936,8.752708,32.490765,-21.273161
60.738307,8.759974,32.49828,-21.273129
60.950679,8.76724,32.505796,-21.273096
61.163051,8.774507,32.513311,-21.273063
61.375423,8.781774,32.520827,-21.273029
61.587794,8.789042,32.528342,-21.272994
61.800166,8.79631,32.535858,-21.272961
62.012538,8.803579,32.543374,-21.272926
62.224909,8.810849,32.550889,-21.272891
62.437281,8.818119,32.558405,-21.272856
62.649653,8.825389,32.56592,-21.272821
62.862024,8.83266,32.573436,-21.272785
63.074396,8.839932,32.580951,-21.272748
