position,Olivine Abundance,lon,lat
0,7.201464,77.539712,-9.438453
0.156496,8.300704,77.535866,-9.441952
0.312993,9.403673,77.53202,-9.44545
0.469489,8.144552,77.528174,-9.448949
0.625985,6.437839,77.524327,-9.452447
0.782482,4.219253,77.520481,-9.455946
0.938978,6.518825,77.516634,-9.459444
1.095474,6.904664,77.512788,-9.462943
1.25197,8.21728,77.50894,-9.46644
1.408467,9.077492,77.505095,-9.46994
1.564963,7.689913,77.501248,-9.473438
1.721459,4.196628,77.4974,-9.476935
1.877956,4.879292,77.493554,-9.480435
2.034452,5.795799,77.489707,-9.483933
2.190948,5.056988,77.48586,-9.487431
2.347445,7.569796,77.482013,-9.490929
2.503941,4.764152,77.478166,-9.494427
2.660437,5.453426,77.474318,-9.497925
2.816933,6.438974,77.470471,-9.501423
2.97343,7.551458,77.466623,-9.50492
3.129926,8.473779,77.462776,-9.508419
3.286422,6.484518,77.458928,-9.511916
3.442919,8.241472,77.455081,-9.515415
3.599415,8.076619,77.451232,-9.518912
3.755911,9.252995,77.447384,-9.522409
3.912408,8.860807,77.443536,-9.525907
4.068904,7.540863,77.439689,-9.529406
4.2254,13.120946,77.43584,-9.532902
4.381896,12.755717,77.431993,-9.536401
4.538393,18.197065,77.428145,-9.539898
4.694889,15.40103,77.424296,-9.543395
4.851385,11.614827,77.420448,-9.546893
5.007882,8.273961,77.4166,-9.550391
5.164378,9.549853,77.412751,-9.553888
5.320874,6.653195,77.408903,-9.557386
5.477371,4.120128,77.405054,-9.560883
5.633867,7.383779,77.401205,-9.56438
5.790363,6.693345,77.397356,-9.567877
5.946859,5.023215,77.393507,-9.571374
6.103356,5.450119,77.389658,-9.574871
6.259852,5.682085,77.385809,-9.578368
6.416348,5.443594,77.38196,-9.581865
6.572845,4.171401,77.37811,-9.585362
6.729341,3.864885,77.374261,-9.588859
6.885837,3.938622,77.370411,-9.592355
7.042334,4.352396,77.366562,-9.595853
7.19883,3.99533,77.362713,-9.59935
7.355326,3.464084,77.358863,-9.602847
7.511822,3.415987,77.355013,-9.606343
7.668319,3.079124,77.351163,-9.60984
7.824815,3.476068,77.347313,-9.613337
7.981311,3.462518,77.343463,-9.616833
8.137808,3.539124,77.339612,-9.620329
8.294304,4.540788,77.335763,-9.623826
8.4508,5.085977,77.331913,-9.627323
8.607297,4.871125,77.328063,-9.630819
8.763793,4.196233,77.324211,-9.634315
8.920289,3.818046,77.320362,-9.637812
9.076785,3.573792,77.316511,-9.641308
9.233282,4.06163,77.312661,-9.644805
9.389778,4.358668,77.30881,-9.648301
9.546274,4.104963,77.304959,-9.651797
9.702771,5.221948,77.301108,-9.655293
9.859267,5.778683,77.297257,-9.658789
10.015763,5.182365,77.293406,-9.662285
10.17226,4.563403,77.289556,-9.665782
10.328756,5.496571,77.285704,-9.669277
10.485252,5.795884,77.281853,-9.672773
10.641748,5.75507,77.278001,-9.676269
10.798245,6.003486,77.27415,-9.679765
10.954741,6.571441,77.270298,-9.683261
11.111237,8.106557,77.266447,-9.686756
11.267734,8.005322,77.262594,-9.690251
11.42423,6.506514,77.258743,-9.693748
11.580726,5.289553,77.254892,-9.697243
11.737223,4.550966,77.25104,-9.700739
11.893719,3.986558,77.247188,-9.704234
12.050215,2.809103,77.243336,-9.70773
12.206711,2.631453,77.239484,-9.711225
12.363208,2.932788,77.235631,-9.714721
12.519704,3.533683,77.231779,-9.718216
12.6762,4.549275,77.227927,-9.721711
12.832697,4.688293,77.224074,-9.725207
12.989193,4.026888,77.220222,-9.728702
13.145689,4.011812,77.216368,-9.732196
13.302186,4.949485,77.212516,-9.735692
13.458682,4.104885,77.208663,-9.739186
13.615178,1.884476,77.204811,-9.742682
13.771674,0.760661,77.200958,-9.746177
13.928171,0.559403,77.197105,-9.749673
14.084667,0.380318,77.193251,-9.753167
14.241163,1.583151,77.189399,-9.756662
14.39766,1.864601,77.185545,-9.760157
14.554156,1.338262,77.181691,-9.763651
14.710652,1.291024,77.177837,-9.767146
14.867149,0.811051,77.173985,-9.770641
15.023645,0.637984,77.170131,-9.774136
15.180141,0.867243,77.166277,-9.77763
15.336637,1.144666,77.162424,-9.781125
15.493134,1.447237,77.15857,-9.78462
15.64963,1.891688,77.154715,-9.788113
15.806126,1.863569,77.150862,-9.791608
15.962623,2.005432,77.147008,-9.795103
16.119119,1.873192,77.143154,-9.798597
