position,Iron Abundance,lon,lat
0,6.786014,77.539712,-9.438453
0.156496,6.788497,77.535866,-9.441952
0.312993,6.791013,77.53202,-9.44545
0.469489,6.793561,77.528174,-9.448949
0.625985,6.796141,77.524327,-9.452447
0.782482,6.798754,77.520481,-9.455946
0.938978,6.801399,77.516634,-9.459444
1.095474,6.804076,77.512788,-9.462943
1.25197,6.806785,77.50894,-9.46644
1.408467,6.809527,77.505095,-9.46994
1.564963,6.812301,77.501248,-9.473438
1.721459,6.815107,77.4974,-9.476935
1.877956,6.817946,77.493554,-9.480435
2.034452,6.820817,77.489707,-9.483933
2.190948,6.82372,77.48586,-9.487431
2.347445,6.826655,77.482013,-9.490929
2.503941,6.829623,77.478166,-9.494427
2.660437,6.832624,77.474318,-9.497925
2.816933,6.835656,77.470471,-9.501423
2.97343,6.83872,77.466623,-9.50492
3.129926,6.841818,77.462776,-9.508419
3.286422,6.844947,77.458928,-9.511916
3.442919,6.848108,77.455081,-9.515415
3.599415,6.851302,77.451232,-9.518912
3.755911,6.854529,77.447384,-9.522409
3.912408,6.857787,77.443536,-9.525907
4.068904,6.861078,77.439689,-9.529406
4.2254,6.864401,77.43584,-9.532902
4.381896,6.867756,77.431993,-9.536401
4.538393,6.871144,77.428145,-9.539898
4.694889,6.874564,77.424296,-9.543395
4.851385,6.878016,77.420448,-9.546893
5.007882,6.881501,77.4166,-9.550391
5.164378,6.885018,77.412751,-9.553888
5.320874,6.888567,77.408903,-9.557386
5.477371,6.892149,77.405054,-9.560883
5.633867,6.895763,77.401205,-9.56438
5.790363,6.899409,77.397356,-9.567877
5.946859,6.903087,77.393507,-9.571374
6.103356,6.906798,77.389658,-9.574871
6.259852,6.910541,77.385809,-9.578368
6.416348,6.914317,77.38196,-9.581865
6.572845,6.918124,77.37811,-9.585362
6.729341,6.921964,77.374261,-9.588859
6.885837,6.925837,77.370411,-9.592355
7.042334,6.929742,77.366562,-9.595853
7.19883,6.933679,77.362713,-9.59935
7.355326,6.937648,77.358863,-9.602847
7.511822,6.941649,77.355013,-9.606343
7.668319,6.945683,77.351163,-9.60984
7.824815,6.94975,77.347313,-9.613337
7.981311,6.953848,77.343463,-9.616833
8.137808,6.957979,77.339612,-9.620329
8.294304,6.962142,77.335763,-9.623826
8.4508,6.966338,77.331913,-9.627323
8.607297,6.970565,77.328063,-9.630819
8.763793,6.974825,77.324211,-9.634315
8.920289,6.979118,77.320362,-9.637812
9.076785,6.983443,77.316511,-9.641308
9.233282,6.9878,77.312661,-9.644805
9.389778,6.992189,77.30881,-9.648301
9.546274,6.996611,77.304959,-9.651797
9.702771,7.001065,77.301108,-9.655293
9.859267,7.005551,77.297257,-9.658789
10.015763,7.01007,77.293406,-9.662285
10.17226,7.014621,77.289556,-9.665782
10.328756,7.019204,77.285704,-9.669277
10.485252,7.023819,77.281853,-9.672773
10.641748,7.028467,77.278001,-9.676269
10.798245,7.033148,77.27415,-9.679765
10.954741,7.03786,77.270298,-9.683261
11.111237,7.042605,77.266447,-9.686756
11.267734,7.047382,77.262594,-9.690251
11.42423,7.052192,77.258743,-9.693748
11.580726,7.057034,77.254892,-9.697243
11.737223,7.062127,77.25104,-9.700739
11.893719,7.067293,77.247188,-9.704234
12.050215,7.072457,77.243336,-9.70773
12.206711,7.07761,77.239484,-9.711225
12.363208,7.082752,77.235631,-9.714721
12.519704,7.087884,77.231779,-9.718216
12.6762,7.093005,77.227927,-9.721711
12.832697,7.098115,77.224074,-9.725207
12.989193,7.103214,77.220222,-9.728702
13.145689,7.108303,77.216368,-9.732196
13.302186,7.113381,77.212516,-9.735692
13.458682,7.118448,77.208663,-9.739186
13.615178,7.123504,77.204811,-9.742682
13.771674,7.12855,77.200958,-9.746177
13.928171,7.13217,77.197105,-9.749673
14.084667,7.133785,77.193251,-9.753167
14.241163,7.133206,77.189399,-9.756662
14.39766,7.132617,77.185545,-9.760157
14.554156,7.132017,77.181691,-9.763651
14.710652,7.131407,77.177837,-9.767146
14.867149,7.130785,77.173985,-9.770641
15.023645,7.130153,77.170131,-9.774136
15.180141,7.129511,77.166277,-9.77763
15.336637,7.128858,77.162424,-9.781125
15.493134,7.128194,77.15857,-9.78462
15.64963,7.127519,77.154715,-9.788113
15.806126,7.126834,77.150862,-9.791608
15.962623,7.126138,77.147008,-9.795103
16.119119,7.125431,77.143154,-9.798597
16.275615,7.124713,77.139299,-9.802092
16.432112,7.123985,77.135444,-9.805585
16.588608,7.123247,77.131591,-9.80908
16.745104,7.122497,77.127735,-9.812573
16.9016,7.121737,77.123881,-9.816068
17.058097,7.120966,77.120027,-9.819562
17.214593,7.120184,77.116172,-9.823057
17.371089,7.119392,77.112317,-9.826551
17.527586,7.118589,77.108462,-9.830045
17.684082,7.117775,77.104607,-9.833538
17.840578,7.116951,77.100752,-9.837032
17.997075,7.116116,77.096897,-9.840526
18.153571,7.11527,77.093042,-9.84402
18.310067,7.114414,77.089187,-9.847514
18.466563,7.113547,77.085331,-9.851007
18.62306,7.112669,77.081476,-9.854501
18.779556,7.11178,77.07762,-9.857995
18.936052,7.110881,77.073765,-9.861488
19.092549,7.109972,77.069908,-9.864981
19.249045,7.109051,77.066052,-9.868474
19.405541,7.108119,77.062197,-9.871969
19.562038,7.107178,77.058341,-9.875462
19.718534,7.106225,77.054484,-9.878955
19.87503,7.105262,77.050629,-9.882449
20.031526,7.104287,77.046773,-9.885942
20.188023,7.103303,77.042917,-9.889435
20.344519,7.102307,77.03906,-9.892928
20.501015,7.101301,77.035203,-9.896421
20.657512,7.100284,77.031347,-9.899915
20.814008,7.099257,77.027491,-9.903408
20.970504,7.098219,77.023634,-9.906901
21.127001,7.09717,77.019777,-9.910394
21.283497,7.09611,77.01592,-9.913887
21.439993,7.09504,77.012063,-9.917379
21.596489,7.093959,77.008206,-9.920872
21.752986,7.092867,77.004348,-9.924364
21.909482,7.091765,77.000492,-9.927858
22.065978,7.090652,76.996634,-9.93135
22.222475,7.089528,76.992777,-9.934843
22.378971,7.088394,76.98892,-9.938336
22.535467,7.087249,76.985063,-9.941828
22.691964,7.086093,76.981205,-9.945321
22.84846,7.084926,76.977347,-9.948813
23.004956,7.083749,76.97349,-9.952306
23.161452,7.082561,76.969632,-9.955798
23.317949,7.081363,76.965774,-9.959291
23.474445,7.080153,76.961916,-9.962783
23.630941,7.078933,76.958058,-9.966275
23.787438,7.077702,76.954199,-9.969767
23.943934,7.076461,76.950341,-9.973259
24.10043,7.075209,76.946483,-9.976752
24.256927,7.073946,76.942624,-9.980244
24.413423,7.072673,76.938766,-9.983736
24.569919,7.071388,76.934907,-9.987228
24.726415,7.070094,76.931049,-9.99072
24.882912,7.068788,76.92719,-9.994211
25.039408,7.067472,76.923331,-9.997703
25.195904,7.066145,76.919472,-10.001195
25.352401,7.064807,76.915613,-10.004687
25.508897,7.063459,76.911754,-10.008179
25.665393,7.0621,76.907895,-10.01167
25.82189,7.06073,76.904035,-10.015161
25.978386,7.05935,76.900176,-10.018654
26.134882,7.057958,76.896317,-10.022145
26.291378,7.056556,76.892457,-10.025637
26.447875,7.055144,76.888598,-10.029128
26.604371,7.053721,76.884738,-10.032619
26.760867,7.052287,76.880878,-10.036111
26.917364,7.050842,76.877018,-10.039602
27.07386,7.049387,76.873158,-10.043093
27.230356,7.047921,76.869298,-10.046585
27.386853,7.046444,76.865438,-10.050075
27.543349,7.044957,76.861578,-10.053567
27.699845,7.043459,76.857718,-10.057058
27.856341,7.04195,76.853857,-10.060548
28.012838,7.04043,76.849996,-10.064039
28.169334,7.0389,76.846136,-10.06753
28.32583,7.037359,76.842276,-10.071022
28.482327,7.035807,76.838415,-10.074512
28.638823,7.034245,76.834555,-10.078004
28.795319,7.032672,76.830694,-10.081494
28.951816,7.031088,76.826833,-10.084985
29.108312,7.029494,76.822972,-10.088476
29.264808,7.027889,76.81911,-10.091966
29.421305,7.026273,76.81525,-10.095457
29.577801,7.024647,76.811388,-10.098948
29.734297,7.023009,76.807527,-10.102438
29.890793,7.021361,76.803666,-10.105929
30.04729,7.019703,76.799804,-10.109419
30.203786,7.018033,76.795942,-10.112909
30.360282,7.016353,76.792081,-10.1164
30.516779,7.014663,76.788219,-10.11989
30.673275,7.012961,76.784358,-10.123381
30.829771,7.011249,76.780495,-10.126871
30.986268,7.009526,76.776633,-10.130361
31.142764,7.007793,76.772771,-10.133851
31.29926,7.006049,76.768908,-10.13734
31.455756,7.004294,76.765046,-10.14083
31.612253,7.002528,76.761184,-10.144321
31.768749,7.000752,76.757322,-10.147811
31.925245,6.999313,76.753459,-10.151301
32.081742,6.998497,76.749597,-10.154791
32.238238,6.997961,76.745733,-10.158279
32.394734,6.997436,76.741871,-10.16177
32.551231,6.996922,76.738008,-10.16526
32.707727,6.996419,76.734146,-10.168749
32.864223,6.995927,76.730282,-10.172239
33.020719,6.995445,76.726419,-10.175728
33.177216,6.994975,76.722556,-10.179218
33.333712,6.994515,76.718693,-10.182708
33.490208,6.994067,76.71483,-10.186197
33.646705,6.993629,76.710966,-10.189686
33.803201,6.993202,76.707102,-10.193175
33.959697,6.992786,76.703239,-10.196665
34.116194,6.992381,76.699374,-10.200153
34.27269,6.991987,76.695511,-10.203644
34.429186,6.991604,76.691648,-10.207133
34.585682,6.991231,76.687784,-10.210622
34.742179,6.99087,76.68392,-10.214111
34.898675,6.990519,76.680055,-10.2176
35.055171,6.99018,76.67619,-10.221088
35.211668,6.989851,76.672327,-10.224578
35.368164,6.989533,76.668463,-10.228067
35.52466,6.989226,76.664598,-10.231555
35.681157,6.98893,76.660734,-10.235044
35.837653,6.988645,76.656869,-10.238533
35.994149,6.98837,76.653004,-10.242022
36.150645,6.988107,76.649139,-10.24551
36.307142,6.987855,76.645274,-10.248999
36.463638,6.990944,76.64141,-10.252488
36.620134,6.995257,76.637544,-10.255976
36.776631,6.999744,76.633679,-10.259465
