position,lon,lat,Clinopyroxene Abundance,FeO Abundance,TerrainHeight,Iron Abundance,Olivine Abundance,Orthopyroxene Abundance,Plagioclase Abundance,TerrainSlope,Titanium Abundance
0,77.539712,-9.438453,9.703126,7.586064,626.479448,6.786014,7.201464,3.181255,79.914157,3.251069,0.88648
0.156496,77.535866,-9.441952,9.03066,7.515662,630.626956,6.788497,8.300704,2.005988,80.662649,2.43701,0.886213
0.312993,77.53202,-9.44545,7.163226,7.408733,634.741422,6.791013,9.403673,1.640573,81.792527,2.603963,0.885935
0.469489,77.528174,-9.448949,7.277689,7.508829,641.414834,6.793561,8.144552,3.839959,80.737799,2.822669,0.885647
0.625985,77.524327,-9.452447,7.635955,7.424403,650.747561,6.796141,6.437839,5.803944,80.122262,2.472488,0.88535
0.782482,77.520481,-9.455946,8.189334,7.094077,656.002582,6.798754,4.219253,7.205683,80.385729,2.400972,0.885042
0.938978,77.516634,-9.459444,4.73021,7.36661,660.488092,6.801399,6.518825,8.043069,80.707894,2.108566,0.884724
1.095474,77.512788,-9.462943,6.977068,7.048976,663.151353,6.804076,6.904664,4.628932,81.489336,2.258287,0.884396
1.25197,77.50894,-9.46644,8.754482,8.063697,661.284143,6.806785,8.21728,5.606492,77.421744,3.258857,0.884058
1.408467,77.505095,-9.46994,4.879775,8.426279,655.516224,6.809527,9.077492,9.949566,76.093168,4.050563,0.88371
1.564963,77.501248,-9.473438,7.516301,5.050921,650.915689,6.812301,7.689913,1.576549,83.217238,4.895785,0.883352
1.721459,77.4974,-9.476935,7.002513,5.139211,640.273771,6.815107,4.196628,7.970731,80.830126,5.279149,0.882984
1.877956,77.493554,-9.480435,5.096857,5.630721,631.888573,6.817946,4.879292,11.963283,78.060566,5.650397,0.882606
2.034452,77.489707,-9.483933,4.84023,5.934198,622.543437,6.820817,5.795799,10.562626,78.801344,6.162116,0.882217
2.190948,77.48586,-9.487431,4.3686,5.213914,609.246038,6.82372,5.056988,11.367671,79.20674,5.411829,0.881819
2.347445,77.482013,-9.490929,1.893144,10.393175,595.804386,6.826655,7.569796,26.711952,63.825107,3.173623,0.881411
2.503941,77.478166,-9.494427,1.733126,11.519015,587.884346,6.829623,4.764152,31.325744,62.176978,0.276739,0.880993
2.660437,77.474318,-9.497925,4.736796,9.111857,587.162374,6.832624,5.453426,18.5207,71.28908,4.358513,0.880564
2.816933,77.470471,-9.501423,1.422582,10.979689,600.224357,6.835656,6.438974,29.04062,63.097822,6.818826,0.880126
2.97343,77.466623,-9.50492,3.144906,10.626689,617.053967,6.83872,7.551458,24.25319,65.050448,6.158424,0.879678
3.129926,77.462776,-9.508419,5.424601,7.600311,628.84702,6.841818,8.473779,8.315215,77.786406,4.902193,0.879219
3.286422,77.458928,-9.511916,5.862761,6.616678,631.037933,6.844947,6.484518,6.195319,81.457401,4.622893,0.878751
3.442919,77.455081,-9.515415,5.436829,6.827295,625.892308,6.848108,8.241472,4.53764,81.784062,3.579622,0.878272
3.599415,77.451232,-9.518912,6.04393,8.0517,619.926286,6.851302,8.076619,8.311015,77.568436,1.787979,0.877783
3.755911,77.447384,-9.522409,3.882719,8.776323,618.353439,6.854529,9.252995,11.644261,75.220024,1.497955,0.877285
3.912408,77.443536,-9.525907,2.459042,8.392708,621.558919,6.857787,8.860807,14.35851,74.32164,1.622306,0.876776
4.068904,77.439689,-9.529406,0.307336,7.468901,626.258431,6.861078,7.540863,15.615267,76.536535,1.752574,0.876257
4.2254,77.43584,-9.532902,0.119627,7.97573,631.366187,6.864401,13.120946,17.328571,69.430853,2.496129,0.875729
4.381896,77.431993,-9.536401,4.917568,6.597562,630.372201,6.867756,12.755717,10.455503,71.871211,3.06243,0.87519
4.538393,77.428145,-9.539898,13.938548,11.010799,629.894972,6.871144,18.197065,12.978375,54.886012,3.368436,0.874641
4.694889,77.424296,-9.543395,13.119549,11.47611,627.779419,6.874564,15.40103,18.613916,52.865503,3.395834,0.874082
4.851385,77.420448,-9.546893,0.082554,5.517313,623.960717,6.878016,11.614827,11.094875,77.207741,2.877545,0.873513
5.007882,77.4166,-9.550391,2.217108,4.159336,619.430244,6.881501,8.273961,8.442959,81.06597,2.547574,0.872934
5.164378,77.412751,-9.553888,5.633265,11.16564,614.63448,6.885018,9.549853,25.861595,58.95529,3.09146,0.872345
