position,Olivine Abundance,lon,lat
0,6.716129,-51.526546,12.370579
0.071509,5.313883,-51.524575,12.369218
0.143018,6.68197,-51.522602,12.367859
0.214527,6.627613,-51.520629,12.366499
0.286036,6.597018,-51.518657,12.365139
0.357545,6.587153,-51.516684,12.36378
0.429054,6.000646,-51.514712,12.36242
0.500563,5.120731,-51.51274,12.36106
0.572072,5.693426,-51.510767,12.3597
0.643581,7.036011,-51.508795,12.358339
0.715091,7.019019,-51.506823,12.356979
0.7866,7.759358,-51.50485,12.35562
0.858109,7.483927,-51.502879,12.35426
0.929618,4.879692,-51.500906,12.3529
1.001127,6.247611,-51.498934,12.35154
1.072636,6.527089,-51.496961,12.35018
1.144145,6.549661,-51.49499,12.34882
1.215654,6.36228,-51.493017,12.34746
1.287163,5.449624,-51.491045,12.3461
1.358672,5.269113,-51.489073,12.34474
1.430181,4.268403,-51.487101,12.343379
1.50169,3.952694,-51.485129,12.342019
1.573199,5.602077,-51.483157,12.34066
1.644708,5.27628,-51.481184,12.3393
1.716217,3.741133,-51.479212,12.33794
1.787726,2.132442,-51.47724,12.33658
1.859235,1.168464,-51.475269,12.335219
1.930744,0,-51.473297,12.333859
2.002254,0,-51.471325,12.332499
2.073763,0,-51.469353,12.331139
2.145272,2.520802,-51.467381,12.329779
2.216781,6.317971,-51.465409,12.328419
2.28829,4.113635,-51.463437,12.327058
2.359799,4.422226,-51.461465,12.325698
2.431308,6.622472,-51.459494,12.324337
2.502817,7.145821,-51.457522,12.322978
2.574326,6.656688,-51.45555,12.321617
2.645835,6.721128,-51.453578,12.320257
2.717344,6.464875,-51.451607,12.318896
2.788853,4.337468,-51.449635,12.317536
2.860362,6.568182,-51.447663,12.316176
2.931871,6.532491,-51.445692,12.314815
3.00338,6.625271,-51.44372,12.313455
3.074889,7.805772,-51.441749,12.312094
3.146398,10.091899,-51.439776,12.310734
3.217907,9.434771,-51.437805,12.309374
3.289417,8.105698,-51.435833,12.308014
3.360926,7.59407,-51.433862,12.306653
3.432435,8.52344,-51.431891,12.305292
3.503944,11.381773,-51.429919,12.303932
3.575453,12.960775,-51.427948,12.302571
3.646962,11.313779,-51.425976,12.301211
3.718471,7.770592,-51.424004,12.299851
3.78998,7.195803,-51.422033,12.298489
3.861489,7.92265,-51.420062,12.29713
3.932998,4.375107,-51.418091,12.295768
4.004507,7.787054,-51.416119,12.294408
4.076016,9.315064,-51.414147,12.293048
4.147525,1.949377,-51.412176,12.291687
4.219034,5.176972,-51.410205,12.290326
4.290543,9.569297,-51.408234,12.288965
4.362052,9.530426,-51.406263,12.287605
4.433561,8.79788,-51.404291,12.286245
4.50507,7.879287,-51.40232,12.284884
4.576579,8.110442,-51.400349,12.283523
4.648089,9.618456,-51.398378,12.282162
4.719598,9.317384,-51.396407,12.280801
4.791107,12.576283,-51.394435,12.279441
4.862616,13.741005,-51.392465,12.27808
4.934125,13.068613,-51.390493,12.27672
5.005634,11.161889,-51.388522,12.275358
5.077143,7.632607,-51.386551,12.273998
5.148652,6.924562,-51.38458,12.272637
5.220161,7.027659,-51.382609,12.271277
5.29167,6.632195,-51.380638,12.269915
5.363179,5.41701,-51.378667,12.268555
5.434688,5.477041,-51.376696,12.267193
5.506197,6.852222,-51.374725,12.265833
5.577706,7.599858,-51.372755,12.264472
5.649215,11.054918,-51.370784,12.263111
5.720724,11.42023,-51.368812,12.261751
5.792233,8.307645,-51.366842,12.260389
5.863742,10.708052,-51.364871,12.259029
5.935252,8.809715,-51.3629,12.257668
6.006761,7.697966,-51.360929,12.256307
6.07827,7.157865,-51.358959,12.254945
6.149779,4.387276,-51.356987,12.253585
6.221288,1.020493,-51.355017,12.252224
6.292797,1.717625,-51.353046,12.250863
6.364306,2.815427,-51.351075,12.249502
6.435815,1.768451,-51.349105,12.248141
6.507324,3.674494,-51.347134,12.24678
6.578833,5.831466,-51.345164,12.245418
6.650342,6.312994,-51.343193,12.244057
6.721851,6.634687,-51.341223,12.242696
6.79336,5.96291,-51.339252,12.241335
6.864869,3.541174,-51.337281,12.239974
6.936378,4.256996,-51.335311,12.238613
7.007887,5.364402,-51.333341,12.237251
7.079396,4.676837,-51.33137,12.23589
7.150905,6.081131,-51.329399,12.234529
7.222415,7.444419,-51.327429,12.233168
7.293924,10.408127,-51.325459,12.231806
7.365433,7.871873,-51.323488,12.230445
7.436942,10.639492,-51.321517,12.229085
7.508451,10.869255,-51.319547,12.227723
7.57996,8.7271,-51.317577,12.226361
7.651469,7.33387,-51.315607,12.225
7.722978,6.378805,-51.313637,12.223639
7.794487,6.330591,-51.311666,12.222278
7.865996,6.229327,-51.309696,12.220916
7.937505,6.221829,-51.307725,12.219555
8.009014,5.549249,-51.305755,12.218194
8.080523,5.749356,-51.303785,12.216833
8.152032,5.872353,-51.301815,12.215471
8.223541,3.409152,-51.299845,12.214109
8.29505,6.631319,-51.297875,12.212748
8.366559,6.353916,-51.295904,12.211387
8.438068,1.991955,-51.293934,12.210026
8.509577,4.820344,-51.291964,12.208664
8.581087,5.038989,-51.289995,12.207302
8.652596,5.804801,-51.288024,12.205941
8.724105,6.016833,-51.286054,12.20458
8.795614,3.028539,-51.284084,12.203217
8.867123,0.977671,-51.282115,12.201856
8.938632,2.377398,-51.280144,12.200495
9.010141,5.922115,-51.278175,12.199133
9.08165,6.985407,-51.276204,12.197772
9.153159,7.497482,-51.274234,12.19641
9.224668,6.701665,-51.272265,12.195048
9.296177,5.208852,-51.270295,12.193687
9.367686,7.285027,-51.268325,12.192325
9.439195,5.706214,-51.266355,12.190964
9.510704,7.619457,-51.264385,12.189602
9.582213,11.288063,-51.262416,12.18824
9.653722,12.473653,-51.260446,12.186879
9.725231,13.819747,-51.258476,12.185517
9.79674,15.44735,-51.256507,12.184155
9.86825,17.607634,-51.254537,12.182793
9.939759,16.427584,-51.252567,12.181431
10.011268,15.656128,-51.250598,12.18007
10.082777,14.39899,-51.248628,12.178708
10.154286,15.49822,-51.246658,12.177346
10.225795,16.837116,-51.244689,12.175984
10.297304,15.934476,-51.242719,12.174622
10.368813,15.157867,-51.240749,12.173261
10.440322,14.664432,-51.23878,12.1719
10.511831,15.00083,-51.23681,12.170538
10.58334,18.022866,-51.234841,12.169175
10.654849,18.703197,-51.232871,12.167814
10.726358,19.143569,-51.230902,12.166451
10.797867,21.11862,-51.228933,12.165089
