position,TerrainHeight,lon,lat
0,-530.936795,-51.526546,12.370579
0.071509,-521.686501,-51.524575,12.369218
0.143018,-510.890189,-51.522602,12.367859
0.214527,-500.626027,-51.520629,12.366499
0.286036,-489.123243,-51.518657,12.365139
0.357545,-473.038217,-51.516684,12.36378
0.429054,-466.216736,-51.514712,12.36242
0.500563,-465.71156,-51.51274,12.36106
0.572072,-467.71094,-51.510767,12.3597
0.643581,-473.42249,-51.508795,12.358339
0.715091,-480.77608,-51.506823,12.356979
0.7866,-488.227045,-51.50485,12.35562
0.858109,-493.18763,-51.502879,12.35426
0.929618,-493.908992,-51.500906,12.3529
1.001127,-493.346485,-51.498934,12.35154
1.072636,-494.293298,-51.496961,12.35018
1.144145,-493.683997,-51.49499,12.34882
1.215654,-491.333952,-51.493017,12.34746
1.287163,-490.942867,-51.491045,12.3461
1.358672,-494.430665,-51.489073,12.34474
1.430181,-502.164759,-51.487101,12.343379
1.50169,-510.955098,-51.485129,12.342019
1.573199,-521.599744,-51.483157,12.34066
1.644708,-533.125428,-51.481184,12.3393
1.716217,-542.223071,-51.479212,12.33794
1.787726,-545.909307,-51.47724,12.33658
1.859235,-547.440233,-51.475269,12.335219
1.930744,-550.684409,-51.473297,12.333859
2.002254,-555.088837,-51.471325,12.332499
2.073763,-556.225231,-51.469353,12.331139
2.145272,-558.234347,-51.467381,12.329779
2.216781,-562.52911,-51.465409,12.328419
2.28829,-560.057608,-51.463437,12.327058
2.359799,-556.131986,-51.461465,12.325698
2.431308,-555.060761,-51.459494,12.324337
2.502817,-553.839146,-51.457522,12.322978
2.574326,-553.943018,-51.45555,12.321617
2.645835,-555.41412,-51.453578,12.320257
2.717344,-555.794592,-51.451607,12.318896
2.788853,-552.63243,-51.449635,12.317536
2.860362,-546.899267,-51.447663,12.316176
2.931871,-539.445416,-51.445692,12.314815
3.00338,-532.77775,-51.44372,12.313455
3.074889,-523.405372,-51.441749,12.312094
3.146398,-513.269493,-51.439776,12.310734
3.217907,-502.550487,-51.437805,12.309374
3.289417,-491.642601,-51.435833,12.308014
3.360926,-483.012489,-51.433862,12.306653
3.432435,-474.137681,-51.431891,12.305292
3.503944,-464.248219,-51.429919,12.303932
3.575453,-451.784253,-51.427948,12.302571
3.646962,-444.939229,-51.425976,12.301211
3.718471,-448.774384,-51.424004,12.299851
3.78998,-464.315172,-51.422033,12.298489
3.861489,-480.628037,-51.420062,12.29713
3.932998,-495.829282,-51.418091,12.295768
4.004507,-507.358593,-51.416119,12.294408
4.076016,-510.420301,-51.414147,12.293048
4.147525,-507.894731,-51.412176,12.291687
4.219034,-501.751622,-51.410205,12.290326
4.290543,-502.872602,-51.408234,12.288965
4.362052,-517.617402,-51.406263,12.287605
4.433561,-544.907162,-51.404291,12.286245
4.50507,-580.209321,-51.40232,12.284884
4.576579,-617.303738,-51.400349,12.283523
4.648089,-649.12246,-51.398378,12.282162
4.719598,-686.054776,-51.396407,12.280801
4.791107,-722.749377,-51.394435,12.279441
4.862616,-760.569783,-51.392465,12.27808
