position,Iron Abundance,lon,lat
0,6.412439,79.902372,-10.929497
0.169528,6.410862,79.90198,-10.935074
0.339057,6.409287,79.901586,-10.940652
0.508585,6.407714,79.901193,-10.946229
0.678114,6.406143,79.900799,-10.951806
0.847642,6.404574,79.900406,-10.957384
1.017171,6.403006,79.900013,-10.962961
1.186699,6.40144,79.899619,-10.968538
1.356228,6.399876,79.899225,-10.974116
1.525756,6.398313,79.89883,-10.979693
1.695285,6.396753,79.898438,-10.98527
1.864813,6.395194,79.898044,-10.990848
2.034342,6.393636,79.89765,-10.996425
2.20387,6.392081,79.897257,-11.002002
2.373398,6.390527,79.896862,-11.00758
2.542927,6.388975,79.89647,-11.013157
2.712455,6.387425,79.896076,-11.018734
2.881984,6.385877,79.895681,-11.024311
3.051512,6.38433,79.895288,-11.029889
3.221041,6.382785,79.894893,-11.035466
3.390569,6.381242,79.894501,-11.041043
3.560098,6.3797,79.894107,-11.046621
3.729626,6.378161,79.893713,-11.052198
3.899155,6.376623,79.893319,-11.057775
4.068683,6.375086,79.892924,-11.063353
4.238212,6.373552,79.89253,-11.06893
4.40774,6.372019,79.892138,-11.074507
4.577268,6.370488,79.891743,-11.080085
4.746797,6.368959,79.891349,-11.085662
4.916325,6.367432,79.890957,-11.091239
5.085854,6.365906,79.890562,-11.096817
5.255382,6.364382,79.890167,-11.102394
5.424911,6.36286,79.889774,-11.107971
5.594439,6.36134,79.88938,-11.113549
5.763968,6.359821,79.888986,-11.119126
5.933496,6.358304,79.888593,-11.124703
6.103025,6.356789,79.888197,-11.13028
6.272553,6.355275,79.887804,-11.135858
6.442082,6.353764,79.88741,-11.141435
6.61161,6.352254,79.887016,-11.147012
6.781139,6.350746,79.886623,-11.15259
6.950667,6.349239,79.886228,-11.158167
7.120195,6.347735,79.885833,-11.163744
7.289724,6.346232,79.885439,-11.169322
7.459252,6.344731,79.885045,-11.174899
7.628781,6.343231,79.884652,-11.180476
7.798309,6.341734,79.884257,-11.186054
7.967838,6.340238,79.883863,-11.191631
8.137366,6.338744,79.883469,-11.197208
8.306895,6.337252,79.883075,-11.202785
8.476423,6.335761,79.882681,-11.208363
8.645952,6.334272,79.882285,-11.21394
8.81548,6.332785,79.881892,-11.219517
8.985009,6.3313,79.881498,-11.225095
9.154537,6.329816,79.881104,-11.230672
9.324065,6.328335,79.880708,-11.236249
9.493594,6.326855,79.880315,-11.241827
9.663122,6.325489,79.879921,-11.247404
9.832651,6.324733,79.879525,-11.252981
10.002179,6.324093,79.879132,-11.258558
10.171708,6.323457,79.878738,-11.264136
10.341236,6.322824,79.878343,-11.269713
10.510765,6.322195,79.877949,-11.27529
10.680293,6.321569,79.877554,-11.280868
10.849822,6.320947,79.87716,-11.286445
11.01935,6.320329,79.876764,-11.292022
11.188879,6.319714,79.876371,-11.297599
11.358407,6.319102,79.875977,-11.303177
11.527935,6.318494,79.875582,-11.308754
11.697464,6.317889,79.875186,-11.314331
11.866992,6.317289,79.874792,-11.319909
12.036521,6.316691,79.874397,-11.325486
12.206049,6.316097,79.874004,-11.331063
12.375578,6.315506,79.873609,-11.33664
12.545106,6.31492,79.873215,-11.342218
12.714635,6.314336,79.87282,-11.347795
12.884163,6.313756,79.872424,-11.353372
13.053692,6.31318,79.87203,-11.35895
13.22322,6.312607,79.871636,-11.364527
13.392749,6.312038,79.87124,-11.370104
13.562277,6.311472,79.870847,-11.375681
13.731805,6.310909,79.870452,-11.381259
13.901334,6.310351,79.870057,-11.386836
14.070862,6.309795,79.869663,-11.392413
14.240391,6.309244,79.869267,-11.397991
14.409919,6.308695,79.868873,-11.403568
14.579448,6.308151,79.868477,-11.409145
14.748976,6.307609,79.868082,-11.414722
14.918505,6.307072,79.867689,-11.4203
15.088033,6.306538,79.867293,-11.425877
15.257562,6.306007,79.866898,-11.431454
15.42709,6.30548,79.866504,-11.437032
15.596619,6.304957,79.866108,-11.442609
15.766147,6.304437,79.865715,-11.448186
15.935676,6.30392,79.865319,-11.453763
16.105204,6.303407,79.864924,-11.459341
16.274732,6.302898,79.864529,-11.464918
16.444261,6.302392,79.864135,-11.470495
16.613789,6.301889,79.86374,-11.476073
16.783318,6.30139,79.863345,-11.48165
16.952846,6.300895,79.86295,-11.487227
17.122375,6.300403,79.862555,-11.492804
17.291903,6.299915,79.86216,-11.498382
17.461432,6.29943,79.861765,-11.503959
17.63096,6.298949,79.86137,-11.509536
17.800489,6.298471,79.860975,-11.515113
17.970017,6.297997,79.860579,-11.520691
18.139546,6.297526,79.860183,-11.526268
18.309074,6.297059,79.85979,-11.531845
18.478602,6.296595,79.859393,-11.537422
18.648131,6.296135,79.858999,-11.543
18.817659,6.295679,79.858604,-11.548577
18.987188,6.295226,79.858208,-11.554154
19.156716,6.294776,79.857814,-11.559732
19.326245,6.29433,79.857418,-11.565309
19.495773,6.293888,79.857023,-11.570886
19.665302,6.293449,79.856628,-11.576463
19.83483,6.293014,79.856232,-11.582041
20.004359,6.292582,79.855836,-11.587618
20.173887,6.292153,79.855441,-11.593195
20.343416,6.291728,79.855047,-11.598772
20.512944,6.291307,79.85465,-11.60435
20.682472,6.290889,79.854256,-11.609927
20.852001,6.290475,79.853861,-11.615504
21.021529,6.290065,79.853464,-11.621081
21.191058,6.289657,79.853069,-11.626659
21.360586,6.289254,79.852675,-11.632236
21.530115,6.288854,79.852279,-11.637813
21.699643,6.288457,79.851884,-11.643391
21.869172,6.288064,79.851488,-11.648968
22.0387,6.287674,79.851093,-11.654545
22.208229,6.287289,79.850697,-11.660122
22.377757,6.286906,79.850301,-11.665699
22.547286,6.286527,79.849905,-11.671277
22.716814,6.286152,79.84951,-11.676854
22.886342,6.28578,79.849114,-11.682431
23.055871,6.285412,79.84872,-11.688009
23.225399,6.285047,79.848323,-11.693586
23.394928,6.284686,79.847929,-11.699163
