position,TerrainHeight,lon,lat
0,-2725.851392,32.254911,-18.727442
0.221994,-2727.178753,32.256977,-18.734497
0.443989,-2737.218963,32.259043,-18.741551
0.665983,-2731.421205,32.26111,-18.748606
0.887977,-2720.45175,32.263176,-18.75566
1.109972,-2716.955358,32.265243,-18.762715
1.331966,-2717.184256,32.26731,-18.769769
1.553961,-2715.699409,32.269377,-18.776824
1.775955,-2711.501527,32.271444,-18.783878
1.997949,-2710.364573,32.273511,-18.790933
2.219944,-2709.078121,32.275579,-18.797987
2.441938,-2710.003828,32.277647,-18.805041
2.663932,-2713.288319,32.279715,-18.812096
2.885927,-2707.777553,32.281783,-18.81915
3.107921,-2696.658627,32.283851,-18.826204
3.329915,-2688.947417,32.285919,-18.833259
3.55191,-2684.558076,32.287988,-18.840313
3.773904,-2679.288359,32.290057,-18.847367
3.995898,-2670.378827,32.292126,-18.854421
4.217893,-2662.024143,32.294195,-18.861476
4.439887,-2657.23544,32.296264,-18.86853
4.661882,-2651.854879,32.298334,-18.875584
4.883876,-2646.939591,32.300403,-18.882638
5.10587,-2643.072602,32.302473,-18.889692
5.327865,-2637.364612,32.304543,-18.896746
5.549859,-2629.397539,32.306613,-18.9038
5.771853,-2621.900244,32.308684,-18.910854
5.993848,-2615.060578,32.310754,-18.917908
6.215842,-2606.60343,32.312825,-18.924962
6.437836,-2589.051905,32.314896,-18.932016
6.659831,-2569.633429,32.316967,-18.93907
6.881825,-2552.828344,32.319038,-18.946124
7.103819,-2534.98617,32.32111,-18.953178
7.325814,-2513.820252,32.323181,-18.960232
7.547808,-2491.14648,32.325253,-18.967286
7.769803,-2467.140962,32.327325,-18.974339
7.991797,-2453.208867,32.329397,-18.981393
8.213791,-2474.945457,32.331469,-18.988447
8.435786,-2540.38996,32.333542,-18.995501
8.65778,-2618.067444,32.335614,-19.002554
8.879774,-2686.756213,32.337687,-19.009608
9.101769,-2739.249247,32.33976,-19.016662
9.323763,-2779.402252,32.341833,-19.023716
9.545757,-2807.393738,32.343907,-19.030769
9.767752,-2819.022232,32.34598,-19.037823
9.989746,-2812.912115,32.348054,-19.044876
10.211741,-2786.775608,32.350128,-19.05193
10.433735,-2732.688169,32.352202,-19.058983
10.655729,-2652.587436,32.354276,-19.066037
10.877724,-2562.297735,32.35635,-19.073091
11.099718,-2482.270127,32.358425,-19.080144
11.321712,-2435.347107,32.3605,-19.087197
11.543707,-2433.3805,32.362575,-19.094251
11.765701,-2453.145171,32.36465,-19.101304
11.987695,-2469.476604,32.366725,-19.108358
12.20969,-2485.718342,32.368801,-19.115411
