position,lon,lat,Clinopyroxene Abundance,FeO Abundance,TerrainHeight,Iron Abundance,Olivine Abundance,Orthopyroxene Abundance,Plagioclase Abundance,TerrainSlope,Titanium Abundance
0,33.085081,-18.584901,15.883438,13.140909,-2771.800307,12.921632,10.946974,15.582591,57.586997,0.838691,1.26586
0.253276,33.08446,-18.593233,16.009902,13.259028,-2767.605947,12.907601,10.949891,16.047468,56.992736,0.920083,1.25856
0.506553,33.083841,-18.601565,16.052406,13.3195,-2764.305488,12.893546,11.224332,15.825964,56.897294,0.840301,1.251258
0.759829,33.083221,-18.609897,17.080504,13.336329,-2760.400416,12.879466,11.305945,15.275694,56.337854,0.893691,1.243953
1.013105,33.082601,-18.618228,18.610998,13.281033,-2756.172687,12.86536,11.516855,14.608404,55.263743,1.002862,1.236645
1.266381,33.081981,-18.62656,18.559373,13.177964,-2752.157826,12.85123,12.499501,13.692418,55.248708,1.034112,1.229335
1.519658,33.081361,-18.634892,16.900306,13.203475,-2746.862048,12.837075,12.463755,14.607425,56.028513,0.815151,1.222023
1.772934,33.08074,-18.643224,16.223495,13.317036,-2744.92291,12.822895,12.257526,15.492291,56.026689,0.560457,1.214707
2.02621,33.08012,-18.651556,16.907186,13.242792,-2743.447304,12.80869,11.738372,15.313649,56.040793,0.213492,1.20739
2.279486,33.0795,-18.659887,17.779994,13.08013,-2743.224164,12.79446,10.617574,15.05965,56.542782,0.397924,1.200069
2.532763,33.078879,-18.668219,18.42322,13.038303,-2745.002539,12.780206,10.185909,14.75069,56.640181,0.274355,1.192746
2.786039,33.078259,-18.676551,18.364103,12.939144,-2740.93821,12.765926,10.379603,14.423432,56.832861,1.259942,1.185421
3.039315,33.077638,-18.684883,17.448776,12.887881,-2735.137378,12.751622,11.085878,14.732764,56.732579,1.197696,1.178093
3.292591,33.077017,-18.693215,18.399069,12.943064,-2731.70487,12.737292,11.064877,14.569231,55.966824,0.777433,1.170762
3.545868,33.076397,-18.701546,19.408028,12.987065,-2729.428019,12.722938,10.150668,14.807109,55.634192,0.633702,1.163429
3.799144,33.075776,-18.709878,17.835488,13.152959,-2726.598125,12.708559,10.491514,15.706979,55.966019,0.781356,1.156093
4.05242,33.075155,-18.71821,17.562121,13.142001,-2722.597631,12.694155,11.187951,14.395691,56.854238,0.651732,1.148754
4.305696,33.074534,-18.726542,20.172015,13.138214,-2719.905892,12.679726,10.311455,14.087811,55.428716,0.097944,1.141413
4.558973,33.073913,-18.734874,19.913483,13.213635,-2720.568859,12.665272,9.750307,15.344547,54.991665,0.086225,1.13407
4.812249,33.073292,-18.743205,19.376588,13.11122,-2719.738812,12.650793,9.956857,14.775438,55.891119,0.284481,1.126723
5.065525,33.072671,-18.751537,20.009194,13.044859,-2718.673571,12.63118,9.914337,14.242214,55.834255,0.215287,1.119374
5.318801,33.07205,-18.759869,19.940004,13.210461,-2719.13529,12.608811,10.598797,15.041715,54.419482,0.287827,1.112023
5.572078,33.071428,-18.768201,19.526056,13.060405,-2717.366153,12.586455,11.363894,14.624137,54.485912,0.415812,1.104669
5.825354,33.070807,-18.776532,18.601608,12.820992,-2714.461881,12.564111,11.143292,14.327115,55.927985,0.233035,1.097313
6.07863,33.070186,-18.784864,18.606423,12.862523,-2716.116225,12.54178,10.363704,14.02321,57.006662,0.781979,1.089953
6.331906,33.069565,-18.793196,19.008556,12.64396,-2724.718381,12.519461,9.820963,13.01159,58.158892,0.315434,1.082592
6.585183,33.068943,-18.801528,18.722898,12.709941,-2719.82371,12.497153,9.066537,14.096222,58.114344,0.422892,1.075227
6.838459,33.068322,-18.80986,16.57065,12.765227,-2717.943848,12.474859,9.067273,16.04898,58.313098,0.119627,1.06786
7.091735,33.0677,-18.818191,17.515132,12.817087,-2717.659665,12.452577,8.530945,16.066934,57.886988,0.287632,1.060491
7.345012,33.067078,-18.826523,17.997915,12.800826,-2716.366133,12.430307,8.457729,15.719774,57.82458,0.931105,1.053119
7.598288,33.066457,-18.834855,18.899037,12.805958,-2710.31718,12.40805,8.320185,15.128063,57.652715,1.873131,1.045744
7.851564,33.065835,-18.843187,18.273315,12.68919,-2700.090728,12.385805,8.781801,14.66368,58.281204,2.014386,1.038367
8.10484,33.065213,-18.851518,17.112821,12.857522,-2691.254944,12.363572,9.864649,16.288055,56.734475,0.651026,1.030987
8.358117,33.064591,-18.85985,16.758064,13.091022,-2698.657868,12.341352,10.179463,17.90718,55.155292,2.925547,1.023604
8.611393,33.063969,-18.868182,16.899388,13.012889,-2711.03595,12.319144,9.426981,17.423988,56.249641,3.512278,1.016219
8.864669,33.063347,-18.876514,16.286362,12.916725,-2716.179712,12.296948,8.802395,17.489945,57.421298,2.09229,1.008832
9.117945,33.062725,-18.884845,15.547484,12.927774,-2709.133041,12.274765,9.645827,17.603379,57.203314,3.173484,1.001442
9.371222,33.062103,-18.893177,14.897285,12.888423,-2692.022941,12.252594,9.308254,18.153453,57.641006,3.929058,0.994049
9.624498,33.06148,-18.901509,16.344112,12.963386,-2676.790965,12.230436,8.547703,18.007219,57.100963,2.195429,0.986653
9.877774,33.060859,-18.909841,16.622963,12.84419,-2679.919144,12.20829,7.474839,18.536612,57.365584,2.200343,0.979255
10.13105,33.060236,-18.918172,15.609805,12.526144,-2689.787092,12.186156,6.625907,19.117794,58.646493,2.612422,0.971855
10.384327,33.059613,-18.926504,14.887808,12.253763,-2691.171882,12.164034,7.054696,18.260813,59.796682,3.790423,0.964451
10.637603,33.058991,-18.934836,14.681558,12.191265,-2682.20425,12.141926,8.167334,17.552517,59.598591,4.534583,0.957046
10.890879,33.058369,-18.943168,14.221761,12.325499,-2674.598766,12.119829,9.719208,18.058565,58.000466,3.08397,0.949637
11.144155,33.057746,-18.951499,15.070219,12.454187,-2674.328008,12.097745,10.631482,18.195646,56.102652,0.569443,0.942226
11.397432,33.057124,-18.959831,16.558387,12.229181,-2667.359246,12.075673,10.340432,17.26432,55.83686,2.053341,0.934813
11.650708,33.056501,-18.968163,14.45278,11.87232,-2656.468838,12.053613,9.784721,17.170186,58.592314,1.584027,0.927396
11.903984,33.055878,-18.976494,13.193404,12.002281,-2656.497268,12.031566,8.444695,18.064353,60.29755,1.675015,0.919978
12.15726,33.055255,-18.984826,15.303972,11.904786,-2644.211245,12.009532,8.470698,15.908454,60.316876,4.492802,0.912556
12.410537,33.054633,-18.993158,14.719874,11.789748,-2616.638213,11.98751,10.581155,15.500237,59.198734,5.748145,0.905511
12.663813,33.054009,-19.00149,15.227821,11.80635,-2600.595505,11.9655,11.535007,16.809044,56.428127,6.214624,0.900687
12.917089,33.053387,-19.009821,16.114446,11.83975,-2595.67417,11.943503,13.071748,15.280858,55.532948,7.301977,0.897891
13.170365,33.052763,-19.018153,19.062229,12.331112,-2577.21549,11.921518,13.838556,13.998448,53.100766,7.395265,0.89509
13.423642,33.05214,-19.026485,22.062954,12.495382,-2557.214492,11.899545,13.053834,13.893674,50.989538,4.589178,0.892286
13.676918,33.051517,-19.034817,19.974049,11.870903,-2554.305847,11.877585,11.457629,13.84527,54.723052,0.269709,0.889478
13.930194,33.050894,-19.043148,17.373152,11.451722,-2565.086675,11.855637,10.732058,14.959227,56.935564,0.391996,0.886666
14.183471,33.050271,-19.05148,15.208229,10.935401,-2556.366743,11.833702,8.681053,14.917745,61.192974,0.753844,0.88385
14.436747,33.049647,-19.059812,15.720227,10.482816,-2555.16559,11.811779,6.834121,12.290577,65.155074,0.736463,0.88103
14.690023,33.049024,-19.068143,15.426747,10.213093,-2551.630221,11.789868,5.755867,12.183395,66.633995,1.011734,0.878206
14.943299,33.0484,-19.076475,14.383333,10.003108,-2546.753642,11.76797,6.081448,12.154492,67.38073,1.183412,0.875379
15.196576,33.047777,-19.084807,14.182818,9.844533,-2542.322501,11.746084,6.239779,11.995524,67.581883,1.723337,0.872547
15.449852,33.047153,-19.093138,14.069819,9.743339,-2533.184541,11.724211,6.010563,12.062813,67.856807,1.786093,0.869712
15.703128,33.046529,-19.10147,14.97559,9.759896,-2526.801002,11.70235,5.214986,12.975289,66.834135,0.901988,0.866872
15.956404,33.045906,-19.109802,15.636152,9.582969,-2526.921635,11.680502,4.788894,12.065034,67.509921,0.476133,0.864029
16.209681,33.045282,-19.118134,14.878124,9.543676,-2527.660829,11.658665,5.316169,12.40182,67.403887,0.589077,0.861182
16.462957,33.044658,-19.126465,14.982567,9.529249,-2519.939677,11.636842,5.473081,13.29457,66.249781,1.609748,0.858331
16.716233,33.044034,-19.134797,14.936455,9.510325,-2512.961964,11.615031,5.470842,12.432497,67.160207,1.453663,0.855476
16.969509,33.04341,-19.143129,14.947066,9.603258,-2508.385981,11.593232,5.76325,13.184743,66.104941,1.265111,0.852617
17.222786,33.042786,-19.15146,14.797787,9.734838,-2503.523574,11.571445,5.812191,13.883927,65.506094,0.995287,0.849754
17.476062,33.042162,-19.159792,14.629452,9.690402,-2500.538875,11.549672,5.91454,13.647886,65.808122,1.427019,0.846888
17.729338,33.041537,-19.168124,14.732778,9.548063,-2490.749393,11.52791,6.02573,14.3847,64.856792,2.816039,0.844017
17.982614,33.040913,-19.176455,14.873281,9.428057,-2471.917241,11.506161,6.09226,15.22034,63.81412,2.674698,0.841142
18.235891,33.040288,-19.184787,14.561395,9.242594,-2457.633058,11.484424,6.146218,15.89839,63.393997,2.088642,0.838264
18.489167,33.039664,-19.193119,14.645431,9.233366,-2448.466186,11.4627,5.932586,15.514523,63.907459,2.294156,0.835382
18.742443,33.03904,-19.20145,15.412219,9.362098,-2443.724044,11.440989,5.198006,13.867965,65.521809,1.396982,0.832495
18.995719,33.038415,-19.209782,16.182529,9.3535,-2447.585115,11.419289,4.208479,11.548201,68.060788,2.715559,0.829605
19.248996,33.037791,-19.218114,18.441835,9.189861,-2457.42174,11.397602,3.143515,9.321098,69.093552,3.724388,0.826711
19.502272,33.037166,-19.226445,20.296736,9.531679,-2466.333492,11.375928,2.369474,10.123379,67.210412,2.437424,0.823813
19.755548,33.036542,-19.234777,19.438058,10.029368,-2470.590609,11.354266,2.627786,11.769301,66.164854,1.041697,0.820911
20.008824,33.035917,-19.243109,19.075486,10.131563,-2473.516915,11.332617,3.292994,11.31193,66.31959,0.687732,0.818005
20.262101,33.035292,-19.25144,19.617445,10.475896,-2470.240452,11.308977,3.990154,11.56727,64.82513,1.527969,0.815096
20.515377,33.034667,-19.259772,19.378607,11.095255,-2467.052142,11.284331,4.982072,13.308009,62.331311,1.848755,0.812182
20.768653,33.034042,-19.268104,17.944705,11.374491,-2464.802612,11.25959,5.607501,14.757202,61.690592,1.963728,0.809265
21.021929,33.033417,-19.276435,16.415548,11.164206,-2462.562808,11.234816,6.31421,14.909151,62.361089,3.004147,0.806343
21.275206,33.032792,-19.284767,15.640852,10.868954,-2446.584753,11.210008,6.52638,14.619968,63.212798,4.587412,0.803418
21.528482,33.032167,-19.293099,16.35879,10.506089,-2424.740094,11.185167,5.403457,13.013705,65.224048,4.970356,0.800488
21.781758,33.031542,-19.30143,15.368678,10.107912,-2401.546262,11.160293,5.001733,11.66612,67.963469,3.408091,0.797555
22.035035,33.030916,-19.309762,14.785251,9.404586,-2396.667476,11.135385,5.079076,11.440469,68.695206,7.341481,0.794618
22.288311,33.030291,-19.318094,14.413233,9.039304,-2457.324955,11.110444,4.395873,11.292657,69.898237,18.392814,0.791677
22.541587,33.029665,-19.326425,16.159057,8.947015,-2568.516951,11.085469,3.691172,9.765887,70.383886,21.172165,0.788732
22.794863,33.02904,-19.334757,16.481778,9.253162,-2664.547866,11.060461,3.417412,10.582888,69.51792,14.127205,0.785783
23.04814,33.028415,-19.343088,15.405452,9.711206,-2707.216265,11.03542,4.184882,12.504895,67.90477,2.632625,0.78283
23.301416,33.027789,-19.35142,15.560793,10.217195,-2696.781921,11.010345,4.36759,13.518681,66.552937,7.233585,0.779873
23.554692,33.027163,-19.359752,15.665324,10.433248,-2653.908869,10.985236,5.573304,15.524054,63.237317,14.912192,0.776913
23.807968,33.026537,-19.368083,16.931131,10.424238,-2575.522898,10.960094,6.074469,17.167444,59.826953,19.643212,0.773948
24.061245,33.025912,-19.376415,16.766673,10.15306,-2476.705453,10.934919,6.077036,17.253868,59.902421,13.271809,0.77098
24.314521,33.025286,-19.384747,16.215712,9.697424,-2437.947023,10.90971,4.675778,12.339757,66.768755,1.749588,0.768007
24.567797,33.02466,-19.393078,16.738233,9.857943,-2460.839098,10.884468,4.111053,10.485402,68.66531,7.49369,0.765031
24.821073,33.024034,-19.40141,17.73992,10.324661,-2497.830846,10.859193,3.537642,12.181484,66.540955,7.728934,0.762051
25.07435,33.023408,-19.409741,15.984642,10.518279,-2529.565724,10.833883,3.654163,14.595932,65.765264,5.974172,0.759066
25.327626,33.022782,-19.418073,15.548674,10.519381,-2544.891648,10.808541,3.837514,14.928288,65.685523,3.536226,0.756078
25.580902,33.022156,-19.426405,14.989762,10.483557,-2548.111639,10.783164,4.376197,14.691829,65.942212,2.278691,0.753086
25.834178,33.021529,-19.434736,13.750748,10.444891,-2547.696081,10.757755,4.988222,14.933119,66.327914,2.157566,0.75009
26.087455,33.020903,-19.443068,13.405696,10.375896,-2548.023425,10.732312,4.881445,14.860233,66.852628,2.167476,0.74709
26.340731,33.020277,-19.451399,14.409563,10.163625,-2550.53158,10.706835,4.600966,14.280244,66.709228,2.034048,0.744086
26.594007,33.01965,-19.459731,15.279896,10.05957,-2553.280153,10.681325,4.309681,13.992859,66.417565,2.142818,0.741079
26.847283,33.019024,-19.468063,15.56377,10.20956,-2560.528431,10.655781,3.590643,13.912708,66.932881,2.378455,0.738067
27.10056,33.018397,-19.476394,17.001019,10.282966,-2569.996,10.630204,2.919354,13.581795,66.497833,1.595339,0.735051
27.353836,33.01777,-19.484726,18.314323,10.297764,-2568.415442,10.604594,2.342169,13.199978,66.143532,1.147322,0.732032
27.607112,33.017144,-19.493057,18.73546,10.42909,-2567.119265,10.57895,2.949518,12.525396,65.789629,1.124807,0.729008
27.860388,33.016517,-19.501389,18.046838,10.741719,-2571.193464,10.553272,3.822883,13.253594,64.876684,2.328377,0.725981
28.113665,33.01589,-19.509721,14.755007,10.881595,-2587.620878,10.527561,5.452642,14.644216,65.148133,3.308241,0.722949
28.366941,33.015264,-19.518052,13.158716,10.843136,-2610.029118,10.501816,6.19533,15.327051,65.318901,3.385775,0.719914
28.620217,33.014637,-19.526384,14.134343,10.5631,-2595.151071,10.476037,5.915182,13.626701,66.323772,5.446349,0.716875
28.873494,33.01401,-19.534715,13.098132,10.100466,-2573.323076,10.450226,5.118042,13.299562,68.484264,6.604137,0.713832
29.12677,33.013382,-19.543047,13.958688,9.844698,-2551.583947,10.42438,4.291779,12.521234,69.228297,8.203662,0.710785
29.380046,33.012755,-19.551379,13.523651,9.700954,-2519.660497,10.398501,5.43637,10.681583,70.358393,8.224491,0.707733
29.633322,33.012128,-19.55971,11.654994,9.426394,-2510.445643,10.372589,6.095976,10.377104,71.871924,8.800504,0.704679
29.886599,33.011501,-19.568042,12.372207,9.39472,-2529.672365,10.346643,5.43456,10.474942,71.718291,10.276273,0.70162
30.139875,33.010874,-19.576373,11.52421,9.389864,-2546.657668,10.320663,5.100032,11.743452,71.63231,9.091906,0.698557
30.393151,33.010246,-19.584705,12.78607,9.32421,-2557.962789,10.29465,4.881979,10.648312,71.68364,6.612578,0.69549
30.646427,33.009619,-19.593036,15.209876,9.166174,-2567.155934,10.268603,5.330824,7.162546,72.296757,3.478598,0.692419
30.899704,33.008991,-19.601368,14.074226,9.169927,-2562.336497,10.242523,6.437625,6.646323,72.841828,2.040059,0.689345
31.15298,33.008364,-19.6097,10.60838,8.674084,-2547.314535,10.216408,6.121046,8.315656,74.954919,5.671349,0.686266
31.406256,33.007735,-19.618031,10.588123,8.261635,-2512.803564,10.19026,6.109743,6.663091,76.639044,11.832053,0.683183
31.659532,33.007108,-19.626363,12.000162,7.952345,-2446.594572,10.164079,5.618327,4.813694,77.567815,16.757214,0.680097
31.912809,33.00648,-19.634694,9.974897,7.175461,-2364.23306,10.137864,6.853394,1.73924,81.432469,18.337687,0.677045
32.166085,33.005852,-19.643026,4.072106,6.312129,-2283.595662,10.111616,9.254367,0.437772,86.235754,17.889355,0.67411
32.419361,33.005225,-19.651357,2.695179,6.372503,-2217.193428,10.085334,9.13912,2.00327,86.162429,15.986015,0.671176
32.672637,33.004597,-19.659689,2.951591,7.102523,-2182.372516,10.059018,7.385954,7.141527,82.520925,13.71577,0.668244
32.925914,33.003968,-19.66802,3.017771,7.843553,-2178.88102,10.032669,6.338989,11.671591,78.971649,11.446584,0.665313
33.17919,33.00334,-19.676352,3.497505,8.155919,-2195.442801,10.006286,5.805271,13.262419,77.434803,9.301562,0.662383
33.432466,33.002712,-19.684684,4.783679,7.973335,-2219.173043,9.979869,5.830036,11.225117,78.161167,7.697845,0.659455
33.685742,33.002084,-19.693015,5.214531,7.772181,-2244.118363,9.953419,6.204392,9.478281,79.102796,6.191216,0.656528
33.939019,33.001456,-19.701347,5.021716,8.070004,-2266.532291,9.926935,6.11715,11.003789,77.857348,4.435196,0.653603
34.192295,33.000827,-19.709678,5.547999,8.546069,-2283.789279,9.900417,5.724774,12.993527,75.7337,2.961731,0.650679
34.445571,33.000199,-19.71801,6.094998,8.93983,-2295.796955,9.873866,5.651289,14.162357,74.091358,2.478914,0.647756
34.698847,32.99957,-19.726341,6.395324,9.187596,-2306.201108,9.847281,5.230402,15.437759,72.936517,2.800362,0.644834
34.952124,32.998942,-19.734673,7.325438,9.179511,-2317.476117,9.820663,4.831693,15.11961,72.72326,2.624857,0.641925
35.2054,32.998313,-19.743004,7.220613,9.257574,-2317.442726,9.79401,5.082781,15.174797,72.52181,2.399409,0.63907
35.458676,32.997684,-19.751336,7.392808,9.427416,-2304.294182,9.774408,4.649118,16.319968,71.638107,2.7738,0.636218
35.711953,32.997056,-19.759667,7.453572,9.304961,-2288.424352,9.758828,4.996852,15.315487,72.234091,3.183092,0.63337
35.965229,32.996427,-19.767999,8.653547,9.212523,-2272.298516,9.743372,4.640807,14.316283,72.389365,2.973976,0.630524
36.218505,32.995798,-19.77633,8.805777,9.026025,-2259.060354,9.727946,5.035361,12.90504,73.253822,4.776384,0.627682
36.471781,32.995169,-19.784662,7.553071,8.665084,-2244.311878,9.712548,5.676044,11.730822,75.040064,8.793872,0.624843
36.725058,32.99454,-19.792993,7.965668,8.638098,-2217.523694,9.69718,5.373103,11.658721,75.002507,12.112868,0.622007
36.978334,32.993911,-19.801325,7.426019,9.213528,-2186.597584,9.681841,3.868759,16.506189,72.199036,12.56969,0.619174
