position,Orthopyroxene Abundance,lon,lat
0,41.635567,-50.790689,12.783565
0.072736,40.659136,-50.790859,12.781172
0.145472,39.208163,-50.79103,12.778779
0.218208,39.335587,-50.791201,12.776386
0.290944,33.849397,-50.791372,12.773993
0.36368,31.71107,-50.791541,12.7716
0.436416,33.4214,-50.791712,12.769207
0.509153,30.636915,-50.791883,12.766815
0.581889,29.478394,-50.792053,12.764422
0.654625,33.397291,-50.792223,12.762029
0.727361,29.845914,-50.792394,12.759636
0.800097,32.130908,-50.792565,12.757243
0.872833,34.883476,-50.792736,12.75485
0.945569,37.495652,-50.792905,12.752457
1.018305,38.025174,-50.793076,12.750064
1.091041,34.897909,-50.793246,12.747671
1.163777,34.532209,-50.793416,12.745278
1.236513,35.95111,-50.793587,12.742885
1.309249,35.018006,-50.793757,12.740492
1.381986,34.963031,-50.793928,12.7381
1.454722,38.228215,-50.794098,12.735707
1.527458,30.851344,-50.794269,12.733314
1.600194,29.809383,-50.79444,12.730921
1.67293,34.685305,-50.794609,12.728528
1.745666,33.503007,-50.794781,12.726135
1.818402,32.146156,-50.79495,12.723742
1.891138,43.082359,-50.795121,12.721349
1.963874,45.219988,-50.795291,12.718956
2.03661,34.964839,-50.795461,12.716563
2.109346,28.876136,-50.795632,12.71417
2.182082,29.756273,-50.795802,12.711777
2.254818,30.055495,-50.795972,12.709385
2.327555,29.583241,-50.796143,12.706992
2.400291,36.73401,-50.796313,12.704599
2.473027,43.868106,-50.796484,12.702206
2.545763,39.183525,-50.796655,12.699813
2.618499,35.249824,-50.796824,12.69742
2.691235,29.071155,-50.796996,12.695027
2.763971,27.775158,-50.797165,12.692634
2.836707,27.282522,-50.797335,12.690241
2.909443,31.081765,-50.797506,12.687848
2.982179,34.850484,-50.797677,12.685455
3.054915,33.832448,-50.797846,12.683062
3.127651,34.350969,-50.798017,12.68067
3.200388,35.353298,-50.798187,12.678277
3.273124,34.522614,-50.798358,12.675884
3.34586,36.743029,-50.798528,12.673491
3.418596,39.86765,-50.798699,12.671098
3.491332,33.712273,-50.798869,12.668705
3.564068,31.405581,-50.799039,12.666312
3.636804,26.449354,-50.799209,12.663919
3.70954,26.538032,-50.799379,12.661526
3.782276,29.871066,-50.799551,12.659133
3.855012,33.792426,-50.799721,12.65674
3.927748,33.854708,-50.79989,12.654347
4.000484,32.620013,-50.800061,12.651955
4.07322,32.862877,-50.800231,12.649562
4.145957,32.461249,-50.800402,12.647169
4.218693,33.34635,-50.800572,12.644776
4.291429,29.179519,-50.800743,12.642383
4.364165,38.646098,-50.800912,12.63999
4.436901,40.029557,-50.801082,12.637597
4.509637,39.450907,-50.801253,12.635204
4.582373,39.111758,-50.801423,12.632811
4.655109,37.715789,-50.801593,12.630418
4.727845,38.456773,-50.801764,12.628025
4.800581,39.073404,-50.801934,12.625632
4.873317,40.603786,-50.802105,12.62324
4.946053,38.838929,-50.802274,12.620847
5.01879,34.286561,-50.802445,12.618454
5.091526,38.896368,-50.802615,12.616061
5.164262,38.081421,-50.802785,12.613668
5.236998,41.002309,-50.802955,12.611275
5.309734,42.397169,-50.803125,12.608882
5.38247,35.92907,-50.803296,12.606489
5.455206,30.068501,-50.803466,12.604096
5.527942,27.225482,-50.803636,12.601703
5.600678,26.360085,-50.803807,12.59931
5.673414,27.993953,-50.803977,12.596917
5.74615,24.958014,-50.804147,12.594524
5.818886,19.241559,-50.804317,12.592132
5.891623,16.920673,-50.804488,12.589739
5.964359,21.041534,-50.804659,12.587346
6.037095,21.196202,-50.804828,12.584953
6.109831,21.481315,-50.804998,12.58256
6.182567,24.412069,-50.805168,12.580167
