position,Titanium Abundance,lon,lat
0,0.368553,58.173335,-8.922583
0.261408,0.366927,58.18206,-8.922452
0.522817,0.365302,58.190786,-8.922321
0.784225,0.363677,58.199511,-8.92219
1.045634,0.362052,58.208236,-8.922059
1.307042,0.360428,58.216961,-8.921927
1.568451,0.358804,58.225687,-8.921795
1.829859,0.357181,58.234412,-8.921663
2.091268,0.355558,58.243137,-8.921531
2.352676,0.353936,58.251862,-8.921399
2.614085,0.352313,58.260588,-8.921266
2.875493,0.350692,58.269313,-8.921134
3.136901,0.349071,58.278038,-8.921001
3.39831,0.34745,58.286763,-8.920867
3.659718,0.345829,58.295489,-8.920734
3.921127,0.34421,58.304214,-8.9206
4.182535,0.34259,58.312939,-8.920467
4.443944,0.340971,58.321664,-8.920332
4.705352,0.339352,58.330389,-8.920198
4.966761,0.337734,58.339114,-8.920064
5.228169,0.336116,58.34784,-8.919929
5.489578,0.334499,58.356565,-8.919796
5.750986,0.332882,58.36529,-8.919659
6.012394,0.331265,58.374015,-8.919524
6.273803,0.329649,58.38274,-8.919389
6.535211,0.328034,58.391465,-8.919253
6.79662,0.326418,58.400191,-8.919117
7.058028,0.324804,58.408916,-8.918981
7.319437,0.323189,58.417641,-8.918845
7.580845,0.321575,58.426366,-8.91871
7.842254,0.319962,58.435091,-8.918572
8.103662,0.318349,58.443816,-8.918435
8.365071,0.316736,58.452541,-8.918298
8.626479,0.315124,58.461266,-8.918161
8.887887,0.313513,58.469991,-8.918023
9.149296,0.311901,58.478716,-8.917885
9.410704,0.310291,58.487441,-8.917748
9.672113,0.30868,58.496167,-8.91761
9.933521,0.30707,58.504892,-8.917471
10.19493,0.305461,58.513617,-8.917333
10.456338,0.303852,58.522342,-8.917194
10.717747,0.302243,58.531067,-8.917055
10.979155,0.300635,58.539792,-8.916916
11.240564,0.299027,58.548517,-8.916777
11.501972,0.29742,58.557242,-8.916637
11.76338,0.295813,58.565967,-8.916498
12.024789,0.294207,58.574692,-8.916358
12.286197,0.292601,58.583417,-8.916218
12.547606,0.290996,58.592142,-8.916077
