position,Iron Abundance,lon,lat
0,8.489407,58.173335,-8.922583
0.261408,8.487105,58.18206,-8.922452
0.522817,8.484802,58.190786,-8.922321
0.784225,8.482497,58.199511,-8.92219
1.045634,8.48019,58.208236,-8.922059
1.307042,8.47788,58.216961,-8.921927
1.568451,8.475569,58.225687,-8.921795
1.829859,8.473256,58.234412,-8.921663
2.091268,8.470941,58.243137,-8.921531
2.352676,8.466107,58.251862,-8.921399
2.614085,8.460298,58.260588,-8.921266
2.875493,8.454488,58.269313,-8.921134
3.136901,8.448675,58.278038,-8.921001
3.39831,8.44286,58.286763,-8.920867
3.659718,8.437044,58.295489,-8.920734
3.921127,8.431225,58.304214,-8.9206
4.182535,8.425404,58.312939,-8.920467
4.443944,8.419582,58.321664,-8.920332
4.705352,8.413757,58.330389,-8.920198
4.966761,8.407931,58.339114,-8.920064
5.228169,8.402102,58.34784,-8.919929
5.489578,8.396272,58.356565,-8.919796
5.750986,8.39044,58.36529,-8.919659
6.012394,8.384605,58.374015,-8.919524
6.273803,8.378769,58.38274,-8.919389
6.535211,8.37293,58.391465,-8.919253
6.79662,8.36709,58.400191,-8.919117
7.058028,8.361248,58.408916,-8.918981
7.319437,8.355404,58.417641,-8.918845
7.580845,8.349557,58.426366,-8.91871
7.842254,8.343709,58.435091,-8.918572
8.103662,8.337858,58.443816,-8.918435
8.365071,8.332006,58.452541,-8.918298
8.626479,8.326152,58.461266,-8.918161
8.887887,8.320295,58.469991,-8.918023
9.149296,8.314436,58.478716,-8.917885
9.410704,8.308576,58.487441,-8.917748
9.672113,8.302713,58.496167,-8.91761
9.933521,8.296849,58.504892,-8.917471
10.19493,8.290982,58.513617,-8.917333
10.456338,8.285113,58.522342,-8.917194
10.717747,8.279242,58.531067,-8.917055
10.979155,8.27337,58.539792,-8.916916
11.240564,8.267495,58.548517,-8.916777
11.501972,8.261618,58.557242,-8.916637
11.76338,8.255739,58.565967,-8.916498
12.024789,8.249857,58.574692,-8.916358
12.286197,8.243974,58.583417,-8.916218
12.547606,8.238089,58.592142,-8.916077
12.809014,8.232201,58.600867,-8.915937
13.070423,8.226312,58.609592,-8.915796
13.331831,8.22042,58.618317,-8.915655
13.59324,8.214526,58.627042,-8.915514
13.854648,8.208631,58.635767,-8.915373
14.116057,8.202733,58.644492,-8.915231
14.377465,8.196832,58.653216,-8.915089
14.638873,8.19093,58.661941,-8.914947
14.900282,8.185026,58.670666,-8.914805
15.16169,8.179119,58.679391,-8.914663
15.423099,8.173211,58.688116,-8.91452
15.684507,8.1673,58.696841,-8.914378
15.945916,8.161387,58.705566,-8.914235
16.207324,8.155471,58.714291,-8.914091
16.468733,8.149555,58.723016,-8.913948
16.730141,8.143635,58.731741,-8.913804
16.99155,8.137714,58.740466,-8.913661
17.252958,8.13178,58.74919,-8.913517
17.514366,8.125836,58.757915,-8.913372
17.775775,8.119895,58.76664,-8.913228
18.037183,8.113959,58.775365,-8.913084
18.298592,8.108027,58.78409,-8.912939
18.56,8.102097,58.792815,-8.912794
18.821409,8.096173,58.801539,-8.912649
19.082817,8.090251,58.810264,-8.912503
19.344226,8.084334,58.818989,-8.912358
19.605634,8.078421,58.827714,-8.912212
19.867043,8.072512,58.836439,-8.912066
20.128451,8.066607,58.845163,-8.911919
20.389859,8.060705,58.853888,-8.911773
20.651268,8.054808,58.862613,-8.911626
20.912676,8.048915,58.871338,-8.91148
21.174085,8.043026,58.880063,-8.911333
