position,FeO Abundance,lon,lat
0,6.717456,30.622287,-22.602328
0.222166,6.689924,30.628793,-22.598133
0.444332,6.814062,30.635299,-22.593937
0.666498,6.729107,30.641805,-22.589742
0.888664,6.771172,30.648311,-22.585547
1.110831,6.882794,30.654816,-22.581351
1.332997,6.943927,30.66132,-22.577155
1.555163,7.03519,30.667824,-22.572959
1.777329,7.084476,30.674328,-22.568762
1.999495,7.081542,30.680831,-22.564566
2.221661,7.04495,30.687334,-22.560368
2.443827,6.96146,30.693837,-22.556171
2.665993,6.916023,30.700339,-22.551973
2.888159,6.815794,30.706841,-22.547775
3.110325,6.48396,30.713342,-22.543577
3.332492,6.645323,30.719843,-22.539379
3.554658,6.902191,30.726344,-22.53518
3.776824,7.027604,30.732844,-22.530981
3.99899,7.093719,30.739344,-22.526782
4.221156,7.198901,30.745842,-22.522582
4.443322,7.181863,30.752341,-22.518382
4.665488,7.156937,30.758841,-22.514183
4.887654,7.087945,30.765339,-22.509982
5.10982,7.374019,30.771836,-22.505781
5.331987,7.332922,30.778334,-22.501581
5.554153,7.214776,30.784831,-22.49738
5.776319,7.060921,30.791328,-22.493179
5.998485,7.052353,30.797824,-22.488977
6.220651,7.121337,30.80432,-22.484775
6.442817,7.087257,30.810815,-22.480573
6.664983,7.106461,30.81731,-22.476371
6.887149,7.365934,30.823804,-22.472168
7.109315,7.39191,30.830299,-22.467965
7.331482,7.17509,30.836792,-22.463762
7.553648,6.986399,30.843286,-22.459559
7.775814,7.071795,30.849779,-22.455355
7.99798,7.020876,30.856272,-22.451151
8.220146,6.980367,30.862764,-22.446946
8.442312,6.918362,30.869256,-22.442743
8.664478,6.741649,30.875748,-22.438538
8.886644,6.633212,30.882238,-22.434332
9.10881,6.757726,30.88873,-22.430128
9.330976,7.010536,30.895219,-22.425922
9.553143,7.028074,30.90171,-22.421717
9.775309,6.73545,30.908199,-22.417511
9.997475,6.217458,30.914688,-22.413304
10.219641,6.186075,30.921177,-22.409097
10.441807,6.447197,30.927665,-22.40489
10.663973,6.599468,30.934154,-22.400684
10.886139,6.58689,30.940641,-22.396477
11.108305,6.482656,30.947128,-22.392269
11.330471,6.701229,30.953615,-22.388061
11.552638,6.766526,30.960101,-22.383853
11.774804,6.455849,30.966587,-22.379644
11.99697,6.227868,30.973073,-22.375437
12.219136,6.259691,30.979558,-22.371228
12.441302,6.363703,30.986043,-22.367019
12.663468,6.37073,30.992527,-22.362809
12.885634,6.463685,30.999012,-22.3586
13.1078,6.421693,31.005495,-22.35439
13.329966,6.184681,31.011978,-22.350179
13.552133,6.051755,31.018461,-22.345969
13.774299,5.954035,31.024944,-22.341759
13.996465,5.958218,31.031426,-22.337548
14.218631,6.09068,31.037908,-22.333337
14.440797,5.989474,31.044388,-22.329125
14.662963,5.764618,31.05087,-22.324914
14.885129,5.824371,31.05735,-22.320702
15.107295,5.922721,31.06383,-22.316489
15.329461,5.990379,31.07031,-22.312277
15.551627,6.000049,31.076789,-22.308064
15.773794,6.020477,31.083268,-22.303851
15.99596,6.041405,31.089747,-22.299638
16.218126,6.04844,31.096225,-22.295425
16.440292,6.084935,31.102703,-22.291211
16.662458,6.337247,31.10918,-22.286997
16.884624,6.388407,31.115657,-22.282782
17.10679,6.171385,31.122134,-22.278568
17.328956,6.240663,31.12861,-22.274353
17.551122,6.364144,31.135086,-22.270138
17.773289,6.439202,31.141561,-22.265922
17.995455,6.468587,31.148036,-22.261708
18.217621,6.401616,31.15451,-22.257491
18.439787,6.351407,31.160985,-22.253276
18.661953,6.539229,31.167459,-22.249059
18.884119,6.699278,31.173933,-22.244843
19.106285,6.751482,31.180406,-22.240626
19.328451,6.865393,31.186878,-22.236409
19.550617,6.958521,31.193351,-22.232192
19.772783,7.04172,31.199823,-22.227974
19.99495,6.993563,31.206294,-22.223756
20.217116,6.962616,31.212765,-22.219538
20.439282,7.011727,31.219236,-22.21532
20.661448,7.122041,31.225706,-22.211101
20.883614,7.084914,31.232176,-22.206882
21.10578,7.173586,31.238646,-22.202663
21.327946,7.359727,31.245115,-22.198444
21.550112,7.303581,31.251584,-22.194224
21.772278,7.304044,31.258052,-22.190004
21.994445,7.432954,31.264521,-22.185784
22.216611,7.267454,31.270988,-22.181564
22.438777,6.916891,31.277455,-22.177343
22.660943,6.647761,31.283922,-22.173122
22.883109,7.465634,31.290389,-22.168901
23.105275,15.035154,31.296855,-22.16468
23.327441,20.147128,31.303321,-22.160458
23.549607,21.701633,31.309785,-22.156236
23.771773,19.110107,31.316251,-22.152014
23.99394,13.130646,31.322715,-22.147792
24.216106,7.218879,31.32918,-22.143569
24.438272,5.007854,31.335643,-22.139346
24.660438,4.810355,31.342107,-22.135123
24.882604,4.670718,31.34857,-22.130899
25.10477,4.663367,31.355032,-22.126676
25.326936,4.672378,31.361494,-22.122451
25.549102,4.753418,31.367956,-22.118227
25.771268,4.756755,31.374418,-22.114003
25.993434,4.626017,31.380879,-22.109778
26.215601,4.588751,31.387339,-22.105553
26.437767,5.326784,31.3938,-22.101328
26.659933,5.846247,31.400259,-22.097102
26.882099,6.004906,31.406719,-22.092877
27.104265,6.226325,31.413178,-22.08865
27.326431,6.518243,31.419637,-22.084425
27.548597,6.670597,31.426095,-22.080198
27.770763,6.545711,31.432553,-22.075971
27.992929,6.62189,31.439011,-22.071744
28.215096,6.655399,31.445468,-22.067517
28.437262,6.53618,31.451925,-22.06329
28.659428,6.548057,31.458381,-22.059062
28.881594,6.699514,31.464837,-22.054834
29.10376,6.647191,31.471292,-22.050605
29.325926,6.763839,31.477748,-22.046376
29.548092,6.775979,31.484203,-22.042148
29.770258,6.810472,31.490658,-22.037919
29.992424,6.793463,31.497112,-22.03369
30.214591,6.884726,31.503565,-22.02946
30.436757,6.997581,31.510019,-22.025231
30.658923,7.050406,31.516472,-22.021001
