position,Titanium Abundance,lon,lat
0,0.277892,30.622287,-22.602328
0.222166,0.279002,30.628793,-22.598133
0.444332,0.280119,30.635299,-22.593937
0.666498,0.281241,30.641805,-22.589742
0.888664,0.282369,30.648311,-22.585547
1.110831,0.283502,30.654816,-22.581351
1.332997,0.284641,30.66132,-22.577155
1.555163,0.285786,30.667824,-22.572959
1.777329,0.286936,30.674328,-22.568762
1.999495,0.288092,30.680831,-22.564566
2.221661,0.289253,30.687334,-22.560368
2.443827,0.290421,30.693837,-22.556171
2.665993,0.291594,30.700339,-22.551973
2.888159,0.292772,30.706841,-22.547775
3.110325,0.293956,30.713342,-22.543577
3.332492,0.295146,30.719843,-22.539379
3.554658,0.296342,30.726344,-22.53518
3.776824,0.297543,30.732844,-22.530981
3.99899,0.29875,30.739344,-22.526782
4.221156,0.299963,30.745842,-22.522582
4.443322,0.301181,30.752341,-22.518382
4.665488,0.302405,30.758841,-22.514183
4.887654,0.303634,30.765339,-22.509982
5.10982,0.304869,30.771836,-22.505781
5.331987,0.30611,30.778334,-22.501581
5.554153,0.307357,30.784831,-22.49738
5.776319,0.308609,30.791328,-22.493179
5.998485,0.309867,30.797824,-22.488977
6.220651,0.31113,30.80432,-22.484775
6.442817,0.312399,30.810815,-22.480573
6.664983,0.313674,30.81731,-22.476371
6.887149,0.314954,30.823804,-22.472168
7.109315,0.31624,30.830299,-22.467965
7.331482,0.317532,30.836792,-22.463762
7.553648,0.318829,30.843286,-22.459559
7.775814,0.320132,30.849779,-22.455355
7.99798,0.321441,30.856272,-22.451151
8.220146,0.322755,30.862764,-22.446946
8.442312,0.324075,30.869256,-22.442743
8.664478,0.325401,30.875748,-22.438538
8.886644,0.326732,30.882238,-22.434332
9.10881,0.328069,30.88873,-22.430128
9.330976,0.329412,30.895219,-22.425922
9.553143,0.33076,30.90171,-22.421717
9.775309,0.332114,30.908199,-22.417511
9.997475,0.333474,30.914688,-22.413304
10.219641,0.334839,30.921177,-22.409097
10.441807,0.33621,30.927665,-22.40489
10.663973,0.337586,30.934154,-22.400684
10.886139,0.338969,30.940641,-22.396477
11.108305,0.340356,30.947128,-22.392269
11.330471,0.34175,30.953615,-22.388061
11.552638,0.343149,30.960101,-22.383853
11.774804,0.344554,30.966587,-22.379644
11.99697,0.345964,30.973073,-22.375437
12.219136,0.347381,30.979558,-22.371228
12.441302,0.348802,30.986043,-22.367019
12.663468,0.35023,30.992527,-22.362809
12.885634,0.352858,30.999012,-22.3586
13.1078,0.355982,31.005495,-22.35439
13.329966,0.359083,31.011978,-22.350179
13.552133,0.362161,31.018461,-22.345969
13.774299,0.365216,31.024944,-22.341759
