position,TerrainHeight,lon,lat
0,112.96925,30.622287,-22.602328
0.222166,111.519612,30.628793,-22.598133
0.444332,108.899806,30.635299,-22.593937
0.666498,115.010086,30.641805,-22.589742
0.888664,130.793937,30.648311,-22.585547
1.110831,141.410897,30.654816,-22.581351
1.332997,142.027654,30.66132,-22.577155
1.555163,135.506218,30.667824,-22.572959
1.777329,119.906193,30.674328,-22.568762
1.999495,105.689341,30.680831,-22.564566
2.221661,100.370004,30.687334,-22.560368
2.443827,105.291398,30.693837,-22.556171
2.665993,113.351482,30.700339,-22.551973
2.888159,111.948145,30.706841,-22.547775
3.110325,110.127176,30.713342,-22.543577
3.332492,122.285894,30.719843,-22.539379
3.554658,138.879763,30.726344,-22.53518
3.776824,148.001804,30.732844,-22.530981
3.99899,150.825705,30.739344,-22.526782
4.221156,151.080061,30.745842,-22.522582
4.443322,147.856612,30.752341,-22.518382
4.665488,144.534817,30.758841,-22.514183
4.887654,148.891483,30.765339,-22.509982
5.10982,154.030568,30.771836,-22.505781
5.331987,169.178879,30.778334,-22.501581
5.554153,190.238864,30.784831,-22.49738
5.776319,213.306652,30.791328,-22.493179
5.998485,237.109797,30.797824,-22.488977
6.220651,246.223215,30.80432,-22.484775
6.442817,243.19374,30.810815,-22.480573
6.664983,240.232481,30.81731,-22.476371
6.887149,239.966041,30.823804,-22.472168
7.109315,242.539237,30.830299,-22.467965
7.331482,249.942708,30.836792,-22.463762
7.553648,265.344548,30.843286,-22.459559
7.775814,298.447434,30.849779,-22.455355
7.99798,340.183865,30.856272,-22.451151
8.220146,380.469813,30.862764,-22.446946
8.442312,419.116162,30.869256,-22.442743
8.664478,462.192134,30.875748,-22.438538
8.886644,502.275348,30.882238,-22.434332
9.10881,534.615536,30.88873,-22.430128
9.330976,568.500176,30.895219,-22.425922
9.553143,607.48247,30.90171,-22.421717
9.775309,643.543389,30.908199,-22.417511
9.997475,678.323475,30.914688,-22.413304
10.219641,712.067706,30.921177,-22.409097
10.441807,745.591091,30.927665,-22.40489
10.663973,785.548234,30.934154,-22.400684
10.886139,830.494212,30.940641,-22.396477
11.108305,876.742248,30.947128,-22.392269
11.330471,921.102576,30.953615,-22.388061
11.552638,959.506488,30.960101,-22.383853
11.774804,991.790376,30.966587,-22.379644
11.99697,1016.535467,30.973073,-22.375437
12.219136,1032.184401,30.979558,-22.371228
12.441302,1049.767961,30.986043,-22.367019
12.663468,1058.053209,30.992527,-22.362809
12.885634,1069.791217,30.999012,-22.3586
13.1078,1074.72789,31.005495,-22.35439
13.329966,1070.034621,31.011978,-22.350179
13.552133,1054.715959,31.018461,-22.345969
13.774299,1038.603711,31.024944,-22.341759
13.996465,1033.715939,31.031426,-22.337548
14.218631,1036.792888,31.037908,-22.333337
14.440797,1036.002764,31.044388,-22.329125
14.662963,1010.549162,31.05087,-22.324914
14.885129,952.189906,31.05735,-22.320702
15.107295,883.127492,31.06383,-22.316489
15.329461,804.811985,31.07031,-22.312277
15.551627,725.798345,31.076789,-22.308064
15.773794,632.072757,31.083268,-22.303851
15.99596,529.739723,31.089747,-22.299638
16.218126,422.905291,31.096225,-22.295425
16.440292,315.723772,31.102703,-22.291211
16.662458,209.117067,31.10918,-22.286997
16.884624,107.017919,31.115657,-22.282782
17.10679,13.170971,31.122134,-22.278568
17.328956,-79.881577,31.12861,-22.274353
17.551122,-177.903076,31.135086,-22.270138
17.773289,-279.795943,31.141561,-22.265922
17.995455,-382.694104,31.148036,-22.261708
18.217621,-481.030176,31.15451,-22.257491
18.439787,-576.971542,31.160985,-22.253276
18.661953,-668.579666,31.167459,-22.249059
18.884119,-750.624428,31.173933,-22.244843
19.106285,-834.450199,31.180406,-22.240626
